,client_accuracy_8,client_accuracy_5,client_accuracy_3,client_accuracy_4,client_accuracy_2,client_accuracy_0,client_accuracy_6,client_accuracy_1,client_accuracy_7,client_accuracy_9,client_attack_8,client_attack_5,client_attack_3,client_attack_4,client_attack_2,client_attack_0,client_attack_6,client_attack_1,client_attack_7,client_attack_9,client_auc_8,client_auc_5,client_auc_3,client_auc_4,client_auc_2,client_auc_0,client_auc_6,client_auc_1,client_auc_7,client_auc_9,server_attack,server_accuracy,server_auc
0,7.1022486211285525,8.04412388629614,8.96902842596521,8.705982180738227,9.130250318201103,7.484089944845142,8.773865082732286,7.00890963088672,9.647857445905812,9.469664828171405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07796836711962575,0.0
1,12.940178192617735,16.39372083156555,14.942723801442511,16.19007212558337,15.383962664403903,16.76707679253288,11.514637250742469,16.08824777259228,14.289350869749681,14.603309291472211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15935249127496845,0.0
2,20.585490029698768,21.17098005939754,19.61815867628341,21.13703860840051,18.922358930844293,20.296987696224015,18.879932117098004,20.52609249045397,20.31395842172253,20.220619431480696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21697482735575851,0.0
3,25.22698345354264,25.965210012728047,24.91302503182011,25.795502757742895,25.43063215952482,25.04030547305897,24.26813746287654,25.64276622825626,25.413661434026302,24.768773865082732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666518155491201,0.0
4,29.232074671192194,29.359355112431057,29.087823504454814,29.766652524395422,29.24904539669071,28.638099278744168,28.34959694526941,29.22358930844294,29.613915994908783,29.308442935935513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137298581718274,0.0
5,31.20067882901994,32.02375901569792,31.62494696648282,31.472210436996185,30.886720407297414,31.41281289775138,31.57403478998727,31.531607976240984,31.268561731014,31.794654221467965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33244226628053763,0.0
6,33.85659736953755,34.30632159524819,34.229953330504884,33.84811200678829,33.092914722104375,33.69537547730165,33.97539244802715,33.51718285956725,33.525668222316504,34.136614340263044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35768916610974977,0.0
7,35.350021213406876,36.20704285108188,35.71489181162495,35.81671616461604,35.35850657615613,35.68095036062792,35.825201527365294,35.68943572337717,36.09673313534154,36.376750106067036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38204499888616616,0.0
8,36.834959694526944,37.38650827322868,36.97921086126431,37.14891811624947,36.74162070428511,36.80950360627917,36.82647433177768,36.95375477301654,37.64106915570641,37.82774713619007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3983069725996881,0.0
9,37.28468392023759,38.7611370386084,37.8022910479423,38.260500636402206,37.5222740772168,37.63258379295715,37.75986423419601,37.997454391175225,38.27747136190072,38.981756470089096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4087027548823049,0.0
