,client_accuracy_6,client_accuracy_3,client_accuracy_5,client_accuracy_1,client_accuracy_2,client_accuracy_0,client_accuracy_4,client_accuracy_8,client_accuracy_7,client_accuracy_9,client_attack_6,client_attack_3,client_attack_5,client_attack_1,client_attack_2,client_attack_0,client_attack_4,client_attack_8,client_attack_7,client_attack_9,server_attack,server_accuracy
0,14.414414414414415,16.666666666666664,15.315315315315313,14.414414414414415,10.36036036036036,16.666666666666664,9.45945945945946,16.216216216216218,13.513513513513514,13.963963963963963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1490591713199756
1,30.180180180180184,30.180180180180184,27.47747747747748,25.225225225225223,29.72972972972973,28.82882882882883,23.423423423423422,28.82882882882883,25.225225225225223,28.82882882882883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889775233447515
2,32.88288288288289,35.585585585585584,28.82882882882883,30.180180180180184,31.53153153153153,33.33333333333333,30.630630630630627,33.33333333333333,33.33333333333333,36.93693693693694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32515602271127586
3,38.288288288288285,36.93693693693694,32.432432432432435,36.03603603603604,37.83783783783784,37.38738738738739,31.98198198198198,37.38738738738739,33.78378378378378,41.891891891891895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388775749612876
4,45.04504504504504,41.44144144144144,42.34234234234234,42.34234234234234,35.13513513513514,40.090090090090094,37.83783783783784,36.93693693693694,38.288288288288285,47.74774774774775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45742574257425744
5,47.2972972972973,48.64864864864865,43.69369369369369,46.3963963963964,48.64864864864865,45.4954954954955,45.4954954954955,47.2972972972973,42.792792792792795,51.35135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996292994228333
6,46.846846846846844,52.702702702702695,50.45045045045045,47.2972972972973,45.94594594594595,47.2972972972973,45.04504504504504,46.846846846846844,48.1981981981982,55.4054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5219839519496974
7,45.94594594594595,48.64864864864865,45.94594594594595,42.792792792792795,49.549549549549546,46.3963963963964,47.74774774774775,46.846846846846844,44.5945945945946,52.702702702702695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5116418750879828
8,50.45045045045045,52.702702702702695,51.80180180180181,54.054054054054056,50.45045045045045,50.45045045045045,50.9009009009009,45.94594594594595,50.45045045045045,58.55855855855856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5570175026981371
9,52.25225225225225,51.80180180180181,43.24324324324324,45.04504504504504,53.6036036036036,50.9009009009009,50.45045045045045,51.35135135135135,47.74774774774775,52.25225225225225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491717892168364
10,52.702702702702695,59.45945945945946,51.35135135135135,54.5045045045045,54.054054054054056,54.95495495495496,53.6036036036036,53.153153153153156,55.85585585585585,62.16216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833607057388204
11,54.5045045045045,53.6036036036036,55.4054054054054,56.75675675675676,57.65765765765766,56.30630630630631,56.75675675675676,51.80180180180181,52.702702702702695,59.009009009009006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5970156257331894
12,53.153153153153156,61.261261261261254,52.25225225225225,50.45045045045045,55.4054054054054,56.75675675675676,51.35135135135135,52.25225225225225,55.4054054054054,61.261261261261254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5776735019473511
