,client_accuracy_0,client_attack_0,server_attack,client_auc_0,server_auc
0,44.411390352512015,0.0,0.0,0.0,0.0
1,46.806402503214386,0.0,0.0,0.0,0.0
2,54.496876932221,0.0,0.0,0.0,0.0
3,60.157609604007966,0.0,0.0,0.0,0.0
4,61.37348502401463,0.0,0.0,0.0,0.0
5,57.69760193159773,0.0,0.0,0.0,0.0
6,64.70257635098903,0.0,0.0,0.0,0.0
7,69.79576612732826,0.0,0.0,0.0,0.0
8,62.17916893275158,0.0,0.0,0.0,0.0
9,67.63311496425568,0.0,0.0,0.0,0.0
10,70.26125835809265,0.0,0.0,0.0,0.0
11,68.27655148958071,0.0,0.0,0.0,0.0
12,69.48705246125937,0.0,0.0,0.0,0.0
13,70.32312614299023,0.0,0.0,0.0,0.0
14,69.07849222991878,0.0,0.0,0.0,0.0
15,66.53574978131994,0.0,0.0,0.0,0.0
16,72.34028864237044,0.0,0.0,0.0,0.0
17,60.42560950618848,0.0,0.0,0.0,0.0
18,71.23260861531374,0.0,0.0,0.0,0.0
19,69.3312630884995,0.0,0.0,0.0,0.0
20,71.23587283249219,0.0,0.0,0.0,0.0
21,71.09214650846997,0.0,0.0,0.0,0.0
22,67.71821388431358,0.0,0.0,0.0,0.0
23,72.06012561333463,0.0,0.0,0.0,0.0
24,68.63841010927928,0.0,0.0,0.0,0.0
25,71.47650054243776,0.0,0.0,0.0,0.0
26,72.66601484519776,0.0,0.0,0.0,0.0
27,72.29202294877183,0.0,0.0,0.0,0.0
28,69.05886503273383,0.0,0.0,0.0,0.0
29,73.00527052352571,0.0,0.0,0.0,0.0
30,70.48276536145609,0.0,0.0,0.0,0.0
31,71.3953679539504,0.0,0.0,0.0,0.0
32,73.0420745730413,0.0,0.0,0.0,0.0
33,71.5004055054119,0.0,0.0,0.0,0.0
34,71.0004337936934,0.0,0.0,0.0,0.0
35,72.96938223935301,0.0,0.0,0.0,0.0
36,75.11227676600146,0.0,0.0,0.0,0.0
37,71.22214158207221,0.0,0.0,0.0,0.0
38,71.647314516585,0.0,0.0,0.0,0.0
39,73.8768335860571,0.0,0.0,0.0,0.0
40,71.29068090452321,0.0,0.0,0.0,0.0
41,72.59282179694713,0.0,0.0,0.0,0.0
42,72.67772802458316,0.0,0.0,0.0,0.0
43,72.14884374682951,0.0,0.0,0.0,0.0
44,72.97776410699511,0.0,0.0,0.0,0.0
45,72.24121520003523,0.0,0.0,0.0,0.0
46,71.67019052826736,0.0,0.0,0.0,0.0
47,72.38855254334437,0.0,0.0,0.0,0.0
48,72.60554582276652,0.0,0.0,0.0,0.0
49,73.2389425714235,0.0,0.0,0.0,0.0
50,71.67424677807085,0.0,0.0,0.0,0.0
51,70.4003106698713,0.0,0.0,0.0,0.0
52,72.17627553291426,0.0,0.0,0.0,0.0
53,73.63807694892478,0.0,0.0,0.0,0.0
54,70.88037028466414,0.0,0.0,0.0,0.0
55,72.61284614183582,0.0,0.0,0.0,0.0
56,73.07481792953338,0.0,0.0,0.0,0.0
57,71.18738320875153,0.0,0.0,0.0,0.0
58,71.44367385397459,0.0,0.0,0.0,0.0
59,74.41255188537232,0.0,0.0,0.0,0.0
60,73.46466980086412,61.45,60.91,61.45,60.91
61,72.96493537632105,61.45,60.91,61.45,60.91
62,70.64643543833557,61.45,60.91,61.45,60.91
63,73.72206925451712,61.45,60.91,61.45,60.91
64,69.04675441448633,61.45,60.91,61.45,60.91
65,73.12719409406249,61.45,60.91,61.45,60.91
66,68.37987198530296,61.45,60.91,61.45,60.91
67,71.90308275697049,61.45,60.91,61.45,60.91
68,70.44247637449945,61.45,60.91,61.45,60.91
69,71.01161932023557,61.45,60.91,61.45,60.91
70,72.154305012898,61.45,60.91,61.45,60.91
71,72.88290501432103,61.45,60.91,61.45,60.91
72,73.08260724869866,61.45,60.91,61.45,60.91
73,72.15198308715833,61.45,60.91,61.45,60.91
74,72.2786940805306,61.45,60.91,61.45,60.91
75,73.96812149115704,61.45,60.91,61.45,60.91
76,73.4824576602817,61.45,60.91,61.45,60.91
77,70.16511750022201,61.45,60.91,61.45,60.91
78,74.76560760804298,61.45,60.91,61.45,60.91
79,72.30459160987024,61.45,60.91,61.45,60.91
80,69.34320698954603,61.45,60.91,61.45,60.91
81,72.26886242228849,61.45,60.91,61.45,60.91
82,70.86093676801418,61.45,60.91,61.45,60.91
83,70.70588959412628,61.45,60.91,61.45,60.91
84,73.57784865049675,61.45,60.91,61.45,60.91
85,71.29882943073085,61.45,60.91,61.45,60.91
86,73.05305645419307,61.45,60.91,61.45,60.91
87,73.11368667710158,61.45,60.91,61.45,60.91
88,74.6354527476188,61.45,60.91,61.45,60.91
89,72.85798755840928,61.45,60.91,61.45,60.91
90,70.79990165032837,61.45,60.91,61.45,60.91
91,72.21664914083365,61.45,60.91,61.45,60.91
92,72.04397245329793,61.45,60.91,61.45,60.91
93,70.11257327898485,61.45,60.91,61.45,60.91
94,70.37142129520633,61.45,60.91,61.45,60.91
95,72.5438660518769,61.45,60.91,61.45,60.91
96,70.87651694335224,61.45,60.91,61.45,60.91
97,72.59323154021423,61.45,60.91,61.45,60.91
98,71.62389970095477,61.45,60.91,61.45,60.91
99,71.56100902175413,61.45,60.91,61.45,60.91
