,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,36.82666666666667,32.61333333333333,35.88,36.6,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3715,0.0,17.275373220443726,17.00668501853943,16.825870990753174,17.044641256332397,16.83669900894165,0,0,0,0,0,0,0,0,0,0,0.046393394470214844,,,0
1,41.18666666666667,41.333333333333336,40.266666666666666,41.57333333333334,41.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3973,0.0,16.930989742279053,16.81338906288147,16.75708270072937,16.780752182006836,16.748093128204346,0,0,0,0,0,0,0,0,0,0,0.048438072204589844,,,0
2,45.04,45.97333333333333,46.586666666666666,45.879999999999995,44.053333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392,0.0,17.01454472541809,17.012483835220337,16.964176177978516,17.067758560180664,17.113317489624023,0,0,0,0,0,0,0,0,0,0,0.04815268516540527,,,0
3,51.21333333333333,44.98666666666667,48.96,48.21333333333334,47.45333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564,0.0,17.44040560722351,17.208393335342407,17.337148427963257,17.10725975036621,17.313215970993042,0,0,0,0,0,0,0,0,0,0,0.050800323486328125,,,0
4,53.21333333333334,48.93333333333334,55.986666666666665,48.70666666666666,50.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4858,0.0,17.59802269935608,17.374213457107544,17.269324779510498,17.328269958496094,17.569105863571167,0,0,0,0,0,0,0,0,0,0,0.05571269989013672,,,0
5,55.013333333333335,52.42666666666666,56.42666666666667,51.906666666666666,53.86666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4893,0.0,17.507421016693115,17.42080020904541,17.260778665542603,17.590682983398438,17.64349126815796,0,0,0,0,0,0,0,0,0,0,0.050812721252441406,,,0
6,54.773333333333326,53.879999999999995,56.08,61.70666666666666,56.41333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001,0.0,17.417126178741455,17.585613489151,17.49802541732788,17.288354873657227,17.61802577972412,0,0,0,0,0,0,0,0,0,0,0.05000424385070801,,,0
7,56.77333333333333,62.306666666666665,56.32,56.77333333333333,56.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5093,0.0,16.839929342269897,17.073302030563354,17.504560947418213,17.53488540649414,17.58454465866089,0,0,0,0,0,0,0,0,0,0,0.05209064483642578,,,0
8,59.906666666666666,59.31999999999999,59.69333333333333,63.013333333333335,63.453333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4709,0.0,17.018262147903442,17.26340365409851,17.612790822982788,16.77810835838318,16.871294498443604,0,0,0,0,0,0,0,0,0,0,0.05042672157287598,,,0
9,61.6,58.86666666666667,62.28,65.28,61.31999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4679,0.0,17.184483528137207,17.3749577999115,16.905278205871582,17.26418948173523,17.23421359062195,0,0,0,0,0,0,0,0,0,0,0.05071568489074707,,,0
