,client_accuracy_1,client_accuracy_6,client_accuracy_4,client_accuracy_9,client_accuracy_3,client_accuracy_8,client_accuracy_5,client_accuracy_7,client_accuracy_2,client_accuracy_0,client_attack_1,client_attack_6,client_attack_4,client_attack_9,client_attack_3,client_attack_8,client_attack_5,client_attack_7,client_attack_2,client_attack_0,client_auc_1,client_auc_6,client_auc_4,client_auc_9,client_auc_3,client_auc_8,client_auc_5,client_auc_7,client_auc_2,client_auc_0,server_attack,server_accuracy,server_auc
0,2.3515102371781875,3.0204743563754306,2.574498276910602,5.980133792823839,6.1017636326778835,9.973646868031624,10.419622947496453,9.75065882829921,10.966957226839652,13.602270423677275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061192083409350444,0.0
1,8.716805189539834,12.406243665112509,17.73768497871478,20.65680113521184,15.6902493411717,12.142712345428745,15.507804581390635,11.980539225623353,21.204135414555036,17.73768497871478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16072381801841978,0.0
2,17.14980741942023,23.170484492195417,27.06263936752483,26.515305088181634,18.629637137644437,20.595986215284817,21.81228461382526,24.954388810054734,25.744982769106024,23.069126292317048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402951490948896,0.0
3,24.893573890127712,28.238394486113926,30.610176363267787,27.001824447597812,29.9006689641192,26.495033448205962,28.157307926211228,24.28542469085749,28.765457125481454,29.556051084532736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29333819842830405,0.0
4,29.2722481248733,29.45469288465437,31.704844921954184,30.77234948307318,29.353334684776,31.846746401783903,31.704844921954184,33.93472531927833,32.84005676059193,29.657409284411106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3277722594987601,0.0
5,35.39428339752686,36.79302655584837,34.340158118791805,33.75228055949726,32.698155280762215,35.718629637137646,32.617068720859514,31.745388201905534,36.16460571660247,32.11027772146767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359476461724541,0.0
6,36.12406243665113,36.24569227650517,36.42813703628624,35.049665517940404,37.76606527468072,39.46888303263734,35.779444557064664,38.57693087370768,37.968781674437466,35.45509831745388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867885643239883,0.0
7,37.90796675451044,37.27954591526454,37.928238394486115,38.67828907358605,41.49604703020474,39.671599432394075,39.69187107236976,38.029596594364484,40.8270829110075,41.43523211027772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41351280128114165,0.0
8,43.300222988039735,42.04338130954795,40.50273667139672,42.77316034867221,42.205554429353334,43.3204946280154,40.11757551185891,38.37421447395094,41.90147982971823,40.178390431785935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4374260944774415,0.0
9,41.94202310966958,45.42874518548551,41.53659031015609,44.88141090614231,44.111088587066696,44.273261706872084,44.273261706872084,41.39468883032637,43.05696330833164,44.962497466045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4574810970789159,0.0
10,45.30711534563146,44.415163186701804,46.4423271842692,46.15852422460977,45.77336306507196,45.69227650516927,46.74640178390432,42.71234542874519,45.124670585850396,46.36124062436651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47465758515605466,0.0
11,47.75998378268802,47.45590918305291,47.92215690249341,47.17210622339347,46.23961078451247,47.253192783296164,48.08433002229881,46.482870464220554,45.651733225217924,47.476180823028585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49041508720007027,0.0
12,48.81410906142307,49.016825461179806,46.84775998378269,49.19927022096088,48.36813298195824,48.87492398135009,47.94242854246909,47.861341982566394,48.22623150212853,47.1518345834178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5021115863588143,0.0
13,50.37502533954997,50.070950739914856,48.57084938171498,49.483073180620316,48.55057774173931,48.95601054125279,48.79383742144739,48.246503142104196,48.591121021690654,48.79383742144739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109565992986155,0.0
