,client_accuracy_1,client_accuracy_6,client_accuracy_4,client_accuracy_9,client_accuracy_3,client_accuracy_8,client_accuracy_5,client_accuracy_7,client_accuracy_2,client_accuracy_0,client_attack_1,client_attack_6,client_attack_4,client_attack_9,client_attack_3,client_attack_8,client_attack_5,client_attack_7,client_attack_2,client_attack_0,client_auc_1,client_auc_6,client_auc_4,client_auc_9,client_auc_3,client_auc_8,client_auc_5,client_auc_7,client_auc_2,client_auc_0,server_attack,server_accuracy,server_auc
0,14.291506182850192,13.440097303871884,12.304885465234138,13.541455503750251,14.818568822217717,13.92661666328806,14.23069126292317,13.622542063652949,11.575106426109873,13.72390026353132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19565790273864303,0.0
1,23.352929251976484,20.616257855260493,21.91364281370363,23.393472531927834,24.447597810662884,24.407054530711534,25.278735049665517,23.393472531927834,22.096087573484695,23.332657612000812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33621184785766894,0.0
2,30.3669166835597,30.529089803365096,30.164200283802963,32.11027772146767,30.04257044394891,31.056152442732614,32.09000608149199,28.8060004054328,29.79931076424083,28.826272045408473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41612103275154905,0.0
3,35.33346847759984,36.1443340766268,35.41455503750253,35.2118386377458,36.93492803567809,33.954996959254004,34.5834177984999,36.12406243665113,36.40786539631056,35.63754307723495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47661038022068614,0.0
4,38.59720251368336,38.41475775390229,38.029596594364484,38.53638759375633,39.59051287249139,37.86742347455909,36.38759375633489,36.81329819582404,38.19176971416988,38.47557267382931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115782503226504,0.0
5,42.26636934928036,43.219136428137034,40.097303871883234,42.732617068720856,39.2661666328806,41.090614230691266,41.17170079059396,41.69876342996148,42.28664098925603,41.110885870666934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323022034825972,0.0
6,40.25947699168862,44.273261706872084,44.09081694709102,45.30711534563146,43.016420028380296,42.69207378876951,45.043584025947695,42.95560510845328,42.71234542874519,43.300222988039735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5490259674444061,0.0
7,44.252990066896416,46.78694506385567,44.59760794648287,45.124670585850396,44.4962497466045,45.327386985607134,46.19906750456112,45.77336306507196,46.01662274478005,43.969187107236976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573304142763509,0.0
8,45.77336306507196,47.35455098317453,46.30042570443949,45.55037502533955,46.19906750456112,47.45590918305291,46.70585850395297,45.34765862558281,46.40178390431786,46.80721670383134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5654524200468941,0.0
9,47.51672410297993,47.334279343198865,47.476180823028585,49.1789985809852,43.969187107236976,47.03020474356375,48.489762821812285,45.30711534563146,46.50314210419623,47.31400770322319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5677565830816322,0.0
