,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,32.92,33.906666666666666,33.25333333333334,32.4,32.6,"[34.66666666666667, 35.333333333333336, 36.0, 36.0, 32.92]","[30.666666666666664, 27.333333333333332, 31.333333333333336, 32.0, 33.906666666666666]","[31.333333333333336, 29.333333333333332, 30.666666666666664, 36.0, 33.25333333333334]","[24.666666666666668, 26.666666666666668, 28.000000000000004, 29.333333333333332, 32.4]","[32.0, 24.666666666666668, 28.666666666666668, 26.0, 32.6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,21.332024812698364,17.747976541519165,17.282817840576172,17.406960248947144,18.02138090133667,0,0,0,0,0,0,0,0,0,0,0.044011831283569336,,,0
1,39.800000000000004,44.800000000000004,43.14666666666667,44.346666666666664,40.72,"[34.66666666666667, 26.0, 36.666666666666664, 38.666666666666664, 39.800000000000004]","[40.666666666666664, 39.33333333333333, 46.0, 41.333333333333336, 44.800000000000004]","[39.33333333333333, 38.0, 42.0, 34.66666666666667, 43.14666666666667]","[46.0, 40.666666666666664, 44.666666666666664, 50.0, 44.346666666666664]","[34.66666666666667, 42.0, 38.666666666666664, 39.33333333333333, 40.72]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417,0.0,17.41438889503479,16.766611099243164,17.109328985214233,16.678842782974243,16.674134731292725,0,0,0,0,0,0,0,0,0,0,0.042968034744262695,,,0
2,48.89333333333333,46.266666666666666,42.68,48.46666666666667,42.57333333333334,"[36.0, 52.666666666666664, 52.666666666666664, 46.0, 48.89333333333333]","[46.0, 46.666666666666664, 47.333333333333336, 49.333333333333336, 46.266666666666666]","[46.666666666666664, 45.33333333333333, 46.0, 45.33333333333333, 42.68]","[46.666666666666664, 41.333333333333336, 47.333333333333336, 52.0, 48.46666666666667]","[40.0, 38.666666666666664, 40.0, 40.666666666666664, 42.57333333333334]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811,0.0,16.952748775482178,17.050079584121704,16.71726107597351,16.740264415740967,17.342509508132935,0,0,0,0,0,0,0,0,0,0,0.04465436935424805,,,0
3,51.77333333333334,49.32,50.65333333333333,49.18666666666667,52.05333333333333,"[49.333333333333336, 52.666666666666664, 49.333333333333336, 49.333333333333336, 51.77333333333334]","[45.33333333333333, 53.333333333333336, 48.0, 50.0, 49.32]","[36.0, 46.666666666666664, 47.333333333333336, 40.0, 50.65333333333333]","[39.33333333333333, 46.666666666666664, 38.0, 46.0, 49.18666666666667]","[50.66666666666667, 48.0, 46.666666666666664, 49.333333333333336, 52.05333333333333]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5328,0.0,17.057273626327515,17.281513690948486,16.913148880004883,16.79921245574951,17.048725843429565,0,0,0,0,0,0,0,0,0,0,0.0461883544921875,,,0
4,54.413333333333334,53.626666666666665,52.52,51.06666666666667,53.58666666666667,"[49.333333333333336, 60.0, 56.666666666666664, 60.66666666666667, 54.413333333333334]","[51.33333333333333, 51.33333333333333, 53.333333333333336, 50.66666666666667, 53.626666666666665]","[45.33333333333333, 52.0, 51.33333333333333, 53.333333333333336, 52.52]","[55.333333333333336, 47.333333333333336, 50.0, 50.66666666666667, 51.06666666666667]","[47.333333333333336, 48.66666666666667, 47.333333333333336, 49.333333333333336, 53.58666666666667]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5565,0.0,17.03199815750122,17.06694483757019,17.198782444000244,17.245476007461548,16.764636993408203,0,0,0,0,0,0,0,0,0,0,0.045105695724487305,,,0
5,53.74666666666666,55.67999999999999,56.38666666666666,54.986666666666665,52.89333333333334,"[52.666666666666664, 57.333333333333336, 59.333333333333336, 56.00000000000001, 53.74666666666666]","[54.666666666666664, 55.333333333333336, 53.333333333333336, 54.0, 55.67999999999999]","[51.33333333333333, 64.66666666666666, 60.66666666666667, 52.0, 56.38666666666666]","[57.99999999999999, 60.0, 55.333333333333336, 56.00000000000001, 54.986666666666665]","[50.66666666666667, 48.66666666666667, 51.33333333333333, 52.0, 52.89333333333334]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737,0.0,17.140167713165283,16.920058488845825,16.898358821868896,17.275184392929077,16.83243203163147,0,0,0,0,0,0,0,0,0,0,0.043827056884765625,,,0
6,54.46666666666666,53.86666666666666,57.50666666666666,58.226666666666674,58.69333333333333,"[54.666666666666664, 46.0, 52.0, 56.00000000000001, 54.46666666666666]","[50.66666666666667, 55.333333333333336, 56.00000000000001, 52.0, 53.86666666666666]","[52.666666666666664, 54.0, 57.333333333333336, 58.666666666666664, 57.50666666666666]","[61.33333333333333, 58.666666666666664, 60.66666666666667, 61.33333333333333, 58.226666666666674]","[51.33333333333333, 64.0, 64.0, 64.0, 58.69333333333333]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5889,0.0,16.8517644405365,17.114339113235474,16.955726385116577,16.92099380493164,17.112572193145752,0,0,0,0,0,0,0,0,0,0,0.04799461364746094,,,0
7,51.906666666666666,59.45333333333333,55.18666666666666,58.053333333333335,58.333333333333336,"[57.99999999999999, 46.666666666666664, 59.333333333333336, 58.666666666666664, 51.906666666666666]","[54.666666666666664, 55.333333333333336, 57.99999999999999, 62.0, 59.45333333333333]","[46.666666666666664, 46.0, 54.0, 49.333333333333336, 55.18666666666666]","[41.333333333333336, 59.333333333333336, 57.333333333333336, 60.0, 58.053333333333335]","[53.333333333333336, 55.333333333333336, 52.0, 50.66666666666667, 58.333333333333336]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899,0.0,17.255223274230957,16.871666193008423,16.669922828674316,16.772298336029053,16.78509497642517,0,0,0,0,0,0,0,0,0,0,0.04933571815490723,,,0
8,58.86666666666667,60.29333333333333,60.026666666666664,60.546666666666674,56.48,"[57.99999999999999, 48.0, 54.666666666666664, 60.0, 58.86666666666667]","[54.0, 52.0, 61.33333333333333, 60.0, 60.29333333333333]","[54.0, 60.0, 63.33333333333333, 65.33333333333333, 60.026666666666664]","[52.0, 52.0, 51.33333333333333, 60.66666666666667, 60.546666666666674]","[46.666666666666664, 56.666666666666664, 58.666666666666664, 59.333333333333336, 56.48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6126,0.0,16.843470335006714,17.22521185874939,16.68500065803528,16.817787647247314,16.752729415893555,0,0,0,0,0,0,0,0,0,0,0.04458498954772949,,,0
9,58.24,54.22666666666667,60.73333333333333,61.266666666666666,50.0,"[62.0, 50.0, 62.66666666666667, 69.33333333333334, 58.24]","[56.666666666666664, 64.0, 57.333333333333336, 70.0, 54.22666666666667]","[54.666666666666664, 50.0, 57.333333333333336, 56.666666666666664, 60.73333333333333]","[48.0, 62.66666666666667, 64.66666666666666, 64.0, 61.266666666666666]","[60.66666666666667, 54.0, 61.33333333333333, 60.66666666666667, 50.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186,0.0,16.87532925605774,16.86058235168457,16.832058906555176,16.596253395080566,16.367302417755127,0,0,0,0,0,0,0,0,0,0,0.04616999626159668,,,0
