,client_accuracy_3,client_accuracy_0,client_accuracy_4,client_accuracy_1,client_accuracy_2,client_accuracy_per_epoch3,client_accuracy_per_epoch0,client_accuracy_per_epoch4,client_accuracy_per_epoch1,client_accuracy_per_epoch2,client_attack_3,client_attack_0,client_attack_4,client_attack_1,client_attack_2,client_auc_3,client_auc_0,client_auc_4,client_auc_1,client_auc_2,server_attack,server_accuracy,server_auc,client_round_duration_3,client_round_duration_0,client_round_duration_4,client_round_duration_1,client_round_duration_2,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,12.083427794150985,9.850374064837904,9.600997506234414,5.282248923146679,3.9333484470641578,"[3.389830508474576, 8.47457627118644, 7.909604519774012, 0.0, 12.083427794150985]","[2.824858757062147, 3.389830508474576, 6.214689265536723, 1.694915254237288, 9.850374064837904]","[6.779661016949152, 3.954802259887006, 3.954802259887006, 5.649717514124294, 9.600997506234414]","[2.824858757062147, 2.824858757062147, 9.03954802259887, 1.1299435028248588, 5.282248923146679]","[5.084745762711865, 5.084745762711865, 6.214689265536723, 19.774011299435028, 3.9333484470641578]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049222137209895434,0.0,15.176178693771362,15.094878435134888,14.790177822113037,14.784403324127197,14.676367044448853,0,0,0,0,0,0,0,0,0,0,0.5043494701385498,,,0
1,54.046701428247566,46.16866923600091,56.38177284062571,56.97120834277941,49.81863523010655,"[9.03954802259887, 26.55367231638418, 37.28813559322034, 48.58757062146893, 54.046701428247566]","[11.299435028248588, 31.07344632768362, 33.89830508474576, 36.72316384180791, 46.16866923600091]","[21.468926553672315, 45.19774011299435, 40.11299435028249, 53.10734463276836, 56.38177284062571]","[18.07909604519774, 26.55367231638418, 28.8135593220339, 45.76271186440678, 56.97120834277941]","[19.774011299435028, 31.07344632768362, 34.463276836158194, 46.32768361581921, 49.81863523010655]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060188727365468,0.0,15.566441774368286,14.611344337463379,15.744999885559082,14.71055269241333,14.753379106521606,0,0,0,0,0,0,0,0,0,0,0.41944050788879395,,,0
2,78.10020403536613,77.71480389934256,82.87236454318749,78.08886873724778,79.94785762865564,"[27.11864406779661, 47.45762711864407, 66.10169491525424, 62.14689265536724, 78.10020403536613]","[25.98870056497175, 49.152542372881356, 54.23728813559322, 67.79661016949152, 77.71480389934256]","[29.37853107344633, 50.847457627118644, 68.36158192090396, 72.31638418079096, 82.87236454318749]","[35.02824858757062, 53.10734463276836, 53.672316384180796, 74.57627118644068, 78.08886873724778]","[32.7683615819209, 55.932203389830505, 58.19209039548022, 71.1864406779661, 79.94785762865564]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7278755419535833,0.0,15.091719388961792,14.973435401916504,15.31053638458252,15.062416076660156,15.161472082138062,0,0,0,0,0,0,0,0,0,0,0.39963531494140625,,,0
3,93.09680344593063,93.50487417819089,92.40535026071186,91.6912264792564,91.09045567898436,"[37.85310734463277, 87.00564971751412, 81.35593220338984, 88.70056497175142, 93.09680344593063]","[50.282485875706215, 73.44632768361582, 83.61581920903954, 87.00564971751412, 93.50487417819089]","[51.9774011299435, 71.1864406779661, 90.3954802259887, 92.65536723163842, 92.40535026071186]","[49.717514124293785, 73.44632768361582, 81.92090395480226, 85.87570621468926, 91.6912264792564]","[35.59322033898305, 81.92090395480226, 90.96045197740112, 94.35028248587571, 91.09045567898436]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8434072940576384,0.0,15.058143615722656,15.197132110595703,14.951634168624878,15.27108645439148,15.189480304718018,0,0,0,0,0,0,0,0,0,0,0.406221866607666,,,0
4,96.35003400589436,96.52006347766945,95.96463386987078,95.12582180911357,94.54772160507822,"[77.40112994350282, 95.48022598870057, 97.74011299435028, 97.74011299435028, 96.35003400589436]","[63.2768361581921, 92.65536723163842, 94.91525423728814, 95.48022598870057, 96.52006347766945]","[74.57627118644068, 87.00564971751412, 92.65536723163842, 96.045197740113, 95.96463386987078]","[59.32203389830508, 89.26553672316385, 92.65536723163842, 91.52542372881356, 95.12582180911357]","[75.70621468926554, 93.78531073446328, 94.91525423728814, 96.61016949152543, 94.54772160507822]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770721754654425,0.0,15.339684009552002,15.06458830833435,15.51668906211853,15.170109272003174,15.242668151855469,0,0,0,0,0,0,0,0,0,0,0.396498441696167,,,0
5,97.23418725912492,97.50623441396509,97.10949897982317,96.75810473815461,96.46338698707775,"[89.83050847457628, 96.045197740113, 98.30508474576271, 99.43502824858757, 97.23418725912492]","[88.13559322033898, 94.91525423728814, 93.78531073446328, 96.61016949152543, 97.50623441396509]","[80.22598870056498, 93.22033898305084, 97.17514124293785, 98.87005649717514, 97.10949897982317]","[79.66101694915254, 91.52542372881356, 96.61016949152543, 97.74011299435028, 96.75810473815461]","[86.4406779661017, 97.74011299435028, 98.30508474576271, 97.74011299435028, 96.46338698707775]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974751338944147,0.0,15.257145166397095,15.057210445404053,15.13489294052124,15.269529104232788,14.781667470932007,0,0,0,0,0,0,0,0,0,0,0.30532026290893555,,,0
6,97.89163454998867,97.99365223305372,97.26819315347993,97.26819315347993,97.03015189299478,"[86.4406779661017, 97.74011299435028, 98.30508474576271, 99.43502824858757, 97.89163454998867]","[85.87570621468926, 95.48022598870057, 97.17514124293785, 97.17514124293785, 97.99365223305372]","[83.05084745762711, 96.61016949152543, 96.61016949152543, 97.74011299435028, 97.26819315347993]","[89.83050847457628, 96.61016949152543, 96.61016949152543, 96.61016949152543, 97.26819315347993]","[92.09039548022598, 98.30508474576271, 97.74011299435028, 98.30508474576271, 97.03015189299478]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071665391481765,0.0,15.152964115142822,15.136189937591553,14.871172666549683,15.16236925125122,15.196052312850952,0,0,0,0,0,0,0,0,0,0,0.4067249298095703,,,0
7,98.53774654273407,98.50374064837905,98.02765812740874,98.28836998413058,97.68759918385854,"[93.22033898305084, 100.0, 100.0, 100.0, 98.53774654273407]","[93.78531073446328, 96.61016949152543, 98.87005649717514, 98.87005649717514, 98.50374064837905]","[94.91525423728814, 98.87005649717514, 98.87005649717514, 98.87005649717514, 98.02765812740874]","[96.61016949152543, 98.30508474576271, 98.30508474576271, 98.87005649717514, 98.28836998413058]","[93.22033898305084, 97.17514124293785, 98.30508474576271, 98.30508474576271, 97.68759918385854]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081866870696251,0.0,14.98470425605774,15.16987681388855,15.043056726455688,14.980372667312622,15.292668104171753,0,0,0,0,0,0,0,0,0,0,0.4098470211029053,,,0
8,98.7984583994559,98.6284289276808,98.17501700294717,98.1523464067105,98.06166402176378,"[96.61016949152543, 100.0, 100.0, 100.0, 98.7984583994559]","[88.70056497175142, 98.30508474576271, 98.30508474576271, 98.87005649717514, 98.6284289276808]","[96.61016949152543, 98.87005649717514, 99.43502824858757, 99.43502824858757, 98.17501700294717]","[96.045197740113, 97.17514124293785, 98.30508474576271, 98.87005649717514, 98.1523464067105]","[96.045197740113, 98.87005649717514, 98.87005649717514, 98.87005649717514, 98.06166402176378]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9109920938536088,0.0,14.954544067382812,15.273900032043457,15.262396812438965,15.043867111206055,15.024456262588501,0,0,0,0,0,0,0,0,0,0,0.40257811546325684,,,0
9,98.77578780321923,98.97982316934936,98.60575833144412,98.95715257311267,98.24302879165721,"[93.22033898305084, 98.87005649717514, 99.43502824858757, 99.43502824858757, 98.77578780321923]","[95.48022598870057, 97.74011299435028, 98.87005649717514, 98.30508474576271, 98.97982316934936]","[92.65536723163842, 99.43502824858757, 100.0, 100.0, 98.60575833144412]","[94.35028248587571, 97.17514124293785, 97.74011299435028, 97.74011299435028, 98.95715257311267]","[95.48022598870057, 98.87005649717514, 98.87005649717514, 98.87005649717514, 98.24302879165721]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9117572047946952,0.0,15.390762567520142,15.086826801300049,14.957229375839233,14.729679584503174,15.10032057762146,0,0,0,0,0,0,0,0,0,0,0.4081709384918213,,,0
