,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc
0,34.413333333333334,39.25333333333334,37.77333333333333,41.626666666666665,46.986666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3729,0.0
1,64.33333333333333,51.28,60.45333333333333,45.24,51.17333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5637,0.0
2,64.89333333333333,60.919999999999995,63.0,66.54666666666667,62.693333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7016,0.0
3,64.75999999999999,67.97333333333333,67.38666666666666,65.13333333333333,67.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7131,0.0
4,68.06666666666666,66.50666666666667,68.08,64.60000000000001,66.86666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7271,0.0
5,69.58666666666666,65.18666666666667,70.8,69.26666666666667,67.85333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273,0.0
6,69.22666666666667,65.62666666666667,70.29333333333334,65.78666666666668,69.25333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7365,0.0
7,69.39999999999999,68.37333333333333,68.21333333333334,66.54666666666667,69.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7289,0.0
8,69.48,67.96,71.29333333333334,68.57333333333332,69.22666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283,0.0
9,70.6,67.41333333333334,69.82666666666667,67.67999999999999,68.47999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724,0.0
10,69.65333333333334,70.69333333333333,70.49333333333333,70.49333333333333,69.38666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.0
11,69.34666666666666,67.70666666666668,70.04,70.54666666666667,70.42666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0
12,69.12,68.65333333333334,69.28,69.30666666666667,69.69333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7279,0.0
13,69.18666666666667,71.14666666666668,69.34666666666666,68.44,69.18666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7279,0.0
14,70.50666666666666,69.24,71.2,63.50666666666667,66.65333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7186,0.0
15,70.19999999999999,69.02666666666667,70.50666666666666,70.01333333333334,70.38666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7269,0.0
16,70.06666666666666,69.86666666666666,69.93333333333334,67.62666666666667,69.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226,0.0
17,70.19999999999999,70.19999999999999,70.86666666666666,69.69333333333333,70.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254,0.0
18,70.70666666666666,70.45333333333333,69.10666666666667,69.12,70.93333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726,0.0
19,69.81333333333333,70.49333333333333,68.52000000000001,69.13333333333334,70.74666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7209,0.0
20,70.86666666666666,70.88,69.76,68.32000000000001,70.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0
21,71.36,68.05333333333333,70.30666666666666,69.54666666666667,69.85333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7303,0.0
22,69.98666666666666,71.16,68.85333333333334,70.21333333333334,70.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305,0.0
23,71.18666666666667,70.28,70.94666666666667,69.70666666666666,70.94666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292,0.0
