,client_accuracy_6,client_accuracy_3,client_accuracy_5,client_accuracy_1,client_accuracy_2,client_accuracy_0,client_accuracy_4,client_accuracy_8,client_accuracy_7,client_accuracy_9,client_attack_6,client_attack_3,client_attack_5,client_attack_1,client_attack_2,client_attack_0,client_attack_4,client_attack_8,client_attack_7,client_attack_9,server_attack,server_accuracy
0,18.46846846846847,18.46846846846847,13.513513513513514,17.56756756756757,11.711711711711711,19.36936936936937,17.56756756756757,13.513513513513514,14.414414414414415,19.36936936936937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1627328609638215
1,23.873873873873876,28.37837837837838,22.972972972972975,22.52252252252252,22.52252252252252,28.37837837837838,26.576576576576578,21.62162162162162,23.423423423423422,28.82882882882883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26377926892215287
2,36.486486486486484,40.54054054054054,29.72972972972973,35.13513513513514,35.585585585585584,35.585585585585584,33.78378378378378,33.78378378378378,40.54054054054054,42.792792792792795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3812209656984656
3,38.288288288288285,43.24324324324324,36.03603603603604,42.34234234234234,40.54054054054054,41.891891891891895,40.54054054054054,38.288288288288285,45.4954954954955,41.891891891891895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4269438318239407
4,41.891891891891895,36.93693693693694,33.33333333333333,38.288288288288285,41.44144144144144,43.69369369369369,39.189189189189186,36.486486486486484,40.54054054054054,45.04504504504504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43420768617146077
5,44.5945945945946,51.80180180180181,43.69369369369369,42.34234234234234,47.2972972972973,40.54054054054054,43.24324324324324,46.3963963963964,45.94594594594595,46.846846846846844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5034395382666229
6,46.846846846846844,52.702702702702695,43.24324324324324,44.14414414414414,48.64864864864865,48.64864864864865,50.9009009009009,47.74774774774775,48.1981981981982,51.35135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5251278682370607
7,50.45045045045045,51.35135135135135,45.94594594594595,48.1981981981982,48.64864864864865,45.94594594594595,45.94594594594595,51.35135135135135,50.0,55.85585585585585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5284407113697152
8,50.9009009009009,57.65765765765766,49.549549549549546,52.702702702702695,47.2972972972973,54.054054054054056,54.054054054054056,53.153153153153156,51.35135135135135,55.4054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547182206372296
9,52.702702702702695,50.9009009009009,50.0,52.25225225225225,53.153153153153156,47.2972972972973,48.64864864864865,51.80180180180181,51.35135135135135,58.108108108108105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5503824316080898
