index,Unnamed: 0,client_accuracy_0,client_attack_0,server_attack,client_auc_0,server_auc
0,0.006506616175819532,37.683780292722666,0.0,0.0,0.0,0.0
1,1.0065066161758196,49.046905218914816,0.0,0.0,0.0,0.0
2,2.0065066161758196,52.18246437923174,0.0,0.0,0.0,0.0
3,3.0065066161758196,56.37931158528741,0.0,0.0,0.0,0.0
4,4.00650661617582,58.38580545577935,0.0,0.0,0.0,0.0
5,5.00650661617582,58.48434898765222,0.0,0.0,0.0,0.0
6,6.00650661617582,61.82077495437592,0.0,0.0,0.0,0.0
7,7.00650661617582,64.92166031900251,0.0,0.0,0.0,0.0
8,8.00650661617582,56.45428534465993,0.0,0.0,0.0,0.0
9,9.00650661617582,63.83362010191211,0.0,0.0,0.0,0.0
10,10.00650661617582,60.522716078392,0.0,0.0,0.0,0.0
11,11.00650661617582,64.92880414134774,0.0,0.0,0.0,0.0
12,12.00650661617582,66.16914688100624,0.0,0.0,0.0,0.0
13,13.00650661617582,61.47038428075606,0.0,0.0,0.0,0.0
14,14.00650661617582,58.88350237236698,0.0,0.0,0.0,0.0
15,15.00650661617582,60.59662668713738,0.0,0.0,0.0,0.0
16,16.00650661617582,64.41916606068237,0.0,0.0,0.0,0.0
17,17.00650661617582,66.41123660412356,0.0,0.0,0.0,0.0
18,18.00650661617582,59.811500237683425,0.0,0.0,0.0,0.0
19,19.00650661617582,65.23745813214299,0.0,0.0,0.0,0.0
20,20.00650661617582,65.07869481412507,0.0,0.0,0.0,0.0
21,21.00650661617582,62.74630440868499,0.0,0.0,0.0,0.0
22,22.00650661617582,67.49219760258879,0.0,0.0,0.0,0.0
23,23.00650661617582,69.40040518171914,0.0,0.0,0.0,0.0
24,24.00650661617582,64.47300030873114,0.0,0.0,0.0,0.0
25,25.00650661617582,67.64642472825014,0.0,0.0,0.0,0.0
26,26.00650661617582,68.37025394951195,0.0,0.0,0.0,0.0
27,27.00650661617582,63.01208296868666,0.0,0.0,0.0,0.0
28,28.00650661617582,64.58900879159816,0.0,0.0,0.0,0.0
29,29.00650661617582,66.45989907908229,0.0,0.0,0.0,0.0
30,30.00650661617582,66.55344594622736,0.0,0.0,0.0,0.0
31,31.00650661617582,69.16596465863194,0.0,0.0,0.0,0.0
32,32.00650661617582,65.83860676075727,0.0,0.0,0.0,0.0
33,33.00650661617582,66.58221595094345,0.0,0.0,0.0,0.0
34,34.00650661617582,60.35757328872787,0.0,0.0,0.0,0.0
35,35.00650661617582,66.82808835738163,0.0,0.0,0.0,0.0
36,36.00650661617582,66.8624931269492,0.0,0.0,0.0,0.0
37,37.00650661617582,66.48915607587173,0.0,0.0,0.0,0.0
38,38.00650661617582,64.53431803175785,0.0,0.0,0.0,0.0
39,39.00650661617582,67.29737704454936,0.0,0.0,0.0,0.0
40,40.00650661617582,62.047375366295334,0.0,0.0,0.0,0.0
41,41.00650661617582,66.85047669146829,0.0,0.0,0.0,0.0
42,42.00650661617582,63.2263118197933,0.0,0.0,0.0,0.0
43,43.00650661617582,65.784900168754,0.0,0.0,0.0,0.0
44,44.00650661617582,65.56812508153246,0.0,0.0,0.0,0.0
45,45.00650661617582,67.70601907033569,0.0,0.0,0.0,0.0
46,46.00650661617582,67.43876468596461,0.0,0.0,0.0,0.0
