,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_data_parameters_memory_usage_2,client_data_parameters_memory_usage_0,client_data_parameters_memory_usage_1,client_data_parameters_memory_usage_4,client_data_parameters_memory_usage_3,client_model_parameters_memory_usage_2,client_model_parameters_memory_usage_0,client_model_parameters_memory_usage_1,client_model_parameters_memory_usage_4,client_model_parameters_memory_usage_3,client_training_memory_usage_2,client_training_memory_usage_0,client_training_memory_usage_1,client_training_memory_usage_4,client_training_memory_usage_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,30.173333333333336,30.386666666666667,29.959999999999997,30.85333333333333,29.453333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3374,0.0,15.104308843612671,15.501233100891113,14.82391095161438,15.155452966690063,15.186395168304443,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.5095629692077637,35.4444580078125,177.2027587890625,0
1,27.89333333333333,29.413333333333334,29.226666666666667,26.106666666666666,25.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3197,0.0,15.382686614990234,14.829519510269165,15.279892444610596,14.973507404327393,15.140836477279663,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.4122159481048584,35.4444580078125,177.2027587890625,0
2,38.77333333333333,34.81333333333333,36.666666666666664,38.879999999999995,40.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3589,0.0,15.1445791721344,15.036422729492188,15.506364583969116,15.148409605026245,15.153046607971191,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.5093631744384766,35.4444580078125,177.2027587890625,0
3,41.10666666666667,39.32,41.36,40.45333333333333,41.013333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264,0.0,14.824991703033447,15.838584184646606,15.053339958190918,16.115536212921143,14.939521789550781,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.42022705078125,35.4444580078125,177.2027587890625,0
4,38.21333333333333,43.74666666666667,44.48,40.266666666666666,42.82666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4443,0.0,16.005918979644775,15.545185089111328,15.077054977416992,15.106085538864136,15.2095365524292,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.40409207344055176,35.4444580078125,177.2027587890625,0
5,45.626666666666665,45.22666666666667,44.86666666666667,42.88,41.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4933,0.0,14.99544882774353,15.218891143798828,16.200945615768433,15.217600584030151,15.674361944198608,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.5097870826721191,35.4444580078125,177.2027587890625,0
6,47.986666666666665,39.94666666666667,44.21333333333333,43.82666666666667,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056,0.0,15.28459119796753,15.342305421829224,16.489299535751343,15.07389783859253,14.994934558868408,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.38901734352111816,35.4444580078125,177.2027587890625,0
7,50.68,50.72,52.26666666666666,52.46666666666666,53.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5673,0.0,15.545609951019287,15.030512571334839,15.693142414093018,15.54584550857544,15.127230882644653,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.40563535690307617,35.4444580078125,177.2027587890625,0
8,59.06666666666667,58.93333333333334,52.32,59.986666666666665,53.18666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6238,0.0,15.960414409637451,15.08558964729309,16.153510570526123,15.131064653396606,15.133436918258667,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.40523362159729004,35.4444580078125,177.2027587890625,0
9,61.08,57.440000000000005,59.29333333333333,56.38666666666666,58.813333333333325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642,0.0,14.90433931350708,15.245256185531616,15.65717887878418,15.109917640686035,15.349732637405396,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4405517578125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.4024341106414795,35.4444580078125,177.2027587890625,0
