,client_accuracy_3,client_accuracy_0,client_accuracy_4,client_accuracy_1,client_accuracy_2,client_attack_3,client_attack_0,client_attack_4,client_attack_1,client_attack_2,server_attack,server_accuracy
0,9.6045197740113,5.084745762711865,7.344632768361582,7.344632768361582,6.779661016949152,0.0,0.0,0.0,0.0,0.0,0.0,0.08467227748023463
1,6.214689265536723,6.214689265536723,6.779661016949152,2.2598870056497176,2.824858757062147,0.0,0.0,0.0,0.0,0.0,0.0,0.051262433052792655
2,9.6045197740113,10.16949152542373,9.03954802259887,7.909604519774012,7.909604519774012,0.0,0.0,0.0,0.0,0.0,0.0,0.09461871971435858
3,23.163841807909606,23.728813559322035,24.858757062146893,17.51412429378531,12.429378531073446,0.0,0.0,0.0,0.0,0.0,0.0,0.23514409589390461
4,40.67796610169492,39.548022598870055,41.24293785310734,33.89830508474576,38.983050847457626,0.0,0.0,0.0,0.0,0.0,0.0,0.4636572302983933
5,52.54237288135594,54.80225988700565,59.887005649717516,55.932203389830505,50.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.616934455496047
6,65.5367231638418,61.016949152542374,72.88135593220339,64.40677966101694,63.2768361581921,0.0,0.0,0.0,0.0,0.0,0.0,0.7324662076001021
7,74.57627118644068,75.14124293785311,75.14124293785311,70.62146892655367,62.71186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.7745473093598572
8,79.09604519774011,74.57627118644068,78.53107344632768,70.62146892655367,77.40112994350282,0.0,0.0,0.0,0.0,0.0,0.0,0.8273399642948227
9,77.96610169491525,77.40112994350282,81.35593220338984,78.53107344632768,76.27118644067797,0.0,0.0,0.0,0.0,0.0,0.0,0.8597296608008161
10,83.05084745762711,81.92090395480226,84.7457627118644,80.7909604519774,87.00564971751412,0.0,0.0,0.0,0.0,0.0,0.0,0.8844682478959449
11,83.05084745762711,81.92090395480226,84.18079096045197,84.7457627118644,79.09604519774011,0.0,0.0,0.0,0.0,0.0,0.0,0.8923743942871717
12,84.7457627118644,87.00564971751412,86.4406779661017,87.00564971751412,84.7457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.9227237949502678
13,89.26553672316385,90.3954802259887,90.3954802259887,88.13559322033898,86.4406779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.9285896454985973
14,87.00564971751412,87.00564971751412,89.83050847457628,87.00564971751412,85.87570621468926,0.0,0.0,0.0,0.0,0.0,0.0,0.9308849783218567
