,client_accuracy_0,client_attack_0,server_attack,client_auc_0,server_auc
0,45.49928322787527,0.0,0.0,0.0,0.0
1,47.04874567744167,0.0,0.0,0.0,0.0
2,55.278389999674,0.0,0.0,0.0,0.0
3,61.400180596164546,0.0,0.0,0.0,0.0
4,62.28132379476766,0.0,0.0,0.0,0.0
5,58.263558765388495,0.0,0.0,0.0,0.0
6,66.48142624605615,0.0,0.0,0.0,0.0
7,70.42808320402568,0.0,0.0,0.0,0.0
8,63.09148363830943,0.0,0.0,0.0,0.0
9,68.532506282451,0.0,0.0,0.0,0.0
10,71.36000086276692,0.0,0.0,0.0,0.0
11,69.74839349957527,0.0,0.0,0.0,0.0
12,70.80090884485111,0.0,0.0,0.0,0.0
13,71.30307598175158,0.0,0.0,0.0,0.0
14,70.23538463906733,0.0,0.0,0.0,0.0
15,67.18521695353009,0.0,0.0,0.0,0.0
16,73.69341361006154,0.0,0.0,0.0,0.0
17,61.51817652514463,0.0,0.0,0.0,0.0
18,72.78405406179101,0.0,0.0,0.0,0.0
19,70.35171176348165,0.0,0.0,0.0,0.0
20,72.66745526417863,0.0,0.0,0.0,0.0
21,71.8202106100923,0.0,0.0,0.0,0.0
22,68.71115933204837,0.0,0.0,0.0,0.0
23,73.40738455737115,0.0,0.0,0.0,0.0
24,69.30314653696763,0.0,0.0,0.0,0.0
25,72.39187429819656,0.0,0.0,0.0,0.0
26,73.59214087720689,0.0,0.0,0.0,0.0
27,73.42496374883427,0.0,0.0,0.0,0.0
28,70.11672684733708,0.0,0.0,0.0,0.0
29,74.49430789938405,0.0,0.0,0.0,0.0
30,71.03106553318155,0.0,0.0,0.0,0.0
31,72.24181430570783,0.0,0.0,0.0,0.0
32,74.46801661349552,0.0,0.0,0.0,0.0
33,72.64281748522609,0.0,0.0,0.0,0.0
34,72.34611991974,0.0,0.0,0.0,0.0
35,74.03751996859214,0.0,0.0,0.0,0.0
36,76.48561256625193,0.0,0.0,0.0,0.0
37,73.19874277839375,0.0,0.0,0.0,0.0
38,72.6359690851212,0.0,0.0,0.0,0.0
39,74.56454001677915,0.0,0.0,0.0,0.0
40,72.33090130984952,0.0,0.0,0.0,0.0
41,73.28297974989073,0.0,0.0,0.0,0.0
42,73.16862277001522,0.0,0.0,0.0,0.0
43,73.32828097882901,0.0,0.0,0.0,0.0
44,73.09599673674136,0.0,0.0,0.0,0.0
45,73.24488554541787,0.0,0.0,0.0,0.0
46,72.61884356849232,0.0,0.0,0.0,0.0
47,73.43898967359839,0.0,0.0,0.0,0.0
48,73.32360186129713,0.0,0.0,0.0,0.0
49,74.52982793495431,0.0,0.0,0.0,0.0
50,72.69258385153877,0.0,0.0,0.0,0.0
51,71.50417151643738,0.0,0.0,0.0,0.0
52,72.54784162419631,0.0,0.0,0.0,0.0
53,74.3131274011276,0.0,0.0,0.0,0.0
54,71.23568067320903,0.0,0.0,0.0,0.0
55,73.77060857063131,0.0,0.0,0.0,0.0
56,73.74234149760959,0.0,0.0,0.0,0.0
57,72.30803509325611,0.0,0.0,0.0,0.0
58,73.19976983420983,0.0,0.0,0.0,0.0
59,74.9268915388696,0.0,0.0,0.0,0.0
60,74.20312215124757,61.19,62.76,61.19,62.76
61,74.26886329162218,61.19,62.76,61.19,62.76
62,71.75993122198557,61.19,62.76,61.19,62.76
63,74.53714123315862,61.19,62.76,61.19,62.76
64,69.90320054963789,61.19,62.76,61.19,62.76
65,74.72568900851284,61.19,62.76,61.19,62.76
66,69.58275601664579,61.19,62.76,61.19,62.76
67,73.42381017119526,61.19,62.76,61.19,62.76
68,71.18535861002863,61.19,62.76,61.19,62.76
69,72.18439679958166,61.19,62.76,61.19,62.76
70,73.37953535887881,61.19,62.76,61.19,62.76
71,73.44734680159003,61.19,62.76,61.19,62.76
72,74.8634546672746,61.19,62.76,61.19,62.76
73,73.01181967208653,61.19,62.76,61.19,62.76
74,72.62838771839573,61.19,62.76,61.19,62.76
75,75.63212791805728,61.19,62.76,61.19,62.76
76,73.9601794897364,61.19,62.76,61.19,62.76
77,70.86081189013822,61.19,62.76,61.19,62.76
78,75.69870337770995,61.19,62.76,61.19,62.76
79,73.14023272053208,61.19,62.76,61.19,62.76
80,70.26872252847599,61.19,62.76,61.19,62.76
81,73.8962503842259,61.19,62.76,61.19,62.76
82,71.36965042561141,61.19,62.76,61.19,62.76
83,72.3650793847854,61.19,62.76,61.19,62.76
84,74.72109488871214,61.19,62.76,61.19,62.76
85,72.12749679282689,61.19,62.76,61.19,62.76
86,73.7521003974429,61.19,62.76,61.19,62.76
87,73.61085145907089,61.19,62.76,61.19,62.76
88,75.77205316689445,61.19,62.76,61.19,62.76
89,74.00270197796736,61.19,62.76,61.19,62.76
90,71.24641796193218,61.19,62.76,61.19,62.76
91,72.75205824806457,61.19,62.76,61.19,62.76
92,72.9120272519096,61.19,62.76,61.19,62.76
93,71.60894831657114,61.19,62.76,61.19,62.76
94,71.91609666577459,61.19,62.76,61.19,62.76
95,72.60293700237115,61.19,62.76,61.19,62.76
96,72.25142679121292,61.19,62.76,61.19,62.76
97,73.23993667578625,61.19,62.76,61.19,62.76
98,71.8361056047126,61.19,62.76,61.19,62.76
99,72.55294158000828,61.19,62.76,61.19,62.76
