index,Unnamed: 0,client_accuracy_0,client_attack_0,server_attack,client_auc_0,server_auc
0,-0.01746731595692637,8.878156156628583,0.0,0.0,0.0,0.0
1,0.9825326840430736,30.001623288733516,0.0,0.0,0.0,0.0
2,1.9825326840430737,39.587005423168925,0.0,0.0,0.0,0.0
3,2.9825326840430737,44.39307228558348,0.0,0.0,0.0,0.0
4,3.9825326840430737,48.42593355905199,0.0,0.0,0.0,0.0
5,4.982532684043074,51.170533236949346,0.0,0.0,0.0,0.0
6,5.982532684043074,53.81113306238563,0.0,0.0,0.0,0.0
7,6.982532684043074,55.78331167457204,0.0,0.0,0.0,0.0
8,7.982532684043074,56.80993925677032,0.0,0.0,0.0,0.0
9,8.982532684043074,58.37312350467106,0.0,0.0,0.0,0.0
10,9.982532684043074,58.733272775929926,0.0,0.0,0.0,0.0
11,10.982532684043074,59.78593050911582,0.0,0.0,0.0,0.0
12,11.982532684043074,60.737804251324896,0.0,0.0,0.0,0.0
13,12.982532684043074,61.15057302668135,0.0,0.0,0.0,0.0
14,13.982532684043074,61.993280636820735,0.0,0.0,0.0,0.0
15,14.982532684043074,62.22491965165584,0.0,0.0,0.0,0.0
16,15.982532684043074,62.93278706904003,0.0,0.0,0.0,0.0
17,16.982532684043072,63.023410385065425,0.0,0.0,0.0,0.0
18,17.982532684043072,63.28608812306218,0.0,0.0,0.0,0.0
19,18.982532684043072,63.149290941523226,0.0,0.0,0.0,0.0
20,19.982532684043072,63.52281547868379,0.0,0.0,0.0,0.0
21,20.982532684043072,63.82457599024512,0.0,0.0,0.0,0.0
22,21.982532684043072,63.93511943928535,0.0,0.0,0.0,0.0
23,22.982532684043072,64.31130175796186,0.0,0.0,0.0,0.0
24,23.982532684043072,64.59025083312184,0.0,0.0,0.0,0.0
25,24.982532684043072,64.78114708687436,0.0,0.0,0.0,0.0
26,25.982532684043072,64.62203825055413,0.0,0.0,0.0,0.0
27,26.982532684043072,64.90287186941352,0.0,0.0,0.0,0.0
28,27.982532684043072,64.98209557672611,0.0,0.0,0.0,0.0
29,28.982532684043072,65.08879987912617,0.0,0.0,0.0,0.0
30,29.982532684043072,65.2079458626401,0.0,0.0,0.0,0.0
31,30.982532684043072,65.43285707047126,0.0,0.0,0.0,0.0
32,31.982532684043072,65.10542707379791,0.0,0.0,0.0,0.0
33,32.98253268404307,65.55353363163265,0.0,0.0,0.0,0.0
34,33.98253268404307,65.74877308918393,0.0,0.0,0.0,0.0
35,34.98253268404307,65.63043229004568,0.0,0.0,0.0,0.0
36,35.98253268404307,65.99028881028254,0.0,0.0,0.0,0.0
37,36.98253268404307,65.88028337881273,0.0,0.0,0.0,0.0
38,37.98253268404307,65.81921936635662,0.0,0.0,0.0,0.0
39,38.98253268404307,65.99480245944503,0.0,0.0,0.0,0.0
40,39.98253268404307,66.02912260625662,0.0,0.0,0.0,0.0
41,40.98253268404307,65.94408218876374,0.0,0.0,0.0,0.0
42,41.98253268404307,66.20647744039978,0.0,0.0,0.0,0.0
43,42.98253268404307,66.23885925074319,0.0,0.0,0.0,0.0
44,43.98253268404307,66.3033988449287,0.0,0.0,0.0,0.0
45,44.98253268404307,66.50864653205777,0.0,0.0,0.0,0.0
46,45.98253268404307,66.73355100826139,0.0,0.0,0.0,0.0
47,46.98253268404307,66.66366654914728,0.0,0.0,0.0,0.0
48,47.98253268404307,66.70314508140977,0.0,0.0,0.0,0.0
49,48.98253268404307,66.50785195254373,0.0,0.0,0.0,0.0
50,49.98253268404307,66.93573495901371,0.0,0.0,0.0,0.0
51,50.98253268404307,66.77175778556803,0.0,0.0,0.0,0.0
52,51.98253268404307,66.65965145421553,0.0,0.0,0.0,0.0
53,52.98253268404307,66.8721799690623,0.0,0.0,0.0,0.0
54,53.98253268404307,66.85139331807811,0.0,0.0,0.0,0.0
55,54.98253268404307,67.0694349448702,0.0,0.0,0.0,0.0
56,55.98253268404307,67.0556847884727,0.0,0.0,0.0,0.0
57,56.98253268404307,67.13304854962794,0.0,0.0,0.0,0.0
58,57.98253268404307,67.08493673937544,0.0,0.0,0.0,0.0
59,58.98253268404307,67.41849002660724,0.0,0.0,0.0,0.0
60,59.98253268404307,67.04922421529125,50.0,50.0,50.0,50.0
61,60.98253268404307,67.09525520074264,50.0,50.0,50.0,50.0
62,61.98253268404307,67.31884491111155,50.0,50.0,50.0,50.0
63,62.98253268404307,67.19710613097847,50.0,50.0,50.0,50.0
64,63.98253268404307,67.29485848454452,50.0,50.0,50.0,50.0
65,64.98253268404308,67.24383461475462,50.0,50.0,50.0,50.0
66,65.98253268404308,67.18510095229642,50.0,50.0,50.0,50.0
67,66.98253268404308,67.3326539063515,50.0,50.0,50.0,50.0
68,67.98253268404308,67.35181123293846,50.0,50.0,50.0,50.0
69,68.98253268404308,67.54732031191729,50.0,50.0,50.0,50.0
70,69.98253268404308,67.65614246162885,50.0,50.0,50.0,50.0
71,70.98253268404308,67.71444906163748,50.0,50.0,50.0,50.0
72,71.98253268404308,67.64094597446972,50.0,50.0,50.0,50.0
73,72.98253268404308,67.77426183534124,50.0,50.0,50.0,50.0
74,73.98253268404308,67.47988015898987,50.0,50.0,50.0,50.0
75,74.98253268404308,67.68675456406517,50.0,50.0,50.0,50.0
76,75.98253268404308,67.56688680611946,50.0,50.0,50.0,50.0
77,76.98253268404308,67.53618365234497,50.0,50.0,50.0,50.0
78,77.98253268404308,67.84106678139807,50.0,50.0,50.0,50.0
79,78.98253268404308,67.67216962171051,50.0,50.0,50.0,50.0
80,79.98253268404308,68.71310784114183,50.0,50.0,50.0,50.0
81,80.98253268404308,69.6011442829485,50.0,50.0,50.0,50.0
82,81.98253268404308,69.91352101770534,50.0,50.0,50.0,50.0
83,82.98253268404308,71.30568372435387,50.0,50.0,50.0,50.0
