index,Unnamed: 0,client_accuracy_0,client_attack_0,server_attack,client_auc_0,server_auc
84,83.98253268404308,71.54891718540536,50.0,50.0,50.0,50.0
85,84.98253268404308,71.85720368313159,50.0,50.0,50.0,50.0
86,85.98253268404308,73.22271548769298,50.0,50.0,50.0,50.0
87,86.98253268404308,70.8746396276466,50.0,50.0,50.0,50.0
88,87.98253268404308,70.10109248590071,50.0,50.0,50.0,50.0
89,88.98253268404308,70.55271878190297,50.0,50.0,50.0,50.0
90,89.98253268404308,71.16498051782777,50.0,50.0,50.0,50.0
91,90.98253268404308,70.95378303683954,50.0,50.0,50.0,50.0
92,91.98253268404308,71.36327229882714,50.0,50.0,50.0,50.0
93,92.98253268404308,71.1877784432245,50.0,50.0,50.0,50.0
94,93.98253268404308,71.3640530026798,50.0,50.0,50.0,50.0
95,94.98253268404308,71.20461472449678,50.0,50.0,50.0,50.0
96,95.98253268404308,71.305913071251,50.0,50.0,50.0,50.0
97,96.98253268404308,70.57661477323316,50.0,50.0,50.0,50.0
98,97.98253268404308,70.44037985029983,50.0,50.0,50.0,50.0
99,98.98253268404308,70.68927443567655,50.0,50.0,50.0,50.0
