,client_accuracy_1,client_accuracy_6,client_accuracy_4,client_accuracy_9,client_accuracy_3,client_accuracy_8,client_accuracy_5,client_accuracy_7,client_accuracy_2,client_accuracy_0,client_attack_1,client_attack_6,client_attack_4,client_attack_9,client_attack_3,client_attack_8,client_attack_5,client_attack_7,client_attack_2,client_attack_0,client_auc_1,client_auc_6,client_auc_4,client_auc_9,client_auc_3,client_auc_8,client_auc_5,client_auc_7,client_auc_2,client_auc_0,server_attack,server_accuracy,server_auc
0,2.6961281167646463,2.3515102371781875,2.574498276910602,3.506993715791608,6.1017636326778835,10.480437867423474,9.669572268396513,11.554834786134197,12.933306304480032,14.676667342388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927983080280824,0.0
1,9.75065882829921,14.352321102777216,19.582404216501114,20.940604094871276,16.2375836205149,12.892763024528684,15.42671802148794,12.244070545307114,21.994729373606326,19.379687816744376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696769441797923,0.0
2,18.386377457936348,25.765254409081695,29.515507804581393,28.177579566186907,19.440502736671398,22.25826069329009,22.602878572876545,27.73160348672208,28.968173525238193,24.102979931076423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25955281668727576,0.0
3,28.826272045408473,31.725116561929863,33.4887492398135,30.427731603486723,33.24548956010541,29.88039732414352,31.238597202513684,27.569430366916688,31.48185688222177,32.312994121224406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3202381193705108,0.0
4,32.17109264139469,32.88060004054328,36.22542063652949,34.44151631867018,33.427934319886475,34.74559091830529,35.049665517940404,37.42144739509426,35.860531116967366,32.637340360835196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3560844093977418,0.0
5,38.59720251368336,39.854044192175145,37.989053314413134,37.624163794851,36.590310156091626,38.982363673221165,36.063247516724104,35.98216095682141,38.51611595378066,35.53618487735658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39067388322420654,0.0
6,38.75937563348875,39.752685992296776,39.083721873099535,38.171498074194204,39.712142712345425,41.80012162983985,38.29312791404825,41.191972430569635,40.78653963105615,37.543077234948306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41538451142959465,0.0
7,40.239205351712954,40.42165011149402,40.137847151834585,41.07034259071558,43.11777822825867,42.063652949523615,41.75957834988851,41.59740523008311,42.79343198864788,43.158321508210015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435831424459265,0.0
8,45.10439894587472,43.98945874721265,42.55017230893979,45.06385566592338,43.76647070748024,45.611189945266574,42.50962902898844,41.65822015001013,43.928643827285626,42.732617068720856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4556904718466414,0.0
9,44.070545307115346,47.00993310358808,43.42185282789377,46.84775998378269,45.06385566592338,46.036894384755726,45.5909183052909,43.786742347455906,44.86113926616663,47.1518345834178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4711033629968985,0.0
