,client_accuracy_1,client_accuracy_6,client_accuracy_4,client_accuracy_9,client_accuracy_3,client_accuracy_8,client_accuracy_5,client_accuracy_7,client_accuracy_2,client_accuracy_0,client_accuracy_per_epoch1,client_accuracy_per_epoch6,client_accuracy_per_epoch4,client_accuracy_per_epoch9,client_accuracy_per_epoch3,client_accuracy_per_epoch8,client_accuracy_per_epoch5,client_accuracy_per_epoch7,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_attack_1,client_attack_6,client_attack_4,client_attack_9,client_attack_3,client_attack_8,client_attack_5,client_attack_7,client_attack_2,client_attack_0,client_auc_1,client_auc_6,client_auc_4,client_auc_9,client_auc_3,client_auc_8,client_auc_5,client_auc_7,client_auc_2,client_auc_0,server_attack,server_accuracy,server_auc,client_round_duration_1,client_round_duration_6,client_round_duration_4,client_round_duration_9,client_round_duration_3,client_round_duration_8,client_round_duration_5,client_round_duration_7,client_round_duration_2,client_round_duration_0,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,13.764443543482669,13.581998783701602,15.730792621123049,13.359010743969188,14.291506182850192,16.399756740320292,15.04155686195013,13.196837624163797,15.933509020879788,12.710318264747618,"[4.0, 4.0, 6.0, 6.0, 6.0, 8.0, 6.0, 14.000000000000002, 12.0, 13.764443543482669]","[0.0, 0.0, 0.0, 4.0, 4.0, 2.0, 4.0, 6.0, 2.0, 13.581998783701602]","[4.0, 4.0, 4.0, 4.0, 4.0, 8.0, 4.0, 12.0, 14.000000000000002, 15.730792621123049]","[2.0, 0.0, 0.0, 12.0, 8.0, 10.0, 14.000000000000002, 12.0, 16.0, 13.359010743969188]","[4.0, 4.0, 10.0, 14.000000000000002, 10.0, 20.0, 20.0, 16.0, 20.0, 14.291506182850192]","[6.0, 6.0, 12.0, 16.0, 16.0, 16.0, 16.0, 16.0, 14.000000000000002, 16.399756740320292]","[0.0, 0.0, 2.0, 8.0, 4.0, 8.0, 8.0, 12.0, 10.0, 15.04155686195013]","[4.0, 4.0, 10.0, 8.0, 8.0, 14.000000000000002, 16.0, 10.0, 16.0, 13.196837624163797]","[4.0, 4.0, 6.0, 6.0, 6.0, 10.0, 10.0, 24.0, 18.0, 15.933509020879788]","[10.0, 2.0, 14.000000000000002, 12.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 18.0, 18.0, 12.710318264747618]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075706283405296,0.0,1.5729613304138184,0.4557468891143799,0.46674060821533203,0.4599301815032959,0.451387882232666,0.44614386558532715,0.4577052593231201,0.4784693717956543,0.4445674419403076,0.4606959819793701,0,0,0,0,0,0,0,0,0,0,0.10982894897460938,,,0
1,23.697547131562942,21.933914453679304,25.84634096898439,24.407054530711534,24.52868437056558,24.02189337117373,23.697547131562942,23.717818771538617,25.076018649908775,23.170484492195417,"[12.0, 20.0, 20.0, 18.0, 22.0, 24.0, 18.0, 26.0, 22.0, 23.697547131562942]","[4.0, 8.0, 8.0, 6.0, 4.0, 10.0, 8.0, 14.000000000000002, 6.0, 21.933914453679304]","[14.000000000000002, 10.0, 12.0, 14.000000000000002, 22.0, 20.0, 20.0, 20.0, 20.0, 25.84634096898439]","[10.0, 12.0, 22.0, 24.0, 20.0, 18.0, 32.0, 32.0, 30.0, 24.407054530711534]","[26.0, 22.0, 20.0, 28.000000000000004, 30.0, 32.0, 32.0, 32.0, 30.0, 24.52868437056558]","[18.0, 22.0, 22.0, 26.0, 20.0, 26.0, 26.0, 24.0, 30.0, 24.02189337117373]","[14.000000000000002, 16.0, 14.000000000000002, 14.000000000000002, 14.000000000000002, 18.0, 18.0, 20.0, 22.0, 23.697547131562942]","[20.0, 24.0, 24.0, 22.0, 24.0, 26.0, 22.0, 28.000000000000004, 24.0, 23.717818771538617]","[14.000000000000002, 10.0, 16.0, 20.0, 20.0, 28.000000000000004, 36.0, 40.0, 34.0, 25.076018649908775]","[20.0, 22.0, 26.0, 22.0, 30.0, 30.0, 28.000000000000004, 24.0, 30.0, 23.170484492195417]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32331258910894434,0.0,0.43988466262817383,0.5091869831085205,0.43822789192199707,0.4517507553100586,0.44820523262023926,0.557633638381958,0.46909427642822266,0.4607820510864258,0.45528221130371094,0.4470705986022949,0,0,0,0,0,0,0,0,0,0,0.12506318092346191,,,0
2,29.79931076424083,28.441110885870668,30.610176363267787,31.056152442732614,30.529089803365096,31.299412122440707,31.52240016217312,28.826272045408473,30.488546523413746,31.137239002635315,"[24.0, 22.0, 20.0, 22.0, 20.0, 20.0, 20.0, 28.000000000000004, 26.0, 29.79931076424083]","[14.000000000000002, 8.0, 20.0, 22.0, 18.0, 14.000000000000002, 16.0, 16.0, 10.0, 28.441110885870668]","[26.0, 20.0, 18.0, 18.0, 28.000000000000004, 32.0, 30.0, 28.000000000000004, 28.000000000000004, 30.610176363267787]","[18.0, 18.0, 24.0, 18.0, 24.0, 28.000000000000004, 30.0, 36.0, 30.0, 31.056152442732614]","[18.0, 20.0, 18.0, 26.0, 28.000000000000004, 28.000000000000004, 30.0, 34.0, 30.0, 30.529089803365096]","[32.0, 26.0, 28.000000000000004, 34.0, 22.0, 34.0, 34.0, 34.0, 38.0, 31.299412122440707]","[20.0, 16.0, 14.000000000000002, 26.0, 26.0, 26.0, 26.0, 30.0, 28.000000000000004, 31.52240016217312]","[30.0, 32.0, 30.0, 28.000000000000004, 26.0, 30.0, 32.0, 28.000000000000004, 32.0, 28.826272045408473]","[32.0, 24.0, 28.000000000000004, 32.0, 38.0, 38.0, 42.0, 42.0, 46.0, 30.488546523413746]","[26.0, 34.0, 34.0, 28.000000000000004, 36.0, 36.0, 34.0, 34.0, 36.0, 31.137239002635315]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3940591784746576,0.0,0.45233964920043945,0.47423815727233887,0.49582624435424805,0.49210476875305176,0.4664332866668701,0.4818885326385498,0.5152137279510498,0.5334529876708984,0.45191383361816406,0.4845254421234131,0,0,0,0,0,0,0,0,0,0,0.1317002773284912,,,0
3,33.38739103993513,35.63754307723495,33.954996959254004,34.238799918913436,34.60368943847557,32.96168660044598,35.27265355767282,33.10358808027569,34.40097303871884,33.54956415974053,"[26.0, 26.0, 32.0, 34.0, 32.0, 30.0, 32.0, 32.0, 34.0, 33.38739103993513]","[12.0, 14.000000000000002, 20.0, 30.0, 24.0, 22.0, 26.0, 26.0, 20.0, 35.63754307723495]","[22.0, 22.0, 32.0, 26.0, 26.0, 32.0, 30.0, 28.000000000000004, 28.000000000000004, 33.954996959254004]","[18.0, 32.0, 32.0, 30.0, 30.0, 32.0, 38.0, 38.0, 34.0, 34.238799918913436]","[32.0, 30.0, 42.0, 32.0, 40.0, 40.0, 44.0, 40.0, 40.0, 34.60368943847557]","[26.0, 32.0, 30.0, 30.0, 28.000000000000004, 38.0, 38.0, 38.0, 38.0, 32.96168660044598]","[18.0, 20.0, 22.0, 30.0, 32.0, 28.000000000000004, 28.000000000000004, 36.0, 30.0, 35.27265355767282]","[24.0, 30.0, 36.0, 38.0, 32.0, 30.0, 32.0, 32.0, 32.0, 33.10358808027569]","[32.0, 24.0, 30.0, 30.0, 30.0, 36.0, 42.0, 44.0, 34.0, 34.40097303871884]","[30.0, 40.0, 38.0, 32.0, 36.0, 32.0, 36.0, 38.0, 40.0, 33.54956415974053]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3991202286594636,0.0,0.45212459564208984,0.47620081901550293,0.47221970558166504,0.436098575592041,0.4747962951660156,0.42453598976135254,0.455233097076416,0.4763374328613281,0.4796304702758789,0.46292924880981445,0,0,0,0,0,0,0,0,0,0,0.13059663772583008,,,0
4,37.27954591526454,39.40806811271032,38.31339955402392,37.2390026353132,38.901277113318464,37.7052503547537,39.00263531319684,37.36063247516724,36.772754915872696,37.94851003446178,"[22.0, 38.0, 36.0, 44.0, 40.0, 38.0, 38.0, 34.0, 34.0, 37.27954591526454]","[30.0, 30.0, 18.0, 24.0, 20.0, 18.0, 18.0, 28.000000000000004, 26.0, 39.40806811271032]","[30.0, 36.0, 34.0, 32.0, 30.0, 28.000000000000004, 28.000000000000004, 34.0, 38.0, 38.31339955402392]","[22.0, 38.0, 34.0, 48.0, 36.0, 40.0, 40.0, 42.0, 40.0, 37.2390026353132]","[28.000000000000004, 34.0, 38.0, 40.0, 38.0, 46.0, 44.0, 40.0, 38.0, 38.901277113318464]","[32.0, 36.0, 36.0, 38.0, 34.0, 34.0, 34.0, 36.0, 32.0, 37.7052503547537]","[34.0, 38.0, 34.0, 34.0, 38.0, 42.0, 36.0, 36.0, 38.0, 39.00263531319684]","[32.0, 32.0, 34.0, 48.0, 38.0, 44.0, 44.0, 44.0, 36.0, 37.36063247516724]","[36.0, 44.0, 40.0, 48.0, 50.0, 52.0, 42.0, 44.0, 50.0, 36.772754915872696]","[24.0, 38.0, 34.0, 50.0, 46.0, 48.0, 40.0, 42.0, 38.0, 37.94851003446178]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4675558979140905,0.0,0.46728062629699707,0.4617743492126465,0.47870421409606934,0.4669506549835205,0.46935009956359863,0.46462488174438477,0.4925410747528076,0.5052521228790283,0.48342084884643555,0.47169995307922363,0,0,0,0,0,0,0,0,0,0,0.030715465545654297,,,0
5,39.043178593148184,42.347455909183054,40.64463815122644,40.137847151834585,40.72572471112913,41.43523211027772,39.28643827285627,39.10399351307521,39.12426515305088,40.948712750861546,"[32.0, 32.0, 28.000000000000004, 36.0, 40.0, 38.0, 36.0, 40.0, 42.0, 39.043178593148184]","[20.0, 28.000000000000004, 34.0, 34.0, 34.0, 26.0, 30.0, 38.0, 30.0, 42.347455909183054]","[26.0, 30.0, 42.0, 28.000000000000004, 38.0, 40.0, 40.0, 28.000000000000004, 38.0, 40.64463815122644]","[28.000000000000004, 28.000000000000004, 38.0, 38.0, 40.0, 42.0, 44.0, 52.0, 44.0, 40.137847151834585]","[36.0, 36.0, 44.0, 46.0, 46.0, 40.0, 40.0, 38.0, 42.0, 40.72572471112913]","[30.0, 48.0, 40.0, 32.0, 48.0, 50.0, 46.0, 48.0, 40.0, 41.43523211027772]","[46.0, 28.000000000000004, 28.000000000000004, 42.0, 54.0, 46.0, 38.0, 30.0, 36.0, 39.28643827285627]","[46.0, 38.0, 40.0, 44.0, 42.0, 46.0, 48.0, 42.0, 36.0, 39.10399351307521]","[38.0, 40.0, 40.0, 40.0, 48.0, 50.0, 42.0, 44.0, 44.0, 39.12426515305088]","[38.0, 48.0, 48.0, 44.0, 46.0, 48.0, 52.0, 48.0, 50.0, 40.948712750861546]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4985506071233099,0.0,0.4770164489746094,0.4591336250305176,0.4566166400909424,0.4716670513153076,0.5131006240844727,0.44731974601745605,0.49466681480407715,0.47139525413513184,0.45366525650024414,0.46918535232543945,0,0,0,0,0,0,0,0,0,0,0.10422849655151367,,,0
6,42.18528278937766,43.502939387796474,42.347455909183054,40.76626799108048,43.38130954794243,41.050070950739915,42.28664098925603,41.090614230691266,42.205554429353334,42.67180214879384,"[34.0, 38.0, 34.0, 42.0, 44.0, 38.0, 38.0, 40.0, 42.0, 42.18528278937766]","[28.000000000000004, 30.0, 32.0, 34.0, 28.000000000000004, 28.000000000000004, 30.0, 26.0, 28.000000000000004, 43.502939387796474]","[38.0, 28.000000000000004, 40.0, 40.0, 36.0, 42.0, 40.0, 32.0, 38.0, 42.347455909183054]","[42.0, 36.0, 46.0, 48.0, 46.0, 48.0, 50.0, 57.99999999999999, 52.0, 40.76626799108048]","[46.0, 38.0, 44.0, 48.0, 42.0, 44.0, 48.0, 50.0, 46.0, 43.38130954794243]","[42.0, 40.0, 48.0, 42.0, 38.0, 48.0, 46.0, 44.0, 42.0, 41.050070950739915]","[42.0, 40.0, 30.0, 52.0, 48.0, 50.0, 44.0, 36.0, 40.0, 42.28664098925603]","[50.0, 38.0, 40.0, 46.0, 42.0, 38.0, 48.0, 50.0, 46.0, 41.090614230691266]","[52.0, 46.0, 48.0, 50.0, 52.0, 44.0, 48.0, 46.0, 48.0, 42.205554429353334]","[36.0, 38.0, 50.0, 46.0, 40.0, 54.0, 52.0, 50.0, 54.0, 42.67180214879384]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199840532998182,0.0,0.45328330993652344,0.4774150848388672,0.4724705219268799,0.4448051452636719,0.46826171875,0.4649500846862793,0.45543837547302246,0.46266722679138184,0.48150181770324707,0.4354989528656006,0,0,0,0,0,0,0,0,0,0,0.026374340057373047,,,0
7,42.16501114940199,43.76647070748024,42.833975268599225,44.070545307115346,44.75978106628826,43.74619906750456,43.68538414757754,43.13804986823434,43.502939387796474,45.084127305899045,"[48.0, 42.0, 42.0, 44.0, 44.0, 40.0, 44.0, 44.0, 46.0, 42.16501114940199]","[34.0, 36.0, 34.0, 26.0, 30.0, 28.000000000000004, 32.0, 36.0, 36.0, 43.76647070748024]","[52.0, 30.0, 38.0, 42.0, 42.0, 38.0, 36.0, 44.0, 40.0, 42.833975268599225]","[32.0, 34.0, 57.99999999999999, 57.99999999999999, 56.00000000000001, 42.0, 48.0, 56.00000000000001, 57.99999999999999, 44.070545307115346]","[44.0, 36.0, 42.0, 48.0, 48.0, 50.0, 46.0, 42.0, 54.0, 44.75978106628826]","[40.0, 44.0, 38.0, 34.0, 42.0, 46.0, 56.00000000000001, 48.0, 42.0, 43.74619906750456]","[38.0, 34.0, 46.0, 52.0, 54.0, 50.0, 46.0, 42.0, 44.0, 43.68538414757754]","[52.0, 38.0, 38.0, 42.0, 46.0, 44.0, 44.0, 44.0, 48.0, 43.13804986823434]","[42.0, 46.0, 54.0, 54.0, 50.0, 52.0, 52.0, 46.0, 50.0, 43.502939387796474]","[44.0, 46.0, 56.00000000000001, 48.0, 52.0, 46.0, 54.0, 48.0, 48.0, 45.084127305899045]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320048921232761,0.0,0.46884965896606445,0.4332709312438965,0.46785879135131836,0.4814910888671875,0.4616868495941162,0.4642467498779297,0.4712212085723877,0.46857285499572754,0.4797396659851074,0.46050572395324707,0,0,0,0,0,0,0,0,0,0,0.10108041763305664,,,0
8,43.9489154672613,46.320697344415166,45.79363470504764,44.88141090614231,45.24630042570444,46.88830326373404,44.5773363065072,44.557064666531524,46.78694506385567,45.42874518548551,"[44.0, 48.0, 42.0, 46.0, 50.0, 36.0, 42.0, 48.0, 52.0, 43.9489154672613]","[38.0, 36.0, 38.0, 36.0, 26.0, 32.0, 38.0, 36.0, 40.0, 46.320697344415166]","[40.0, 46.0, 48.0, 40.0, 38.0, 46.0, 44.0, 38.0, 38.0, 45.79363470504764]","[38.0, 40.0, 54.0, 54.0, 57.99999999999999, 57.99999999999999, 62.0, 56.00000000000001, 66.0, 44.88141090614231]","[44.0, 30.0, 46.0, 56.00000000000001, 42.0, 46.0, 48.0, 40.0, 42.0, 45.24630042570444]","[36.0, 56.00000000000001, 44.0, 48.0, 48.0, 50.0, 54.0, 48.0, 50.0, 46.88830326373404]","[50.0, 40.0, 36.0, 56.00000000000001, 50.0, 54.0, 40.0, 44.0, 52.0, 44.5773363065072]","[46.0, 38.0, 38.0, 44.0, 46.0, 46.0, 40.0, 40.0, 44.0, 44.557064666531524]","[46.0, 38.0, 48.0, 50.0, 50.0, 44.0, 44.0, 50.0, 50.0, 46.78694506385567]","[42.0, 46.0, 46.0, 54.0, 56.00000000000001, 52.0, 57.99999999999999, 57.99999999999999, 66.0, 45.42874518548551]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5447690093450366,0.0,0.4691343307495117,0.45091724395751953,0.46513962745666504,0.49089884757995605,0.4649500846862793,0.43785905838012695,0.48223114013671875,0.4747769832611084,0.4414041042327881,0.46433043479919434,0,0,0,0,0,0,0,0,0,0,0.027647733688354492,,,0
9,46.30042570443949,46.15852422460977,46.4423271842692,46.563957024123255,47.091019663490776,46.86803162375836,45.91526454490168,44.05027366713967,47.00993310358808,46.86803162375836,"[28.000000000000004, 54.0, 46.0, 44.0, 46.0, 54.0, 52.0, 48.0, 46.0, 46.30042570443949]","[44.0, 42.0, 32.0, 34.0, 40.0, 36.0, 42.0, 40.0, 40.0, 46.15852422460977]","[36.0, 38.0, 40.0, 40.0, 46.0, 46.0, 48.0, 42.0, 42.0, 46.4423271842692]","[42.0, 46.0, 46.0, 50.0, 57.99999999999999, 54.0, 54.0, 56.00000000000001, 64.0, 46.563957024123255]","[54.0, 32.0, 52.0, 54.0, 56.00000000000001, 54.0, 40.0, 32.0, 38.0, 47.091019663490776]","[54.0, 50.0, 52.0, 50.0, 52.0, 56.00000000000001, 60.0, 57.99999999999999, 54.0, 46.86803162375836]","[48.0, 44.0, 48.0, 56.00000000000001, 54.0, 48.0, 44.0, 48.0, 56.00000000000001, 45.91526454490168]","[40.0, 36.0, 48.0, 50.0, 42.0, 46.0, 46.0, 46.0, 46.0, 44.05027366713967]","[56.00000000000001, 54.0, 52.0, 60.0, 60.0, 57.99999999999999, 46.0, 48.0, 54.0, 47.00993310358808]","[46.0, 46.0, 50.0, 48.0, 44.0, 52.0, 48.0, 48.0, 54.0, 46.86803162375836]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5558303433270493,0.0,0.4387545585632324,0.43912291526794434,0.5700795650482178,0.4868495464324951,0.5001451969146729,0.5988192558288574,0.42656826972961426,0.5257792472839355,0.49636030197143555,0.43765997886657715,0,0,0,0,0,0,0,0,0,0,0.028095722198486328,,,0
