,client_accuracy_3,client_accuracy_1,client_accuracy_2,client_accuracy_0,client_accuracy_4,client_loss_3,client_loss_1,client_loss_2,client_loss_0,client_loss_4,client_accuracy_per_epoch3,client_accuracy_per_epoch1,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch4,client_loss_per_epoch3,client_loss_per_epoch1,client_loss_per_epoch2,client_loss_per_epoch0,client_loss_per_epoch4,client_attack_3,client_attack_1,client_attack_2,client_attack_0,client_attack_4,client_auc_3,client_auc_1,client_auc_2,client_auc_0,client_auc_4,server_attack,server_accuracy,server_auc,client_round_duration_3,client_round_duration_1,client_round_duration_2,client_round_duration_0,client_round_duration_4,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,3.5449959930231465,3.780700513835855,3.780700513835855,3.827841417998397,3.780700513835855,3.0501274943351744,3.04799998998642,3.04196492433548,3.0866790890693663,3.029320228099823,"[3.5294117647058822, 3.5294117647058822, 3.5294117647058822, 3.5294117647058822, 3.5449959930231465]","[4.0, 3.294117647058824, 3.294117647058824, 3.294117647058824, 3.780700513835855]","[4.0, 4.0, 4.0, 4.0, 3.780700513835855]","[5.411764705882352, 3.7647058823529407, 3.7647058823529407, 2.823529411764706, 3.827841417998397]","[3.294117647058824, 3.294117647058824, 3.294117647058824, 3.294117647058824, 3.780700513835855]","[3.4883596301078796, 3.2847631573677063, 3.1136631965637207, 2.7900307178497314, 2.5738207697868347]","[3.5017447471618652, 3.287656545639038, 3.019460141658783, 2.8443941473960876, 2.5867443680763245]","[3.4801506400108337, 3.294210195541382, 3.0235539078712463, 2.8468909859657288, 2.565018892288208]","[3.4987862706184387, 3.284901261329651, 3.1187411546707153, 2.893725633621216, 2.6372411251068115]","[3.501442015171051, 3.280017673969269, 3.026437759399414, 2.8146092295646667, 2.5240944623947144]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03852794184461608,0.0,14.030678749084473,14.048130750656128,13.900251150131226,14.13178038597107,14.429092168807983,0,0,0,0,0,0,0,0,0,0,0.25507211685180664,,,0
1,19.964172912836467,22.255220855136002,20.864564182341017,22.688917173431385,22.82562579550276,2.5330180287361146,2.4957034289836884,2.513227242231369,2.4182409286499023,2.4032158315181733,"[4.0, 3.058823529411765, 8.235294117647058, 10.588235294117647, 19.964172912836467]","[3.294117647058824, 3.5294117647058822, 6.352941176470588, 12.470588235294118, 22.255220855136002]","[4.235294117647059, 5.176470588235294, 10.352941176470589, 13.647058823529413, 20.864564182341017]","[3.058823529411765, 4.235294117647059, 8.470588235294118, 16.941176470588236, 22.688917173431385]","[3.294117647058824, 4.235294117647059, 8.470588235294118, 13.411764705882353, 22.82562579550276]","[3.2794148921966553, 2.754214346408844, 2.4019752144813538, 2.1721880435943604, 2.057297646999359]","[3.1853935718536377, 2.7888213992118835, 2.3333077430725098, 2.2123568654060364, 1.9586375653743744]","[3.290926992893219, 2.7557989954948425, 2.4252731800079346, 2.121118128299713, 1.9730189144611359]","[3.0417418479919434, 2.686932861804962, 2.378074586391449, 2.084931790828705, 1.8995235562324524]","[3.1176780462265015, 2.6396936774253845, 2.281165599822998, 2.025303602218628, 1.9522382318973541]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23398455247614722,0.0,13.870152711868286,13.786221981048584,14.09755802154541,13.815225601196289,13.913248300552368,0,0,0,0,0,0,0,0,0,0,0.28394627571105957,,,0
2,40.762739829349925,35.468816291896474,48.182718144534014,40.800452552679964,27.93569980672229,2.0575682699680327,2.0598538339138033,2.0008690774440767,2.008417475223541,1.9959045588970183,"[12.470588235294118, 23.52941176470588, 34.588235294117645, 21.41176470588235, 40.762739829349925]","[3.058823529411765, 27.294117647058826, 33.1764705882353, 33.64705882352941, 35.468816291896474]","[8.705882352941176, 13.882352941176471, 37.88235294117647, 45.1764705882353, 48.182718144534014]","[3.5294117647058822, 22.35294117647059, 21.41176470588235, 45.41176470588235, 40.800452552679964]","[17.176470588235293, 31.058823529411768, 40.0, 30.823529411764707, 27.93569980672229]","[2.895265370607376, 2.3251806497573853, 1.8578116297721863, 1.6620670855045319, 1.5475166141986847]","[2.7499073147773743, 2.419171154499054, 1.8632123470306396, 1.696993499994278, 1.5699848532676697]","[2.726571649312973, 2.302613615989685, 1.8981397151947021, 1.579503208398819, 1.4975171983242035]","[2.699839770793915, 2.347959280014038, 1.8524427711963654, 1.6415549218654633, 1.5002906322479248]","[2.8277191817760468, 2.2354971170425415, 1.8259247243404388, 1.6358539760112762, 1.4545277953147888]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5331213084961381,0.0,13.705302476882935,13.932353019714355,14.041037797927856,13.847952127456665,14.051438570022583,0,0,0,0,0,0,0,0,0,0,0.23748993873596191,,,0
3,57.59204261537736,61.33503040588318,53.78777164946024,59.24668835148258,48.705982180738225,1.6812448680400849,1.6800668597221375,1.6641426980495453,1.6708000361919404,1.6599249184131621,"[27.058823529411764, 39.52941176470588, 50.117647058823536, 56.23529411764706, 57.59204261537736]","[32.70588235294118, 36.470588235294116, 45.64705882352941, 51.76470588235295, 61.33503040588318]","[28.000000000000004, 38.588235294117645, 45.41176470588235, 55.294117647058826, 53.78777164946024]","[30.117647058823525, 38.82352941176471, 39.76470588235294, 59.76470588235294, 59.24668835148258]","[26.823529411764707, 40.94117647058824, 47.529411764705884, 46.11764705882353, 48.705982180738225]","[2.562853902578354, 1.8311611413955688, 1.5132653713226318, 1.2761922180652618, 1.2227517068386078]","[2.6383512914180756, 1.8462390899658203, 1.4515190422534943, 1.2837487757205963, 1.1804760992527008]","[2.510325253009796, 1.9093627333641052, 1.4539395570755005, 1.2517410218715668, 1.1953449249267578]","[2.5578901171684265, 1.7804635763168335, 1.5681800544261932, 1.2945254147052765, 1.1529410183429718]","[2.5787678956985474, 1.7910311818122864, 1.4487332701683044, 1.3284294605255127, 1.1526627838611603]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6533393911858246,0.0,14.000424146652222,14.06102991104126,13.799365758895874,14.079901218414307,13.92616057395935,0,0,0,0,0,0,0,0,0,0,0.2889277935028076,,,0
4,57.214915382077024,59.52953377645783,53.36350351199736,53.655777117805115,61.48116720878707,1.4502952098846436,1.4269021987915038,1.4777758330106736,1.479882276058197,1.497652253508568,"[39.05882352941176, 54.58823529411765, 59.29411764705882, 62.35294117647059, 57.214915382077024]","[13.411764705882353, 46.11764705882353, 56.470588235294116, 51.05882352941177, 59.52953377645783]","[8.470588235294118, 45.64705882352941, 55.05882352941176, 60.705882352941174, 53.36350351199736]","[38.82352941176471, 48.0, 41.647058823529406, 58.35294117647059, 53.655777117805115]","[13.882352941176471, 36.23529411764706, 54.11764705882353, 65.17647058823529, 61.48116720878707]","[2.4059371650218964, 1.5899032950401306, 1.218916803598404, 1.0643220841884613, 0.9723967015743256]","[2.419541597366333, 1.5305301547050476, 1.1801071465015411, 1.0193084627389908, 0.985023632645607]","[2.507652670145035, 1.6393000781536102, 1.1840254068374634, 1.0786134600639343, 0.9792875498533249]","[2.5502832531929016, 1.5389350354671478, 1.2477932572364807, 1.0737687647342682, 0.9886310696601868]","[2.52289018034935, 1.6724552512168884, 1.2656283676624298, 1.0593670010566711, 0.9679204672574997]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68759654702408,0.0,13.852224349975586,13.901768207550049,13.738509893417358,13.842774629592896,13.945473909378052,0,0,0,0,0,0,0,0,0,0,0.283236026763916,,,0
5,71.40904162541838,55.67340781596191,68.67015509357469,63.4846556356951,69.21227549144393,1.1999501526355743,1.2301594585180282,1.243081921339035,1.1851444959640502,1.2121833831071853,"[30.352941176470587, 40.94117647058824, 48.23529411764706, 65.64705882352942, 71.40904162541838]","[23.52941176470588, 36.0, 59.76470588235294, 59.29411764705882, 55.67340781596191]","[30.117647058823525, 54.11764705882353, 53.17647058823529, 65.88235294117646, 68.67015509357469]","[37.411764705882355, 37.64705882352941, 61.1764705882353, 56.705882352941174, 63.4846556356951]","[25.41176470588235, 54.11764705882353, 67.52941176470588, 64.94117647058823, 69.21227549144393]","[2.0334333181381226, 1.1965540945529938, 1.1200815737247467, 0.8992776423692703, 0.7504041343927383]","[2.140413671731949, 1.3329365253448486, 1.0261270403862, 0.8576046079397202, 0.7937154471874237]","[2.246050640940666, 1.2890783250331879, 0.9996141195297241, 0.8963114768266678, 0.7843550443649292]","[2.1642553955316544, 1.2441687881946564, 0.9469554871320724, 0.8218617290258408, 0.7484810799360275]","[2.1026576459407806, 1.2698777318000793, 0.990184560418129, 0.8984231948852539, 0.799773782491684]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7415720127214902,0.0,14.070654392242432,13.673080682754517,14.196262121200562,14.115103483200073,13.82641315460205,0,0,0,0,0,0,0,0,0,0,0.27697134017944336,,,0
6,72.63941922406072,69.96181586762835,68.98599915146373,61.269033140055626,67.11921934662706,1.0718896359205246,1.0071807771921157,1.0759201109409333,1.048839771747589,1.0587349593639375,"[45.41176470588235, 55.294117647058826, 63.52941176470588, 65.17647058823529, 72.63941922406072]","[41.88235294117647, 55.76470588235294, 50.588235294117645, 64.47058823529412, 69.96181586762835]","[38.11764705882353, 49.411764705882355, 65.88235294117646, 63.76470588235294, 68.98599915146373]","[29.88235294117647, 56.705882352941174, 64.47058823529412, 73.1764705882353, 61.269033140055626]","[31.058823529411768, 51.05882352941177, 60.23529411764705, 67.29411764705883, 67.11921934662706]","[1.9729572534561157, 1.1686699837446213, 0.8295419216156006, 0.7247563749551773, 0.6635226458311081]","[1.8314616978168488, 1.1078087091445923, 0.7892976701259613, 0.7066406458616257, 0.6006951630115509]","[2.080089896917343, 1.1110624969005585, 0.8182548880577087, 0.7105536758899689, 0.6596395969390869]","[2.0100483000278473, 1.1204965710639954, 0.8147614300251007, 0.6707625687122345, 0.6281299889087677]","[1.904518187046051, 1.1626728475093842, 0.8893965035676956, 0.6944985240697861, 0.64258873462677]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7752839618355293,0.0,14.011096477508545,13.978811264038086,14.252358198165894,14.118383646011353,13.594973802566528,0,0,0,0,0,0,0,0,0,0,0.2833888530731201,,,0
7,71.35718663083958,70.8716353179654,76.66053834912555,75.11431669259416,74.31763541224721,0.8791157215833664,0.8890027672052383,0.9066734835505486,0.8795464366674424,0.8942851513624192,"[53.17647058823529, 63.52941176470588, 68.94117647058823, 67.76470588235294, 71.35718663083958]","[40.23529411764706, 48.705882352941174, 71.76470588235294, 75.05882352941177, 70.8716353179654]","[26.823529411764707, 66.82352941176471, 70.35294117647058, 67.05882352941175, 76.66053834912555]","[20.941176470588236, 64.0, 67.29411764705883, 75.52941176470588, 75.11431669259416]","[44.0, 61.411764705882355, 57.647058823529406, 74.82352941176471, 74.31763541224721]","[1.6800649017095566, 0.9155611246824265, 0.7159285396337509, 0.5633327513933182, 0.5206912904977798]","[1.7271255105733871, 0.9167228937149048, 0.7254888862371445, 0.5623485893011093, 0.513327956199646]","[1.7115352898836136, 1.0127725154161453, 0.6855857819318771, 0.58266481757164, 0.5408090129494667]","[1.6795668005943298, 0.9374746084213257, 0.6828154623508453, 0.5570718795061111, 0.5408034324645996]","[1.6908755004405975, 0.9442354589700699, 0.7035193294286728, 0.6254945993423462, 0.5073008686304092]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8072694229895502,0.0,14.915721654891968,14.15562653541565,14.394568920135498,14.318515062332153,14.045769929885864,0,0,0,0,0,0,0,0,0,0,0.2770113945007324,,,0
8,79.68227030594447,75.46787347381323,74.42605949182105,68.00546834488286,77.16023193324848,0.8140818774700165,0.7768021062016487,0.78987105935812,0.7552063509821891,0.7473820865154266,"[48.705882352941174, 73.41176470588235, 71.05882352941177, 72.0, 79.68227030594447]","[35.05882352941177, 71.05882352941177, 65.88235294117646, 79.05882352941175, 75.46787347381323]","[26.35294117647059, 68.0, 74.82352941176471, 72.0, 74.42605949182105]","[45.1764705882353, 72.23529411764706, 70.82352941176471, 74.58823529411764, 68.00546834488286]","[46.588235294117645, 66.3529411764706, 73.6470588235294, 77.88235294117646, 77.16023193324848]","[1.6498537063598633, 0.8491042107343674, 0.5920397937297821, 0.514076441526413, 0.4653352349996567]","[1.5374313294887543, 0.882667139172554, 0.5620794296264648, 0.49092015624046326, 0.41091247648000717]","[1.5069668889045715, 0.9287256300449371, 0.5706863552331924, 0.4935385584831238, 0.44943786412477493]","[1.473134383559227, 0.8412320166826248, 0.5539952367544174, 0.49540524929761887, 0.4122648686170578]","[1.4362711608409882, 0.8620227724313736, 0.5707679092884064, 0.4633637070655823, 0.4044848829507828]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291685597455702,0.0,13.97450876235962,14.06405258178711,14.07567024230957,13.962742567062378,13.987262725830078,0,0,0,0,0,0,0,0,0,0,0.2863798141479492,,,0
9,80.07353981049357,74.97760807052279,78.98458492433885,76.71710743412059,76.54740017913544,0.727907732129097,0.6848445743322372,0.7026707395911217,0.7057192638516426,0.6883572936058044,"[21.41176470588235, 75.52941176470588, 76.70588235294117, 77.64705882352942, 80.07353981049357]","[47.294117647058826, 68.47058823529412, 75.05882352941177, 75.76470588235294, 74.97760807052279]","[54.11764705882353, 73.88235294117646, 74.11764705882354, 78.11764705882352, 78.98458492433885]","[53.41176470588235, 74.82352941176471, 74.3529411764706, 77.64705882352942, 76.71710743412059]","[29.64705882352941, 65.64705882352942, 65.41176470588236, 76.0, 76.54740017913544]","[1.4395564943552017, 0.8695170879364014, 0.4948185607790947, 0.45258308947086334, 0.3830634281039238]","[1.474921002984047, 0.7008114457130432, 0.509628564119339, 0.384848915040493, 0.35401294380426407]","[1.4666787832975388, 0.7688647508621216, 0.5081724971532822, 0.4085514321923256, 0.36108623445034027]","[1.5837579816579819, 0.7240134030580521, 0.4668244868516922, 0.3950137048959732, 0.3589867427945137]","[1.4613021463155746, 0.7221173942089081, 0.4838111400604248, 0.44057004153728485, 0.33398574590682983]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8373466606088141,0.0,13.724035501480103,13.973737239837646,13.891724586486816,14.04508924484253,13.723299264907837,0,0,0,0,0,0,0,0,0,0,0.27363038063049316,,,0
