,client_accuracy_8,client_accuracy_5,client_accuracy_3,client_accuracy_4,client_accuracy_2,client_accuracy_0,client_accuracy_6,client_accuracy_1,client_accuracy_7,client_accuracy_9,client_attack_8,client_attack_5,client_attack_3,client_attack_4,client_attack_2,client_attack_0,client_attack_6,client_attack_1,client_attack_7,client_attack_9,client_auc_8,client_auc_5,client_auc_3,client_auc_4,client_auc_2,client_auc_0,client_auc_6,client_auc_1,client_auc_7,client_auc_9,server_attack,server_accuracy,server_auc,client_round_duration_8,client_round_duration_5,client_round_duration_3,client_round_duration_4,client_round_duration_2,client_round_duration_0,client_round_duration_6,client_round_duration_1,client_round_duration_7,client_round_duration_9,client_data_parameters_memory_usage_8,client_data_parameters_memory_usage_5,client_data_parameters_memory_usage_3,client_data_parameters_memory_usage_4,client_data_parameters_memory_usage_2,client_data_parameters_memory_usage_0,client_data_parameters_memory_usage_6,client_data_parameters_memory_usage_1,client_data_parameters_memory_usage_7,client_data_parameters_memory_usage_9,client_model_parameters_memory_usage_8,client_model_parameters_memory_usage_5,client_model_parameters_memory_usage_3,client_model_parameters_memory_usage_4,client_model_parameters_memory_usage_2,client_model_parameters_memory_usage_0,client_model_parameters_memory_usage_6,client_model_parameters_memory_usage_1,client_model_parameters_memory_usage_7,client_model_parameters_memory_usage_9,client_training_memory_usage_8,client_training_memory_usage_5,client_training_memory_usage_3,client_training_memory_usage_4,client_training_memory_usage_2,client_training_memory_usage_0,client_training_memory_usage_6,client_training_memory_usage_1,client_training_memory_usage_7,client_training_memory_usage_9,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,12.261349172677132,12.566822231650404,16.614340263046245,15.451845566397965,14.688162918964787,11.854051760712771,17.607127704709377,17.96351294017819,14.518455663979635,13.746287653797202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678918838642608,0.0,0.7685146331787109,0.7893216609954834,0.7931849956512451,0.7867269515991211,0.7733795642852783,0.7986087799072266,0.7541158199310303,0.82208251953125,0.8121640682220459,0.9808750152587891,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.3218514919281006,26.779190063476562,267.2998046875,0
1,29.376325837929574,29.50360627916843,27.24649978786593,30.072125583368685,28.468392023759016,28.230801866779803,31.395842172252863,29.893932965634278,27.815019092066184,28.24777259227832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32561075220910374,0.0,0.7582380771636963,0.7736968994140625,0.7754712104797363,0.7693691253662109,0.7912349700927734,0.8028628826141357,0.7857718467712402,0.7690303325653076,0.7836425304412842,0.7901594638824463,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.31194067001342773,26.779190063476562,267.2998046875,0
2,37.41196436147645,36.919813322019515,36.74162070428511,38.04836656767077,37.1828595672465,36.81798896902843,38.03139584217226,37.955027577428936,37.29316928298685,36.60585490029698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41694512512066534,0.0,0.8489000797271729,0.7746424674987793,0.792083740234375,0.790428638458252,0.788632869720459,0.7593915462493896,0.8089921474456787,0.7766354084014893,0.7485592365264893,0.7889814376831055,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.31492066383361816,26.779190063476562,267.2998046875,0
3,40.534577853203224,42.31650403054731,40.2206194314807,41.07764106915571,40.560033941450996,41.36614340263046,41.55282138311413,42.01103097157404,40.44123886296139,41.49342384386932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4570431424964729,0.0,0.783888578414917,0.803483247756958,0.8183836936950684,0.7662980556488037,0.8068282604217529,0.780548095703125,0.7817893028259277,0.8228559494018555,0.7901086807250977,0.7975282669067383,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.28797364234924316,26.779190063476562,267.2998046875,0
4,43.76750106067034,43.35171828595673,42.64743317776835,42.469240560033946,43.26686465846415,43.23292320746712,43.52142554094188,43.996605854900295,41.68010182435299,43.13109885447603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47954258557956486,0.0,0.7635324001312256,0.821986198425293,0.8153018951416016,0.774653434753418,0.7646176815032959,0.8084354400634766,0.8208389282226562,0.8056657314300537,0.8155205249786377,0.887017011642456,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.28061628341674805,26.779190063476562,267.2998046875,0
5,43.92023759015698,44.58209588459906,44.55663979635129,43.300806109461185,44.22571064913025,44.166313109885444,43.52142554094188,44.53118370810352,43.33474756045821,44.565125159100546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49469072547709214,0.0,0.7828316688537598,0.7990036010742188,0.785668134689331,0.7652812004089355,0.7961668968200684,0.809816837310791,0.8285973072052002,0.8263700008392334,0.7658848762512207,0.7771627902984619,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.3019075393676758,26.779190063476562,267.2998046875,0
6,44.480271531607976,44.97242257106491,45.116673737802294,44.106915570640645,44.7348324140857,44.99787865931268,45.16758591429784,44.828171404327534,43.76750106067034,45.243954179041154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039726739437143,0.0,0.8154151439666748,0.7985479831695557,0.7641065120697021,0.7882883548736572,0.8050076961517334,0.826880693435669,0.7967760562896729,0.8207504749298096,0.7749483585357666,0.7800533771514893,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.2769434452056885,26.779190063476562,267.2998046875,0
7,45.06576156130674,45.28638099278744,45.93975392448027,45.40517607127705,45.9142978362325,45.87187102248621,45.091217649554515,45.48154433602036,43.70810352142554,45.617310140008485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101358877255513,0.0,0.7652032375335693,0.7742795944213867,0.7566969394683838,0.7827601432800293,0.7941584587097168,0.9082846641540527,0.8134975433349609,0.7762668132781982,0.7794079780578613,0.7970778942108154,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.2830662727355957,26.779190063476562,267.2998046875,0
8,45.73610521849809,45.702163767501055,46.050063640220614,45.557912600763686,45.71913449299957,45.93975392448027,46.117946542214675,46.08400509121765,44.38693254136614,45.532456512515914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5140714338753991,0.0,0.7934675216674805,0.8061168193817139,0.7854292392730713,0.8256216049194336,0.7770228385925293,0.7808480262756348,0.8138508796691895,0.7909996509552002,0.8038651943206787,0.806326150894165,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.31517577171325684,26.779190063476562,267.2998046875,0
9,45.32032244378447,45.28638099278744,46.41493423843869,45.023334747560455,45.71913449299957,45.27789563003818,45.58336868901146,46.24522698345354,44.70937632583793,46.10946117946542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154080344545927,0.0,0.935957670211792,0.9196212291717529,0.800724983215332,0.7791521549224854,0.7724471092224121,0.7632813453674316,0.7836313247680664,0.8733689785003662,0.7536437511444092,0.801457405090332,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,26.779190063476562,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,3.9453125,0,0,0,0,0,0,0,0,0,0,0.29474353790283203,26.779190063476562,267.2998046875,0
