,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_data_parameters_memory_usage_2,client_data_parameters_memory_usage_0,client_data_parameters_memory_usage_1,client_data_parameters_memory_usage_4,client_data_parameters_memory_usage_3,client_model_parameters_memory_usage_2,client_model_parameters_memory_usage_0,client_model_parameters_memory_usage_1,client_model_parameters_memory_usage_4,client_model_parameters_memory_usage_3,client_training_memory_usage_2,client_training_memory_usage_0,client_training_memory_usage_1,client_training_memory_usage_4,client_training_memory_usage_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,33.0,36.120000000000005,37.46666666666666,43.45333333333333,45.38666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3856,0.0,15.162754774093628,14.053248643875122,13.902719259262085,14.12065315246582,13.959366798400879,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.410428524017334,35.4444580078125,177.2027587890625,0
1,59.14666666666667,49.266666666666666,56.053333333333335,47.22666666666667,55.89333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5375,0.0,13.754947185516357,13.610069990158081,14.411173820495605,14.27254867553711,14.256593227386475,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.3992302417755127,35.4444580078125,177.2027587890625,0
2,66.72,62.32,63.973333333333336,64.60000000000001,58.093333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716,0.0,14.283206462860107,14.084233045578003,13.82966947555542,14.115822792053223,13.84096646308899,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.4065110683441162,35.4444580078125,177.2027587890625,0
3,68.05333333333333,64.37333333333333,63.06666666666667,65.45333333333333,65.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085,0.0,14.403939008712769,14.400137186050415,14.153772830963135,14.395171403884888,14.234143495559692,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.42796778678894043,35.4444580078125,177.2027587890625,0
4,66.73333333333333,64.48,70.57333333333334,70.84,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7173,0.0,13.885143041610718,14.107957601547241,14.104857444763184,14.285783529281616,14.331194639205933,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.4126904010772705,35.4444580078125,177.2027587890625,0
5,70.70666666666666,70.12,71.8,71.62666666666667,67.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7223,0.0,14.1559317111969,14.03032374382019,14.221173286437988,14.274629354476929,13.96947979927063,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.40985703468322754,35.4444580078125,177.2027587890625,0
6,70.78666666666666,69.57333333333334,69.93333333333334,64.84,66.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196,0.0,14.198862075805664,14.196337699890137,14.075632095336914,13.962379932403564,14.158340454101562,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.4109928607940674,35.4444580078125,177.2027587890625,0
7,72.92,69.25333333333333,68.8,70.97333333333333,70.82666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735,0.0,14.16919994354248,14.252541780471802,14.03097915649414,14.403904914855957,13.848945617675781,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.41437625885009766,35.4444580078125,177.2027587890625,0
8,71.61333333333333,69.21333333333334,71.66666666666667,72.72,70.50666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7338,0.0,14.242964267730713,14.165371417999268,14.091365575790405,14.208325386047363,14.053619623184204,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.4152181148529053,35.4444580078125,177.2027587890625,0
9,72.81333333333333,71.12,69.48,69.72,69.17333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7247,0.0,13.746000289916992,14.008267879486084,14.02911901473999,13.866187810897827,13.923980712890625,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,35.4444580078125,2616.0625,2616.0625,2616.0625,2616.0625,2616.0625,0,0,0,0,0,0,0,0,0,0,0.3975033760070801,35.4444580078125,177.2027587890625,0
