,client_accuracy_3,client_accuracy_0,client_accuracy_4,client_accuracy_1,client_accuracy_2,client_loss_3,client_loss_0,client_loss_4,client_loss_1,client_loss_2,client_accuracy_per_epoch3,client_accuracy_per_epoch0,client_accuracy_per_epoch4,client_accuracy_per_epoch1,client_accuracy_per_epoch2,client_loss_per_epoch3,client_loss_per_epoch0,client_loss_per_epoch4,client_loss_per_epoch1,client_loss_per_epoch2,client_attack_3,client_attack_0,client_attack_4,client_attack_1,client_attack_2,client_auc_3,client_auc_0,client_auc_4,client_auc_1,client_auc_2,server_attack,server_accuracy,server_auc,client_layer_leakage_3,client_layer_leakage_0,client_layer_leakage_4,client_layer_leakage_1,client_layer_leakage_2,server_layer_leakage,client_round_duration_3,client_round_duration_0,client_round_duration_4,client_round_duration_1,client_round_duration_2,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,22.194513715710723,23.951484924053503,17.92110632509635,24.450238041260487,25.22103831330764,3.6555289347966515,3.5788831273714705,3.6714456160863245,3.702080980936686,3.590989871819814,"[6.214689265536723, 1.1299435028248588, 6.214689265536723, 12.994350282485875, 22.194513715710723]","[1.1299435028248588, 2.824858757062147, 4.519774011299435, 10.16949152542373, 23.951484924053503]","[3.954802259887006, 6.214689265536723, 3.954802259887006, 14.689265536723164, 17.92110632509635]","[2.2598870056497176, 9.03954802259887, 2.824858757062147, 8.47457627118644, 24.450238041260487]","[6.214689265536723, 7.344632768361582, 5.649717514124294, 15.254237288135593, 25.22103831330764]","[3.9901102781295776, 3.9527872800827026, 3.7153857946395874, 3.547466774781545, 3.0718945463498435]","[4.000721613566081, 3.7891358733177185, 3.662762999534607, 3.3428592483202615, 3.098935902118683]","[4.157062411308289, 3.756429453690847, 3.7482609351476035, 3.555411179860433, 3.1400641004244485]","[4.142587721347809, 3.8494457999865213, 3.7219070394833884, 3.556857109069824, 3.2396072347958884]","[3.9625474413235984, 3.8558451930681863, 3.786802510420481, 3.3117597301801047, 3.0379944841066995]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631981637337414,0.0,{},{},{},{},{},{},110.73680281639099,111.48538160324097,107.47812604904175,110.2380690574646,110.34242725372314,0,0,0,0,0,0,0,0,0,0,0.5577034950256348,,,0
1,37.46316028111539,39.061437315801406,37.576513262298796,39.48084334618001,40.13829063704375,2.37072182794412,2.312106645107269,2.2672375063101446,2.2352450370788572,2.199028138319651,"[33.33333333333333, 30.508474576271187, 28.8135593220339, 29.37853107344633, 37.46316028111539]","[30.508474576271187, 33.33333333333333, 29.943502824858758, 33.89830508474576, 39.061437315801406]","[31.63841807909605, 32.7683615819209, 36.72316384180791, 37.28813559322034, 37.576513262298796]","[22.598870056497177, 31.07344632768362, 33.33333333333333, 37.85310734463277, 39.48084334618001]","[35.02824858757062, 36.15819209039548, 38.983050847457626, 44.06779661016949, 40.13829063704375]","[2.830809086561203, 2.5026199718316398, 2.1155541986227036, 2.261115401983261, 2.1435104807217917]","[2.81387060880661, 2.3663268784681954, 2.125538090864817, 2.3451889753341675, 1.909608672062556]","[2.9031940499941506, 2.352742850780487, 2.1556092152992883, 2.039754499991735, 1.8848869154850643]","[3.014111558596293, 2.2212517062822976, 2.1066244145234427, 1.9691364069779713, 1.8651010990142822]","[2.695641299088796, 2.3970151940981546, 2.0553540090719857, 1.939263105392456, 1.9078670839468639]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36011221627135936,0.0,{},{},{},{},{},{},105.47453308105469,110.62842297554016,107.55320954322815,112.62642073631287,107.50708746910095,0,0,0,0,0,0,0,0,0,0,0.5372107028961182,,,0
2,41.82725005667649,41.48719111312628,41.53253230559964,46.86012242121968,42.405350260711856,1.961074818123598,1.9576026568810145,1.9182114899158478,1.8561200757821399,1.8405512601137162,"[35.02824858757062, 27.11864406779661, 30.508474576271187, 37.28813559322034, 41.82725005667649]","[40.67796610169492, 33.89830508474576, 39.548022598870055, 40.67796610169492, 41.48719111312628]","[42.3728813559322, 42.3728813559322, 40.67796610169492, 40.67796610169492, 41.53253230559964]","[38.4180790960452, 34.463276836158194, 38.4180790960452, 45.76271186440678, 46.86012242121968]","[42.3728813559322, 45.19774011299435, 48.0225988700565, 48.58757062146893, 42.405350260711856]","[2.131203532218933, 2.212450315554937, 2.0456063052018485, 1.801836753632718, 1.614277184009552]","[2.2983961701393127, 1.9995409150918324, 2.0419646352529526, 1.7237722078959148, 1.72433935602506]","[2.2267936766147614, 1.9769960244496663, 1.9646068513393402, 1.6189406911532085, 1.8037202060222626]","[2.011162439982096, 1.8232268393039703, 1.957183301448822, 1.8068121870358784, 1.6822156111399333]","[2.0247044364611306, 1.8485091030597687, 1.7424716452757518, 1.9104258120059967, 1.6766453037659328]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4210660545779138,0.0,{},{},{},{},{},{},110.98255968093872,105.99737024307251,110.55687165260315,106.39852952957153,108.6453812122345,0,0,0,0,0,0,0,0,0,0,0.553992748260498,,,0
3,52.176377238721386,49.920652913171615,49.6372704602131,52.47109498979823,53.13987757878033,1.7539422546823817,1.7167259365320207,1.5238350560267766,1.5921162349482376,1.6663222372531892,"[50.847457627118644, 44.632768361581924, 46.32768361581921, 46.32768361581921, 52.176377238721386]","[43.50282485875706, 44.06779661016949, 39.548022598870055, 50.847457627118644, 49.920652913171615]","[46.32768361581921, 46.89265536723164, 48.0225988700565, 46.89265536723164, 49.6372704602131]","[38.4180790960452, 44.632768361581924, 41.24293785310734, 44.632768361581924, 52.47109498979823]","[51.41242937853108, 52.54237288135594, 54.23728813559322, 58.19209039548022, 53.13987757878033]","[2.1282960871855416, 1.6824980477492015, 1.823382039864858, 1.6187260647614796, 1.5168090338508289]","[1.8265905032555263, 1.8490248223145802, 1.7357503573099773, 1.579222132762273, 1.593041867017746]","[1.8318510055541992, 1.696242332458496, 1.3981383244196575, 1.3072044551372528, 1.3857391625642776]","[1.8893778671820958, 1.5734385401010513, 1.6495935320854187, 1.4265174567699432, 1.4216537786026795]","[1.943175196647644, 1.682873527208964, 1.5855991939703624, 1.5946923593680065, 1.5252709090709686]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945167049222137,0.0,{},{},{},{},{},{},109.15153288841248,106.17187643051147,109.76304531097412,106.15328741073608,107.71035265922546,0,0,0,0,0,0,0,0,0,0,0.522819995880127,,,0
4,53.50034005894355,52.57084551323953,59.079573792790754,55.0281115393335,54.73588755384255,1.3369426319996516,1.3807619939247766,1.1833984317102781,1.135491017314295,1.0618728360782068,"[52.54237288135594, 56.49717514124294, 58.75706214689266, 58.75706214689266, 63.50034005894355]","[52.54237288135594, 53.672316384180796, 58.75706214689266, 62.14689265536724, 62.57084561323963]","[53.672316384180796, 49.717514124293785, 54.23728813559322, 62.14689265536724, 59.079573792790754]","[49.717514124293785, 50.282485875706215, 57.6271186440678, 63.2768361581921, 66.0281115393335]","[57.06214689265536, 59.32203389830508, 66.66666666666666, 67.79661016949152, 64.73588755384266]","[1.6415664156277974, 1.5040269196033478, 1.2602617144584656, 1.1663868178923924, 1.1124712924162548]","[1.6552670697371166, 1.4710411528746288, 1.37095711628596, 1.2050864398479462, 1.2014581908782322]","[1.672511527935664, 1.294726957877477, 1.0062266401946545, 0.9300631529185921, 1.0134638796250026]","[1.5227665305137634, 1.3485028048356373, 1.032763125995795, 0.8442116839190325, 0.9292109413072467]","[1.5106077293554943, 1.1166701617961128, 1.0100023026267688, 0.9118525336186091, 0.7602314529940486]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6179546034174955,0.0,{},{},{},{},{},{},104.54635834693909,104.58848905563354,105.91518473625183,107.32913303375244,103.60228276252747,0,0,0,0,0,0,0,0,0,0,0.478468656539917,,,0
5,52.85463160281116,54.98299505282248,69.98413058263432,69.25865150306053,54.30285916552206,0.9311761488517124,0.8898226706000665,0.9374343755344551,0.8095499066946408,0.7646744610004437,"[68.92655367231639, 61.5819209039548, 70.62146892655367, 71.1864406779661, 72.87463160281116]","[69.49152542372882, 69.49152542372882, 73.44632768361582, 76.8361581920904, 74.98299705282248]","[66.10169491525424, 63.2768361581921, 70.05649717514125, 66.10169491525424, 69.98413058263432]","[62.71186440677966, 66.10169491525424, 70.05649717514125, 75.14124293785311, 69.25867150306053]","[66.66666666666666, 72.88135593220339, 75.70621468926554, 79.66101694915254, 74.30287916572206]","[1.432088166475296, 0.9684015785654386, 0.88997599730889, 0.6333515892426173, 0.7320634126663208]","[1.2513122757275899, 0.9446826825539271, 0.907385052802662, 0.6993664329250654, 0.6463669089910885]","[1.1053334052364032, 1.0396569669246674, 0.8885618597269058, 0.879425898194313, 0.7741937475899855]","[1.2919914424419403, 0.8780952237236003, 0.6341462035973867, 0.5557044868667921, 0.6878121768434843]","[1.2026770065228145, 0.869307973732551, 0.7296281753224321, 0.5232027664703006, 0.49855638295412064]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7209895434838052,0.0,{},{},{},{},{},{},107.25949501991272,108.08147597312927,107.96818685531616,109.86319279670715,108.79012608528137,0,0,0,0,0,0,0,0,0,0,0.5203731060028076,,,0
6,55.45409204262053,80.58666968941283,80.55996352504602,58.51231013355652,59.52845159825504,0.6799270134419202,0.6517300021989892,0.602514487705533,0.42394623947911897,0.594816602124653,"[66.10169491525424, 71.75141242937853, 75.70621468926554, 77.96610169491525, 77.45409204262073]","[75.14124293785311, 69.49152542372882, 81.92090395480226, 77.96610169491525, 80.78666968941283]","[72.88135593220339, 74.57627118644068, 74.01129943502825, 71.75141242937853, 80.55996372704602]","[74.57627118644068, 77.40112994350282, 80.7909604519774, 77.40112994350282, 78.71231013375652]","[78.53107344632768, 71.75141242937853, 80.22598870056498, 76.27118644067797, 79.52845159827704]","[0.9259079247713089, 0.9429438809553782, 0.5884667361776034, 0.48034513741731644, 0.46197138788799447]","[1.2793164203564327, 0.6844139662571251, 0.6349917873740196, 0.3644942221386979, 0.2954336148686707]","[1.092363213499387, 0.5780653909314424, 0.4544736873358488, 0.6187428883216247, 0.26892725843936205]","[0.8459573872387409, 0.4960126173682511, 0.3572747830185108, 0.26358934795522754, 0.15689706181486449]","[0.8311224381128947, 0.5788201863567034, 0.6166514717042446, 0.6010312356247596, 0.34645767882466316]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890844172404998,0.0,{},{},{},{},{},{},108.02432632446289,109.53026151657104,110.18223714828491,111.35764145851135,105.83766078948975,0,0,0,0,0,0,0,0,0,0,0.5977554321289062,,,0
7,52.54364059775561,52.9557175243709,53.16705229426433,55.45651251416912,52.7930174563591,0.3392721880494037,0.4413504493699293,0.4575671771104681,0.3983582219837596,0.3434961370937648,"[79.66101694915254, 79.66101694915254, 82.48587570621469, 81.35593220338984, 82.54364089775561]","[83.05084745762711, 83.05084745762711, 85.87570621468926, 83.61581920903954, 82.9857175243709]","[75.70621468926554, 75.70621468926554, 79.09604519774011, 79.09604519774011, 83.16708229426433]","[77.40112994350282, 80.22598870056498, 79.09604519774011, 81.92090395480226, 85.45681251416912]","[83.05084745762711, 86.4406779661017, 90.3954802259887, 86.4406779661017, 82.7930174563591]","[0.6822044920603124, 0.3582745297947743, 0.2407928854227066, 0.2906439654058204, 0.12444506756340463]","[0.7802919521927834, 0.4225200352569421, 0.32230861112475395, 0.328753591204683, 0.3528780570704839]","[0.6139297944804033, 0.45629300363361835, 0.5292187941571077, 0.4161900121252984, 0.2722042811559125]","[0.8675032133857409, 0.4354573703439352, 0.2409295754817625, 0.3281000376373413, 0.1198009130700181]","[0.6289165738310961, 0.2913803828996606, 0.20989177282899618, 0.1867190235449622, 0.4005729323641087]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8105075235909207,0.0,{},{},{},{},{},{},110.95480060577393,104.66633248329163,112.12460279464722,107.44365859031677,110.4840841293335,0,0,0,0,0,0,0,0,0,0,0.5194242000579834,,,0
8,54.11924733620494,59.06143731550141,57.349507299932,54.22126501927,55.4225066195141,0.347847656502078,0.2813801264972426,0.23075175401584908,0.19410407173272687,0.28900610701216467,"[79.09604519774011, 82.48587570621469, 87.00564971751412, 80.22598870056498, 84.11924733620494]","[85.31073446327684, 86.4406779661017, 88.13559322033898, 87.00564971751412, 89.06143731580141]","[83.61581920903954, 84.7457627118644, 91.52542372881356, 84.18079096045197, 87.349807299932]","[83.05084745762711, 79.66101694915254, 81.92090395480226, 83.05084745762711, 84.22126501927]","[89.83050847457628, 87.57062146892656, 91.52542372881356, 93.78531073446328, 85.4228066198141]","[0.5730210503097624, 0.29330551135353744, 0.21648262068629265, 0.14944419513146082, 0.5069849050293366]","[0.6103605336199204, 0.41312620831498253, 0.19414344064474184, 0.09924148085216682, 0.09002896905440139]","[0.575958657527129, 0.21542550196681987, 0.10672731132945046, 0.07955241560315092, 0.176094883652695]","[0.46238732285564765, 0.2418059933867577, 0.10392968907399336, 0.03980937491481503, 0.12258797843242064]","[0.6132747605443001, 0.32437733027230325, 0.19844802342292192, 0.09277294265727203, 0.21615747816402595]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403468502932925,0.0,{},{},{},{},{},{},106.69112992286682,106.58999729156494,115.29729223251343,111.5699851512909,104.3032820224762,0,0,0,0,0,0,0,0,0,0,0.5446805953979492,,,0
9,55.6647015516595,90.51540552414419,59.66220511607344,57.25179551122194,59.66220511607344,0.2762212092846918,0.2229444018980454,0.24531257350025348,0.2582690040057059,0.15045979718064093,"[84.7457627118644, 83.05084745762711, 79.66101694915254, 84.7457627118644, 88.6647018816595]","[87.00564971751412, 89.26553672316385, 89.26553672316385, 89.83050847457628, 90.81840852414419]","[83.61581920903954, 90.3954802259887, 90.96045197740112, 88.13559322033898, 89.66220811607344]","[84.7457627118644, 83.61581920903954, 81.35593220338984, 79.09604519774011, 87.28179551122194]","[85.87570621468926, 89.26553672316385, 89.83050847457628, 92.65536723163842, 89.66220811607344]","[0.3879874683916569, 0.38436461240053177, 0.24457211450984082, 0.25868642228639754, 0.10549542883503212]","[0.5034169703722, 0.3121036980301142, 0.1641205120822633, 0.08161982810027742, 0.0534610009053722]","[0.6732710835834345, 0.28150369837627903, 0.11810064106248319, 0.11219952001799054, 0.04148792446108018]","[0.3857660082479318, 0.1359130321846654, 0.12290293319771688, 0.46887206259028363, 0.17789098380793197]","[0.3501421421145399, 0.204069711236419, 0.10926887998357415, 0.06356678539971956, 0.02525146716895203]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8602397347615405,0.0,{},{},{},{},{},{},106.93114304542542,110.91246294975281,107.78371858596802,106.6226179599762,112.32953810691833,0,0,0,0,0,0,0,0,0,0,0.27156758308410645,,,0
