,client_accuracy_3,client_accuracy_0,client_accuracy_4,client_accuracy_1,client_accuracy_2,client_loss_3,client_loss_0,client_loss_4,client_loss_1,client_loss_2,client_accuracy_per_epoch3,client_accuracy_per_epoch0,client_accuracy_per_epoch4,client_accuracy_per_epoch1,client_accuracy_per_epoch2,client_loss_per_epoch3,client_loss_per_epoch0,client_loss_per_epoch4,client_loss_per_epoch1,client_loss_per_epoch2,client_attack_3,client_attack_0,client_attack_4,client_attack_1,client_attack_2,client_auc_3,client_auc_0,client_auc_4,client_auc_1,client_auc_2,server_attack,server_accuracy,server_auc,client_round_duration_3,client_round_duration_0,client_round_duration_4,client_round_duration_1,client_round_duration_2,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,18.5785536159601,18.748583087735206,16.674223532078894,24.030832010881888,21.25368397188846,2.8213154872258506,2.7524871746699016,2.761903174718221,2.7370225469271343,2.7332441012064614,"[2.2598870056497176, 6.779661016949152, 9.6045197740113, 15.819209039548024, 18.5785536159601]","[6.214689265536723, 7.909604519774012, 8.47457627118644, 11.864406779661017, 18.748583087735206]","[6.214689265536723, 8.47457627118644, 10.16949152542373, 15.819209039548024, 16.674223532078894]","[8.47457627118644, 7.344632768361582, 10.16949152542373, 18.07909604519774, 24.030832010881888]","[7.344632768361582, 6.779661016949152, 10.16949152542373, 13.559322033898304, 21.25368397188846]","[3.767392118771871, 3.0649800300598145, 2.6961631774902344, 2.412283976872762, 2.1657581329345703]","[3.672372817993164, 2.9858677784601846, 2.6201688845952353, 2.35952099164327, 2.124505400657654]","[3.7012999057769775, 2.9940357208251953, 2.6601579189300537, 2.3747772375742593, 2.079245090484619]","[3.747584064801534, 2.9925628503163657, 2.5997546116511026, 2.306077520052592, 2.039133687814077]","[3.717798590660095, 2.967681328455607, 2.613925496737162, 2.314256946245829, 2.0525581439336142]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19102269829125224,0.0,14.389105081558228,14.400755405426025,14.437747955322266,14.338385820388794,14.43964958190918,0,0,0,0,0,0,0,0,0,0,0.04789233207702637,,,0
1,48.3223758784856,48.29970528224892,48.83246429381093,49.11584674676944,48.52641124461574,1.6915817856788635,1.663344132900238,1.6287779490152992,1.6691167195638024,1.6120208183924354,"[23.163841807909606, 31.07344632768362, 28.24858757062147, 42.3728813559322, 48.3223758784856]","[20.903954802259886, 25.423728813559322, 29.37853107344633, 37.28813559322034, 48.29970528224892]","[23.728813559322035, 33.33333333333333, 34.463276836158194, 46.89265536723164, 48.83246429381093]","[25.98870056497175, 32.7683615819209, 40.11299435028249, 45.19774011299435, 49.11584674676944]","[25.423728813559322, 31.63841807909605, 35.59322033898305, 40.67796610169492, 48.52641124461574]","[2.2644261519114175, 1.8614787260691326, 1.633635679880778, 1.4258639812469482, 1.2725043892860413]","[2.2391569217046103, 1.8554873665173848, 1.5866098801294963, 1.406856099764506, 1.2286103963851929]","[2.214116096496582, 1.813115398089091, 1.5508989890416462, 1.3675670822461445, 1.1981921792030334]","[2.2163398464520774, 1.869188904762268, 1.6076564987500508, 1.4172187248865764, 1.2351796229680378]","[2.1672112147013345, 1.8217853506406148, 1.5355216264724731, 1.3354571064313252, 1.2001287937164307]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4695230808467228,0.0,14.495441436767578,14.42471981048584,14.44657588005066,14.495036840438843,14.55881667137146,0,0,0,0,0,0,0,0,0,0,0.04987049102783203,,,0
2,63.48900476082521,63.30763999093176,63.06959873044661,63.908410791203806,64.75855815007935,1.1479650914669037,1.1421553472677866,1.11860098640124,1.1128752132256827,1.1014531413714093,"[46.32768361581921, 57.6271186440678, 59.32203389830508, 63.84180790960452, 63.48900476082521]","[48.58757062146893, 52.54237288135594, 58.19209039548022, 55.932203389830505, 63.30763999093176]","[51.9774011299435, 52.54237288135594, 54.23728813559322, 56.49717514124294, 63.06959873044661]","[51.41242937853108, 55.932203389830505, 57.06214689265536, 59.32203389830508, 63.908410791203806]","[54.80225988700565, 52.54237288135594, 61.5819209039548, 68.36158192090396, 64.75855815007935]","[1.4811482230822246, 1.2853575150171916, 1.1133085091908772, 1.0016337633132935, 0.8583774467309316]","[1.509859065214793, 1.274746596813202, 1.094761570294698, 0.973844995101293, 0.8575645089149475]","[1.4538226127624512, 1.2651954690615337, 1.0983417332172394, 0.9330781400203705, 0.8425669769446055]","[1.44554207722346, 1.2569708824157715, 1.0764944156010945, 0.9492539465427399, 0.836114744345347]","[1.4470535516738892, 1.2350785533587139, 1.0565774242083232, 0.9380204677581787, 0.8305357098579407]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6248406018872736,0.0,14.63254714012146,14.387956857681274,14.586265802383423,14.380609273910522,14.199530124664307,0,0,0,0,0,0,0,0,0,0,0.04915118217468262,,,0
3,74.17819088642031,74.57492632056223,70.04080707322603,72.22851961006575,72.11516662888235,0.8333000461260477,0.8104696313540142,0.802307590842247,0.7546059250831604,0.766010069847107,"[58.19209039548022, 60.451977401129945, 71.1864406779661, 69.49152542372882, 74.17819088642031]","[59.32203389830508, 59.887005649717516, 62.14689265536724, 71.1864406779661, 74.57492632056223]","[63.84180790960452, 61.016949152542374, 66.66666666666666, 69.49152542372882, 70.04080707322603]","[64.97175141242938, 65.5367231638418, 67.79661016949152, 70.62146892655367, 72.22851961006575]","[64.97175141242938, 73.44632768361582, 69.49152542372882, 75.70621468926554, 72.11516662888235]","[1.1858441829681396, 0.9335079590479533, 0.7870107988516489, 0.67301677664121, 0.587120513121287]","[1.0637369255224864, 0.9238514999548594, 0.7901115020116171, 0.6895914971828461, 0.5850567320982615]","[1.1227345863978069, 0.9034116466840109, 0.7558698952198029, 0.6550553242365519, 0.5744665016730627]","[1.0570622285207112, 0.8476176261901855, 0.7160472969214121, 0.6203019420305887, 0.5320005317529043]","[1.0678948561350505, 0.8773803114891052, 0.7363349497318268, 0.6267206172148386, 0.5217196146647135]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7054322876817138,0.0,14.425623655319214,14.412000894546509,14.43852424621582,14.150766611099243,14.456572771072388,0,0,0,0,0,0,0,0,0,0,0.048464298248291016,,,0
4,84.07390614373158,81.18340512355475,80.70732260258445,83.31444116980276,82.7930174563591,0.55331625243028,0.5924961010615031,0.5314949264129003,0.5436646938323975,0.557823485136032,"[63.84180790960452, 74.57627118644068, 75.70621468926554, 81.92090395480226, 84.07390614373158]","[58.75706214689266, 71.75141242937853, 66.66666666666666, 75.70621468926554, 81.18340512355475]","[70.62146892655367, 76.27118644067797, 73.44632768361582, 77.96610169491525, 80.70732260258445]","[61.5819209039548, 64.40677966101694, 73.44632768361582, 77.96610169491525, 83.31444116980276]","[70.05649717514125, 74.01129943502825, 77.40112994350282, 84.18079096045197, 82.7930174563591]","[0.8254498938719431, 0.6515644590059916, 0.5238392402728399, 0.4213633139928182, 0.34436435500780743]","[0.8638392885526022, 0.6881783902645111, 0.5604526549577713, 0.46517927447954815, 0.38483089705308277]","[0.7674259046713511, 0.6106305023034414, 0.5079625397920609, 0.4157567123572032, 0.35569897294044495]","[0.8019330203533173, 0.637487401564916, 0.510717531045278, 0.41889114181200665, 0.34929437438646954]","[0.8148699104785919, 0.6644623875617981, 0.5189085255066553, 0.4402458469072978, 0.3506307552258174]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913797500637593,0.0,14.329633712768555,14.331594467163086,14.440013647079468,14.468621015548706,14.49466323852539,0,0,0,0,0,0,0,0,0,0,0.049324989318847656,,,0
5,87.83722511902063,87.48583087735207,87.51983677170709,88.60802539106778,86.37497166175471,0.3809986606240272,0.34824993113676705,0.35158750017484025,0.32813555548588436,0.312126479546229,"[74.01129943502825, 74.57627118644068, 85.87570621468926, 85.87570621468926, 87.83722511902063]","[69.49152542372882, 83.61581920903954, 83.05084745762711, 81.35593220338984, 87.48583087735207]","[76.8361581920904, 77.96610169491525, 77.96610169491525, 86.4406779661017, 87.51983677170709]","[74.01129943502825, 76.8361581920904, 77.40112994350282, 85.87570621468926, 88.60802539106778]","[80.7909604519774, 84.18079096045197, 87.00564971751412, 90.96045197740112, 86.37497166175471]","[0.6105772852897644, 0.4580771525700887, 0.34131216009457904, 0.2771985282500585, 0.2178281769156456]","[0.5641624182462692, 0.4101009319225947, 0.3153718461592992, 0.2539021496971448, 0.19771230965852737]","[0.5506928165753683, 0.41227664053440094, 0.33715076247851056, 0.25400374581416446, 0.20381353547175726]","[0.5208075443903605, 0.4111702541510264, 0.2942279055714607, 0.23200267801682153, 0.18246939529975256]","[0.509565994143486, 0.37771229942639667, 0.2960486163695653, 0.20832867920398712, 0.16897680858771005]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834480999744963,0.0,14.311569452285767,14.375959634780884,14.646334171295166,14.200465202331543,14.234572172164917,0,0,0,0,0,0,0,0,0,0,0.0474395751953125,,,0
6,90.89775561097257,90.75039673543415,90.87508501473589,89.77556109725685,90.60303785989572,0.24036686966816587,0.25102079833547275,0.23722488780816392,0.22862031360467278,0.2254828080534935,"[72.88135593220339, 86.4406779661017, 89.26553672316385, 90.3954802259887, 90.89775561097257]","[75.70621468926554, 81.35593220338984, 85.31073446327684, 88.13559322033898, 90.75039673543415]","[80.22598870056498, 84.18079096045197, 86.4406779661017, 89.83050847457628, 90.87508501473589]","[75.70621468926554, 84.18079096045197, 84.7457627118644, 92.65536723163842, 89.77556109725685]","[85.31073446327684, 81.92090395480226, 89.83050847457628, 89.26553672316385, 90.60303785989572]","[0.40045923242966336, 0.30251000573237735, 0.20996014028787613, 0.15746396283308664, 0.13144100705782572]","[0.41867325206597644, 0.3053717166185379, 0.22583228101332983, 0.17092657834291458, 0.13430016363660494]","[0.426825409134229, 0.27399907261133194, 0.20225216696659723, 0.16074608018000922, 0.12230171014865239]","[0.38467224438985187, 0.2856032575170199, 0.1962403580546379, 0.1556494558850924, 0.12093625217676163]","[0.36854546268781024, 0.29808814575274784, 0.19343306372563043, 0.15172803277770677, 0.11561933532357216]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8592195868400918,0.0,14.650875568389893,14.195162534713745,14.415679454803467,14.353261709213257,14.415857315063477,0,0,0,0,0,0,0,0,0,0,0.04838895797729492,,,0
7,93.38018589888915,92.71140330990704,93.38018589888915,93.04012695533893,93.40285649512582,0.15957784205675124,0.15082715998093288,0.15066362855335075,0.13141262605786325,0.1508465051651001,"[87.57062146892656, 92.09039548022598, 91.52542372881356, 93.22033898305084, 93.38018589888915]","[80.7909604519774, 90.3954802259887, 90.3954802259887, 91.52542372881356, 92.71140330990704]","[90.3954802259887, 83.05084745762711, 90.3954802259887, 93.22033898305084, 93.38018589888915]","[81.92090395480226, 88.70056497175142, 93.22033898305084, 90.96045197740112, 93.04012695533893]","[85.87570621468926, 89.83050847457628, 93.22033898305084, 94.35028248587571, 93.40285649512582]","[0.3045111149549484, 0.1974199414253235, 0.13196254521608353, 0.09635840728878975, 0.06763720139861107]","[0.26944705843925476, 0.18798847993214926, 0.1287660337984562, 0.09573277210195859, 0.07220145563284557]","[0.263255146642526, 0.1913915698726972, 0.13794923449556032, 0.0922695795694987, 0.06845261218647163]","[0.23667790989081064, 0.15902075419823328, 0.12008936951557796, 0.0806182213127613, 0.06065687537193298]","[0.2626553351680438, 0.1984669789671898, 0.13362586125731468, 0.09130455243090789, 0.06817979800204436]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775822494261668,0.0,15.081522226333618,14.122445106506348,14.274542093276978,14.291786193847656,14.335702180862427,0,0,0,0,0,0,0,0,0,0,0.04857373237609863,,,0
8,95.15982770346861,94.08297438222625,94.59306279755157,94.17365676717297,94.41169802765813,0.09897938451419273,0.10434299260377884,0.11483682518204055,0.09118273792167506,0.09033960395803053,"[84.18079096045197, 94.35028248587571, 94.35028248587571, 96.045197740113, 95.15982770346861]","[88.70056497175142, 90.96045197740112, 91.52542372881356, 93.78531073446328, 94.08297438222625]","[75.14124293785311, 92.09039548022598, 94.35028248587571, 94.35028248587571, 94.59306279755157]","[89.83050847457628, 92.09039548022598, 92.65536723163842, 95.48022598870057, 94.17365676717297]","[74.57627118644068, 88.70056497175142, 90.96045197740112, 93.78531073446328, 94.41169802765813]","[0.2031564712524414, 0.12214268743991852, 0.07974987973769505, 0.05177494138479233, 0.03807294275611639]","[0.1831364557147026, 0.13244475424289703, 0.0870949054757754, 0.07003193472822507, 0.04900691285729408]","[0.208138145506382, 0.1508806124329567, 0.09685801590482394, 0.07021123915910721, 0.04809611290693283]","[0.17224579552809396, 0.11898848166068395, 0.07779527766009171, 0.05384314867357413, 0.03304098608593146]","[0.1761901800831159, 0.10328659353156884, 0.08007962753375371, 0.05368139532705148, 0.03846022331466278]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888038765621015,0.0,14.44961428642273,14.108991146087646,14.391613245010376,14.16149616241455,14.563740253448486,0,0,0,0,0,0,0,0,0,0,0.050382375717163086,,,0
9,95.51122194513717,96.28202221718432,95.48855134890047,95.25051008841533,95.51122194513717,0.07679147105664016,0.07826678194105627,0.06933485604822637,0.06092811475197475,0.06169581975166997,"[89.26553672316385, 93.78531073446328, 90.3954802259887, 95.48022598870057, 95.51122194513717]","[90.3954802259887, 88.70056497175142, 94.35028248587571, 95.48022598870057, 96.28202221718432]","[87.57062146892656, 90.96045197740112, 94.35028248587571, 97.17514124293785, 95.48855134890047]","[90.3954802259887, 90.96045197740112, 94.35028248587571, 97.17514124293785, 95.25051008841533]","[87.57062146892656, 87.57062146892656, 97.74011299435028, 94.91525423728814, 95.51122194513717]","[0.139149754618605, 0.11001889904340108, 0.06357520322004954, 0.04151018771032492, 0.029703310690820217]","[0.14506145318349203, 0.10678665339946747, 0.06499287858605385, 0.04352968744933605, 0.030963237086931866]","[0.13134048009912172, 0.09808488686879475, 0.05528221527735392, 0.037860859806338944, 0.024105838189522426]","[0.11056968756020069, 0.08487500995397568, 0.05277878791093826, 0.033710150669018425, 0.02270693766574065]","[0.1289605014026165, 0.0712767777343591, 0.051899087304870285, 0.03465584199875593, 0.02168689031774799]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8964549859729661,0.0,14.28981328010559,14.446861743927002,14.203466415405273,14.505248785018921,14.277491569519043,0,0,0,0,0,0,0,0,0,0,0.0505523681640625,,,0
