,client_accuracy_8,client_accuracy_6,client_accuracy_2,client_accuracy_9,client_accuracy_1,client_accuracy_7,client_accuracy_5,client_accuracy_3,client_accuracy_0,client_accuracy_4,server_attack,server_accuracy
0,97.39999999999999,97.39999999999999,98.2,95.6,93.4,95.19999999999999,98.2,97.6,92.60000000000001,95.6,,0.1
1,28.999999999999996,21.6,25.4,28.4,27.0,26.8,28.000000000000004,28.000000000000004,28.999999999999996,25.8,,0.1
2,18.8,22.8,22.2,14.2,19.8,19.8,24.8,21.8,19.6,19.2,,0.1
