,client_accuracy_0,client_attack_0,server_attack,client_auc_0,server_auc
0,5.817784604163217,0.0,0.0,0.0,0.0
1,27.095609707258646,0.0,0.0,0.0,0.0
2,36.41984423464043,0.0,0.0,0.0,0.0
3,41.40756196233514,0.0,0.0,0.0,0.0
4,45.34893864202545,0.0,0.0,0.0,0.0
5,48.539887411413936,0.0,0.0,0.0,0.0
6,50.196268531781904,0.0,0.0,0.0,0.0
7,52.25453236898527,0.0,0.0,0.0,0.0
8,53.57443568736816,0.0,0.0,0.0,0.0
9,55.16446263871844,0.0,0.0,0.0,0.0
10,55.549517773589216,0.0,0.0,0.0,0.0
11,56.389424198591705,0.0,0.0,0.0,0.0
12,57.86717515082969,0.0,0.0,0.0,0.0
13,57.995600599558855,0.0,0.0,0.0,0.0
14,58.569081316043594,0.0,0.0,0.0,0.0
15,58.772716043278606,0.0,0.0,0.0,0.0
16,59.22347590368143,0.0,0.0,0.0,0.0
17,59.537880209309485,0.0,0.0,0.0,0.0
18,60.04263571659006,0.0,0.0,0.0,0.0
19,60.65844478969743,0.0,0.0,0.0,0.0
20,60.064222894959514,0.0,0.0,0.0,0.0
21,60.82032204497577,0.0,0.0,0.0,0.0
22,60.56319336726801,0.0,0.0,0.0,0.0
23,61.257388331620874,0.0,0.0,0.0,0.0
24,61.54265494351972,0.0,0.0,0.0,0.0
25,61.53058385841118,0.0,0.0,0.0,0.0
26,61.852724242446584,0.0,0.0,0.0,0.0
27,62.16260200916294,0.0,0.0,0.0,0.0
28,62.15713149497691,0.0,0.0,0.0,0.0
29,61.51447167667611,0.0,0.0,0.0,0.0
30,62.152446262284954,0.0,0.0,0.0,0.0
31,61.612275905165774,0.0,0.0,0.0,0.0
32,61.93765460604146,0.0,0.0,0.0,0.0
33,61.9575944911103,0.0,0.0,0.0,0.0
34,62.66105789041393,0.0,0.0,0.0,0.0
35,62.72318444736142,0.0,0.0,0.0,0.0
36,63.08981716136711,0.0,0.0,0.0,0.0
37,62.87915760027977,0.0,0.0,0.0,0.0
38,62.30210539060367,0.0,0.0,0.0,0.0
39,62.958050085402036,0.0,0.0,0.0,0.0
40,62.52202106864972,0.0,0.0,0.0,0.0
41,63.442008306224864,0.0,0.0,0.0,0.0
42,62.99152293626176,0.0,0.0,0.0,0.0
43,62.63150221331492,0.0,0.0,0.0,0.0
44,62.75138192260799,0.0,0.0,0.0,0.0
45,62.83034125732287,0.0,0.0,0.0,0.0
46,63.89645677006912,0.0,0.0,0.0,0.0
47,63.62975036779534,0.0,0.0,0.0,0.0
48,63.55600573324237,0.0,0.0,0.0,0.0
49,63.734615368982475,0.0,0.0,0.0,0.0
50,63.11561888073875,0.0,0.0,0.0,0.0
51,63.2720446769421,0.0,0.0,0.0,0.0
52,63.93891094914218,0.0,0.0,0.0,0.0
53,63.42238842702719,0.0,0.0,0.0,0.0
54,63.880371312358534,0.0,0.0,0.0,0.0
55,63.414324346759585,0.0,0.0,0.0,0.0
56,63.950812561012384,0.0,0.0,0.0,0.0
57,64.05729287629843,0.0,0.0,0.0,0.0
58,63.939848702857205,0.0,0.0,0.0,0.0
59,64.40891111904098,0.0,0.0,0.0,0.0
60,64.48723026547361,64.15,63.19,64.15,63.19
61,64.14326740677208,64.15,63.19,64.15,63.19
62,63.81517407255123,64.15,63.19,64.15,63.19
63,64.21430570247706,64.15,63.19,64.15,63.19
64,63.808880911917186,64.15,63.19,64.15,63.19
65,63.81999227259969,64.15,63.19,64.15,63.19
66,64.13428294408071,64.15,63.19,64.15,63.19
67,64.47681140057166,64.15,63.19,64.15,63.19
68,63.963512790939674,64.15,63.19,64.15,63.19
69,64.6904687158427,64.15,63.19,64.15,63.19
70,64.86816760631689,64.15,63.19,64.15,63.19
71,64.73768425900332,64.15,63.19,64.15,63.19
72,64.45966721846904,64.15,63.19,64.15,63.19
73,64.59436190605713,64.15,63.19,64.15,63.19
74,64.67767101377392,64.15,63.19,64.15,63.19
75,64.20649084161259,64.15,63.19,64.15,63.19
76,64.93045671252523,64.15,63.19,64.15,63.19
77,64.75232202070042,64.15,63.19,64.15,63.19
78,64.24915097590547,64.15,63.19,64.15,63.19
79,65.13251698591387,64.15,63.19,64.15,63.19
80,65.41440044137872,64.15,63.19,64.15,63.19
81,65.99387266505003,64.15,63.19,64.15,63.19
82,66.21453504496316,64.15,63.19,64.15,63.19
83,68.39793779475765,64.15,63.19,64.15,63.19
84,68.76470624623468,64.15,63.19,64.15,63.19
85,68.5158874637404,64.15,63.19,64.15,63.19
86,68.89308378397796,64.15,63.19,64.15,63.19
87,67.83158457983969,64.15,63.19,64.15,63.19
88,67.16627044623282,64.15,63.19,64.15,63.19
89,67.47263345378354,64.15,63.19,64.15,63.19
90,67.58618838683286,64.15,63.19,64.15,63.19
91,67.8281045345811,64.15,63.19,64.15,63.19
92,67.922637257852,64.15,63.19,64.15,63.19
93,67.70367675101858,64.15,63.19,64.15,63.19
94,67.85476135068924,64.15,63.19,64.15,63.19
95,68.48415005803675,64.15,63.19,64.15,63.19
96,67.60511196650734,64.15,63.19,64.15,63.19
97,67.2783657699844,64.15,63.19,64.15,63.19
98,67.13318338272153,64.15,63.19,64.15,63.19
99,67.21436351733077,64.15,63.19,64.15,63.19
