,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_loss_2,client_loss_0,client_loss_1,client_loss_4,client_loss_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_loss_per_epoch2,client_loss_per_epoch0,client_loss_per_epoch1,client_loss_per_epoch4,client_loss_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_layer_leakage_2,client_layer_leakage_0,client_layer_leakage_1,client_layer_leakage_4,client_layer_leakage_3,server_layer_leakage,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,34.53333333333333,36.89333333333333,32.57333333333333,31.493333333333336,25.466666666666665,1.8492929649353027,1.8628194284439086,1.8829513788223267,1.836167712211609,1.9656938982009886,"[20.666666666666668, 34.66666666666667, 20.666666666666668, 21.333333333333336, 34.53333333333333]","[32.0, 23.333333333333332, 23.333333333333332, 23.333333333333332, 36.89333333333333]","[32.666666666666664, 23.333333333333332, 26.666666666666668, 32.0, 32.57333333333333]","[36.666666666666664, 36.666666666666664, 36.666666666666664, 37.333333333333336, 31.493333333333336]","[28.000000000000004, 20.666666666666668, 28.000000000000004, 30.0, 25.466666666666665]","[2.8410560846328736, 1.9489053726196288, 1.621163535118103, 1.4865506410598754, 1.3487891912460328]","[2.9246495723724366, 1.8335055828094482, 1.619625210762024, 1.5032696723937988, 1.433047103881836]","[3.0398732662200927, 1.8306621313095093, 1.670619297027588, 1.4755963325500487, 1.3980058670043944]","[2.9271402835845945, 1.8424756050109863, 1.6275694608688354, 1.4791897535324097, 1.3044634580612182]","[2.9934488773345946, 2.060052490234375, 1.702551245689392, 1.5866157054901122, 1.4858011722564697]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364,0.0,{},{},{},{},{},{},16.465999603271484,11.643387794494629,11.507382869720459,11.80253529548645,11.562881708145142,0,0,0,0,0,0,0,0,0,0,0.24074816703796387,,,0
1,59.56,49.413333333333334,49.586666666666666,53.82666666666667,52.480000000000004,1.5006722712516785,1.4304910159111024,1.5208767366409304,1.4722861194610595,1.5480313658714295,"[7.333333333333333, 33.33333333333333, 45.33333333333333, 52.0, 59.56]","[19.333333333333332, 41.333333333333336, 54.666666666666664, 50.66666666666667, 49.413333333333334]","[20.0, 46.0, 47.333333333333336, 38.666666666666664, 49.586666666666666]","[35.333333333333336, 40.666666666666664, 50.0, 46.0, 53.82666666666667]","[27.333333333333332, 26.0, 25.333333333333336, 36.0, 52.480000000000004]","[2.2864620685577393, 1.6617046356201173, 1.3938206911087037, 1.1470540761947632, 1.0143198847770691]","[2.256602740287781, 1.5488402128219605, 1.3568126201629638, 1.0515902996063233, 0.9386092066764832]","[2.2211740255355834, 1.7098740816116333, 1.3728284597396851, 1.2633488655090332, 1.0371582508087158]","[2.299395728111267, 1.630976128578186, 1.3099775075912476, 1.1725250005722045, 0.9485562324523926]","[2.2128167867660524, 1.7206314325332641, 1.4726947784423827, 1.2505463123321534, 1.0834675192832948]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716,0.0,{},{},{},{},{},{},11.350596189498901,11.405680656433105,11.572913408279419,11.764402151107788,11.739640235900879,0,0,0,0,0,0,0,0,0,0,0.41685962677001953,,,0
2,57.84,40.239999999999995,60.10666666666666,59.02666666666667,57.986666666666665,1.3789005398750305,1.3839015555381775,1.3787930083274842,1.3336368155479428,1.383095233440399,"[21.333333333333336, 42.0, 60.0, 57.333333333333336, 57.84]","[38.0, 58.666666666666664, 30.666666666666664, 51.33333333333333, 40.239999999999995]","[26.666666666666668, 42.66666666666667, 53.333333333333336, 52.666666666666664, 60.10666666666666]","[26.666666666666668, 41.333333333333336, 57.99999999999999, 52.666666666666664, 59.02666666666667]","[31.333333333333336, 23.333333333333332, 38.666666666666664, 51.33333333333333, 57.986666666666665]","[2.248558592796326, 1.5674488544464111, 1.2019232988357544, 0.9915144324302674, 0.885057520866394]","[2.3281052350997924, 1.5665488243103027, 1.152819561958313, 1.052870786190033, 0.8191633701324463]","[2.2511246681213377, 1.5818774461746217, 1.2830148696899415, 0.9793779492378235, 0.7985701084136962]","[2.240046191215515, 1.4886967420578003, 1.1314865112304688, 0.9704719662666321, 0.8374826669692993]","[2.2081347703933716, 1.6412182331085206, 1.2832682371139525, 0.993368411064148, 0.7894865155220032]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4873,0.0,{},{},{},{},{},{},11.416585683822632,11.331522226333618,11.082070112228394,11.434704780578613,11.217988967895508,0,0,0,0,0,0,0,0,0,0,0.3220069408416748,,,0
3,59.586666666666666,57.879999999999995,58.02666666666667,48.10666666666666,41.44,1.103817481994629,1.0850163888931275,1.109378992319107,1.09545471906662,1.1476412343978883,"[32.0, 56.666666666666664, 50.0, 49.333333333333336, 59.586666666666666]","[18.0, 55.333333333333336, 57.99999999999999, 62.0, 57.879999999999995]","[10.0, 60.0, 57.333333333333336, 56.666666666666664, 58.02666666666667]","[38.0, 42.0, 52.0, 54.0, 48.10666666666666]","[49.333333333333336, 44.666666666666664, 56.666666666666664, 66.66666666666666, 41.44]","[1.9942901253700256, 1.2781907320022583, 0.9015934944152832, 0.7276430249214172, 0.6173700332641602]","[2.0116748332977297, 1.2299552321434022, 0.8910065174102784, 0.7028329372406006, 0.5896124243736267]","[1.9443588972091674, 1.2766908884048462, 0.9323792934417725, 0.7994811654090881, 0.593984717130661]","[1.9240131855010987, 1.278429102897644, 0.8791777133941651, 0.7391617774963379, 0.6564918160438538]","[2.0871105194091797, 1.3486321687698364, 0.9030624151229858, 0.7388211607933044, 0.6605799078941346]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0,{},{},{},{},{},{},11.384124279022217,11.158080577850342,10.98875617980957,11.401718616485596,11.3549325466156,0,0,0,0,0,0,0,0,0,0,0.5196671485900879,,,0
4,63.733333333333334,50.373333333333335,64.81333333333333,60.82666666666666,64.38666666666667,1.0017858195304872,0.9270228362083435,0.8833193469047547,0.9025720465183259,1.0072397887706757,"[4.666666666666667, 67.33333333333333, 59.333333333333336, 72.0, 63.733333333333334]","[64.0, 56.00000000000001, 68.0, 58.666666666666664, 50.373333333333335]","[60.0, 60.0, 66.0, 63.33333333333333, 64.81333333333333]","[34.66666666666667, 52.0, 47.333333333333336, 54.0, 60.82666666666666]","[32.666666666666664, 54.0, 64.66666666666666, 60.0, 64.38666666666667]","[1.9800639271736145, 1.1663874387741089, 0.8167197346687317, 0.5895742058753968, 0.4561837911605835]","[1.846577024459839, 0.9768177628517151, 0.7843286871910096, 0.5448875904083252, 0.48250311613082886]","[1.669037973880768, 1.0299205660820008, 0.7238729596138, 0.594139838218689, 0.3996253967285156]","[1.840141236782074, 0.9949836969375611, 0.6823395967483521, 0.5554246485233307, 0.4399710536003113]","[2.0419671535491943, 1.1247504830360413, 0.8296313881874084, 0.5953516960144043, 0.44449822306632997]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6692,0.0,{},{},{},{},{},{},11.213107109069824,11.246891975402832,11.345632076263428,11.249704122543335,11.169633865356445,0,0,0,0,0,0,0,0,0,0,0.5233759880065918,,,0
5,63.6,59.160000000000004,62.306666666666665,64.29333333333334,62.45333333333334,0.7376579999923706,0.7469552648067473,0.7779715931415558,0.7486769843101502,0.7585304844379425,"[50.66666666666667, 61.33333333333333, 71.33333333333334, 66.66666666666666, 63.6]","[60.0, 74.0, 74.66666666666667, 62.66666666666667, 59.160000000000004]","[36.666666666666664, 63.33333333333333, 68.0, 66.0, 62.306666666666665]","[57.333333333333336, 69.33333333333334, 69.33333333333334, 54.0, 64.29333333333334]","[56.00000000000001, 59.333333333333336, 62.66666666666667, 72.66666666666667, 62.45333333333334]","[1.4620201110839843, 0.9591166377067566, 0.5798696279525757, 0.40590746998786925, 0.2813761532306671]","[1.4195582866668701, 0.843604850769043, 0.6134098410606384, 0.519284975528717, 0.33891837000846864]","[1.5142215371131897, 0.9852638125419617, 0.6231912016868592, 0.43481619358062745, 0.33236522078514097]","[1.5363967657089233, 0.836663794517517, 0.6249095320701599, 0.37657933831214907, 0.36883549094200135]","[1.5485230326652526, 0.907708740234375, 0.6527865052223205, 0.40044848918914794, 0.28318565487861636]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6673,0.0,{},{},{},{},{},{},10.997743844985962,11.002063035964966,11.060387372970581,11.163085222244263,11.189051866531372,0,0,0,0,0,0,0,0,0,0,0.4184105396270752,,,0
6,63.56,62.94666666666666,65.14666666666666,64.60000000000001,64.84,0.6103939813375473,0.7278893452882766,0.632401048541069,0.6455649149417877,0.6814259690046309,"[54.0, 61.33333333333333, 66.0, 71.33333333333334, 63.56]","[54.0, 72.0, 72.0, 78.0, 62.94666666666666]","[59.333333333333336, 66.66666666666666, 60.0, 63.33333333333333, 65.14666666666666]","[62.66666666666667, 68.66666666666667, 73.33333333333333, 71.33333333333334, 64.60000000000001]","[46.0, 64.66666666666666, 72.66666666666667, 68.66666666666667, 64.84]","[1.4026458621025086, 0.6588029026985168, 0.43188154697418213, 0.31914966702461245, 0.23948992788791656]","[1.5507315158843995, 0.8389619827270508, 0.5531252861022949, 0.3913082778453827, 0.30531966388225557]","[1.420549201965332, 0.6782051801681519, 0.48717122077941893, 0.35370917320251466, 0.22237046658992768]","[1.396536111831665, 0.7946403503417969, 0.4788888096809387, 0.3072348088026047, 0.2505244940519333]","[1.3967678666114807, 0.8362157464027404, 0.5324009597301483, 0.3958246946334839, 0.2459205776453018]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022,0.0,{},{},{},{},{},{},11.329972982406616,11.285705804824829,11.281973123550415,11.350692510604858,11.334785223007202,0,0,0,0,0,0,0,0,0,0,0.5238237380981445,,,0
7,60.81333333333333,65.57333333333332,63.70666666666666,66.26666666666667,66.86666666666666,0.5701751387119294,0.5381298291683198,0.5870626270771027,0.5827079939842225,0.5616994297504425,"[59.333333333333336, 68.66666666666667, 71.33333333333334, 77.33333333333333, 60.81333333333333]","[8.0, 70.66666666666667, 64.0, 77.33333333333333, 65.57333333333332]","[29.333333333333332, 71.33333333333334, 60.66666666666667, 68.0, 63.70666666666666]","[14.666666666666666, 72.0, 60.66666666666667, 76.66666666666667, 66.26666666666667]","[12.666666666666668, 65.33333333333333, 75.33333333333333, 74.0, 66.86666666666666]","[1.4031912088394165, 0.6082573354244232, 0.4087293028831482, 0.2632812768220901, 0.16741656959056855]","[1.1661310136318206, 0.6728020071983337, 0.38178825974464414, 0.27053355872631074, 0.1993943065404892]","[1.3936514735221863, 0.6602405548095703, 0.43083080649375916, 0.2539554834365845, 0.19663481712341307]","[1.3464773893356323, 0.6900173544883728, 0.3934389650821686, 0.2874203324317932, 0.19618592858314515]","[1.2578665375709535, 0.6893930077552796, 0.4129464864730835, 0.2518533140420914, 0.19643780291080476]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691,0.0,{},{},{},{},{},{},11.258681535720825,11.266754388809204,11.168519735336304,11.257194995880127,11.36239504814148,0,0,0,0,0,0,0,0,0,0,0.5214178562164307,,,0
8,67.46666666666667,65.84,63.800000000000004,67.32000000000001,61.53333333333333,0.49503726303577417,0.5470037731528282,0.5033152312040328,0.44868174612522116,0.49590291321277613,"[64.66666666666666, 76.66666666666667, 73.33333333333333, 69.33333333333334, 67.46666666666667]","[55.333333333333336, 60.0, 76.66666666666667, 80.66666666666666, 65.84]","[64.0, 76.0, 80.66666666666666, 78.0, 63.800000000000004]","[36.0, 76.66666666666667, 60.0, 73.33333333333333, 67.32000000000001]","[52.666666666666664, 54.0, 62.0, 71.33333333333334, 61.53333333333333]","[1.220802652835846, 0.5938227057456971, 0.32242807149887087, 0.21094269454479217, 0.12719019055366515]","[1.2651392936706543, 0.671970808506012, 0.3765486478805542, 0.2532956153154373, 0.1680645003914833]","[1.202291977405548, 0.6348329186439514, 0.32990089654922483, 0.21461212933063506, 0.13493823409080505]","[1.0977861881256104, 0.5339488327503205, 0.3150329142808914, 0.1799416571855545, 0.11669913828372955]","[1.1755080044269561, 0.5755274951457977, 0.38043147325515747, 0.1880360573530197, 0.16001153588294983]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937,0.0,{},{},{},{},{},{},11.248833417892456,11.201642513275146,11.154887676239014,11.135838747024536,11.258533239364624,0,0,0,0,0,0,0,0,0,0,0.4250936508178711,,,0
9,67.36,65.21333333333334,67.69333333333334,67.62666666666667,67.4,0.4241333541274071,0.4769547456502914,0.44166129440069196,0.45070986628532417,0.44121039748191837,"[62.0, 70.66666666666667, 82.66666666666667, 80.66666666666666, 67.36]","[48.0, 76.0, 69.33333333333334, 78.66666666666666, 65.21333333333334]","[64.66666666666666, 72.66666666666667, 79.33333333333333, 68.66666666666667, 67.69333333333334]","[28.000000000000004, 59.333333333333336, 76.66666666666667, 68.66666666666667, 67.62666666666667]","[64.0, 59.333333333333336, 72.0, 80.0, 67.4]","[1.0412310063838959, 0.48950510025024413, 0.2989430010318756, 0.1616530492901802, 0.12933461368083954]","[1.1819867253303529, 0.5486499905586243, 0.3177127778530121, 0.19629212617874145, 0.14013210833072662]","[1.040779435634613, 0.5097665309906005, 0.3603667140007019, 0.17898170053958892, 0.11841209083795548]","[1.1931855440139771, 0.4937063634395599, 0.2777650564908981, 0.17525520622730256, 0.11363716125488281]","[1.1853364884853363, 0.4739413678646088, 0.2774227142333984, 0.1695168137550354, 0.09983460307121277]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6977,0.0,{},{},{},{},{},{},11.24915885925293,11.592390537261963,11.107442617416382,11.191137313842773,11.129194498062134,0,0,0,0,0,0,0,0,0,0,0.4386448860168457,,,0
