,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,45.440000000000005,45.76,43.413333333333334,43.36,46.56,"[22.0, 21.333333333333336, 20.666666666666668, 28.666666666666668, 29.333333333333332, 30.666666666666664, 40.0, 38.0, 39.33333333333333, 45.440000000000005]","[22.666666666666664, 28.666666666666668, 30.666666666666664, 32.666666666666664, 34.0, 22.666666666666664, 29.333333333333332, 43.333333333333336, 34.66666666666667, 45.76]","[32.0, 28.000000000000004, 21.333333333333336, 40.0, 39.33333333333333, 45.33333333333333, 46.0, 42.66666666666667, 44.0, 43.413333333333334]","[32.666666666666664, 21.333333333333336, 20.666666666666668, 24.666666666666668, 42.66666666666667, 37.333333333333336, 38.0, 46.666666666666664, 46.0, 43.36]","[24.666666666666668, 24.0, 29.333333333333332, 36.0, 42.0, 44.666666666666664, 45.33333333333333, 47.333333333333336, 44.0, 46.56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.0,27.409825325012207,26.198455810546875,26.363824367523193,26.43140745162964,26.42614769935608,0,0,0,0,0,0,0,0,0,0,0.04058241844177246,,,0
1,52.16,56.74666666666667,52.46666666666666,49.946666666666665,51.70666666666667,"[50.66666666666667, 45.33333333333333, 48.0, 46.666666666666664, 34.0, 56.00000000000001, 56.00000000000001, 54.666666666666664, 59.333333333333336, 52.16]","[34.0, 46.0, 41.333333333333336, 51.33333333333333, 39.33333333333333, 44.0, 47.333333333333336, 44.666666666666664, 48.0, 56.74666666666667]","[44.666666666666664, 51.33333333333333, 49.333333333333336, 54.0, 58.666666666666664, 59.333333333333336, 46.0, 56.00000000000001, 53.333333333333336, 52.46666666666666]","[45.33333333333333, 44.0, 50.66666666666667, 48.0, 45.33333333333333, 46.0, 53.333333333333336, 49.333333333333336, 48.66666666666667, 49.946666666666665]","[42.0, 35.333333333333336, 46.0, 45.33333333333333, 42.66666666666667, 36.666666666666664, 42.66666666666667, 48.0, 51.33333333333333, 51.70666666666667]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5554,0.0,26.9200656414032,26.36594820022583,27.034902811050415,26.412845134735107,26.379616022109985,0,0,0,0,0,0,0,0,0,0,0.0534975528717041,,,0
2,59.93333333333334,56.54666666666667,55.90666666666667,59.906666666666666,50.96000000000001,"[34.0, 44.666666666666664, 53.333333333333336, 58.666666666666664, 59.333333333333336, 62.0, 56.00000000000001, 60.0, 52.666666666666664, 59.93333333333334]","[43.333333333333336, 50.66666666666667, 46.666666666666664, 48.0, 53.333333333333336, 48.0, 54.0, 44.0, 46.666666666666664, 56.54666666666667]","[47.333333333333336, 46.666666666666664, 54.0, 41.333333333333336, 44.0, 54.666666666666664, 59.333333333333336, 44.0, 48.66666666666667, 55.90666666666667]","[33.33333333333333, 53.333333333333336, 50.66666666666667, 52.666666666666664, 60.66666666666667, 62.66666666666667, 62.66666666666667, 60.0, 55.333333333333336, 59.906666666666666]","[47.333333333333336, 48.0, 52.0, 48.0, 54.0, 52.666666666666664, 56.666666666666664, 58.666666666666664, 56.00000000000001, 50.96000000000001]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6308,0.0,25.87011957168579,25.92177677154541,25.802863121032715,25.7259521484375,26.373075246810913,0,0,0,0,0,0,0,0,0,0,0.043546438217163086,,,0
3,55.400000000000006,56.04,58.653333333333336,45.906666666666666,49.88,"[54.0, 40.666666666666664, 56.666666666666664, 56.00000000000001, 58.666666666666664, 65.33333333333333, 54.666666666666664, 56.666666666666664, 54.0, 55.400000000000006]","[50.66666666666667, 56.666666666666664, 58.666666666666664, 57.99999999999999, 56.00000000000001, 52.0, 57.333333333333336, 52.666666666666664, 57.333333333333336, 56.04]","[34.0, 50.66666666666667, 60.0, 54.666666666666664, 57.333333333333336, 55.333333333333336, 56.666666666666664, 60.66666666666667, 56.00000000000001, 58.653333333333336]","[52.666666666666664, 48.66666666666667, 63.33333333333333, 63.33333333333333, 63.33333333333333, 72.0, 72.0, 66.66666666666666, 64.66666666666666, 45.906666666666666]","[64.66666666666666, 55.333333333333336, 57.333333333333336, 60.66666666666667, 64.66666666666666, 59.333333333333336, 51.33333333333333, 64.0, 68.0, 49.88]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6067,0.0,25.87930130958557,26.361177921295166,26.176210403442383,26.040348529815674,26.187437057495117,0,0,0,0,0,0,0,0,0,0,0.055698394775390625,,,0
4,59.17333333333333,56.82666666666667,61.86666666666667,58.93333333333334,59.29333333333333,"[53.333333333333336, 66.0, 66.66666666666666, 62.0, 60.0, 65.33333333333333, 68.0, 57.333333333333336, 62.0, 59.17333333333333]","[58.666666666666664, 52.0, 64.66666666666666, 60.0, 70.66666666666667, 65.33333333333333, 51.33333333333333, 74.66666666666667, 63.33333333333333, 56.82666666666667]","[46.0, 45.33333333333333, 56.00000000000001, 60.66666666666667, 66.66666666666666, 61.33333333333333, 68.66666666666667, 59.333333333333336, 60.66666666666667, 61.86666666666667]","[50.66666666666667, 62.0, 60.66666666666667, 65.33333333333333, 64.66666666666666, 62.0, 58.666666666666664, 68.66666666666667, 67.33333333333333, 58.93333333333334]","[57.333333333333336, 36.666666666666664, 65.33333333333333, 44.0, 60.66666666666667, 68.66666666666667, 72.0, 71.33333333333334, 66.0, 59.29333333333333]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466,0.0,25.96653175354004,26.10075354576111,25.97404932975769,25.880062341690063,26.15243363380432,0,0,0,0,0,0,0,0,0,0,0.040715694427490234,,,0
5,52.28,51.33333333333333,6.826666666666667,43.24,61.6,"[52.0, 41.333333333333336, 55.333333333333336, 62.66666666666667, 66.66666666666666, 61.33333333333333, 66.0, 70.66666666666667, 70.0, 52.28]","[55.333333333333336, 21.333333333333336, 65.33333333333333, 67.33333333333333, 66.0, 66.66666666666666, 63.33333333333333, 63.33333333333333, 67.33333333333333, 51.33333333333333]","[36.666666666666664, 48.0, 60.66666666666667, 63.33333333333333, 62.0, 63.33333333333333, 62.0, 64.66666666666666, 59.333333333333336, 6.826666666666667]","[53.333333333333336, 56.00000000000001, 58.666666666666664, 37.333333333333336, 66.0, 57.333333333333336, 64.0, 64.66666666666666, 55.333333333333336, 43.24]","[56.666666666666664, 42.0, 65.33333333333333, 54.666666666666664, 64.0, 52.666666666666664, 44.0, 59.333333333333336, 63.33333333333333, 61.6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5926,0.0,26.52129054069519,26.17370367050171,25.846741199493408,26.251010417938232,26.23738169670105,0,0,0,0,0,0,0,0,0,0,0.04522299766540527,,,0
6,24.986666666666665,40.28,34.586666666666666,51.2,63.68000000000001,"[37.333333333333336, 56.00000000000001, 70.0, 66.66666666666666, 66.0, 65.33333333333333, 70.0, 64.0, 74.0, 24.986666666666665]","[54.0, 45.33333333333333, 63.33333333333333, 72.0, 68.0, 70.0, 78.66666666666666, 57.333333333333336, 66.0, 40.28]","[51.33333333333333, 58.666666666666664, 60.0, 61.33333333333333, 72.0, 66.0, 66.0, 11.333333333333332, 66.66666666666666, 34.586666666666666]","[40.0, 70.66666666666667, 50.66666666666667, 70.0, 59.333333333333336, 71.33333333333334, 62.0, 33.33333333333333, 67.33333333333333, 51.2]","[33.33333333333333, 38.666666666666664, 66.0, 67.33333333333333, 69.33333333333334, 60.66666666666667, 74.66666666666667, 36.0, 57.333333333333336, 63.68000000000001]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.0,25.84666657447815,26.4522864818573,26.064547777175903,26.04829716682434,26.31912064552307,0,0,0,0,0,0,0,0,0,0,0.04157853126525879,,,0
7,17.226666666666667,55.57333333333333,25.2,59.08,62.413333333333334,"[38.0, 66.66666666666666, 62.66666666666667, 57.99999999999999, 62.0, 66.0, 52.666666666666664, 44.666666666666664, 51.33333333333333, 17.226666666666667]","[42.0, 70.0, 68.66666666666667, 66.0, 74.0, 63.33333333333333, 74.0, 8.0, 66.0, 55.57333333333333]","[50.66666666666667, 52.666666666666664, 70.66666666666667, 75.33333333333333, 74.66666666666667, 79.33333333333333, 81.33333333333333, 42.0, 62.0, 25.2]","[45.33333333333333, 64.0, 68.0, 62.66666666666667, 68.66666666666667, 48.66666666666667, 50.0, 17.333333333333336, 50.0, 59.08]","[10.0, 63.33333333333333, 68.0, 56.666666666666664, 70.0, 68.66666666666667, 60.66666666666667, 22.666666666666664, 56.00000000000001, 62.413333333333334]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009,0.0,26.09503746032715,25.65439200401306,26.088001251220703,26.242724657058716,25.884461641311646,0,0,0,0,0,0,0,0,0,0,0.041811227798461914,,,0
8,9.48,43.666666666666664,8.386666666666667,19.173333333333336,37.053333333333335,"[60.0, 65.33333333333333, 64.0, 70.0, 51.33333333333333, 69.33333333333334, 67.33333333333333, 67.33333333333333, 68.66666666666667, 9.48]","[54.0, 60.66666666666667, 63.33333333333333, 76.0, 76.66666666666667, 33.33333333333333, 50.0, 61.33333333333333, 67.33333333333333, 43.666666666666664]","[64.66666666666666, 74.0, 50.0, 65.33333333333333, 70.66666666666667, 65.33333333333333, 62.0, 66.0, 68.0, 8.386666666666667]","[32.0, 42.66666666666667, 46.0, 70.66666666666667, 71.33333333333334, 21.333333333333336, 70.0, 63.33333333333333, 57.99999999999999, 19.173333333333336]","[34.0, 53.333333333333336, 68.66666666666667, 43.333333333333336, 70.66666666666667, 57.333333333333336, 56.00000000000001, 75.33333333333333, 70.0, 37.053333333333335]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3879,0.0,26.260698795318604,26.924360513687134,26.48379611968994,27.04912543296814,26.497591257095337,0,0,0,0,0,0,0,0,0,0,0.056471824645996094,,,0
9,34.66666666666667,60.94666666666667,63.0,29.026666666666667,59.72,"[48.66666666666667, 70.0, 58.666666666666664, 68.66666666666667, 70.66666666666667, 24.666666666666668, 62.0, 71.33333333333334, 46.666666666666664, 34.66666666666667]","[38.666666666666664, 45.33333333333333, 72.0, 71.33333333333334, 67.33333333333333, 7.333333333333333, 46.0, 65.33333333333333, 64.66666666666666, 60.94666666666667]","[63.33333333333333, 48.66666666666667, 75.33333333333333, 62.0, 47.333333333333336, 19.333333333333332, 36.666666666666664, 8.0, 71.33333333333334, 63.0]","[50.0, 54.666666666666664, 50.66666666666667, 65.33333333333333, 72.66666666666667, 57.99999999999999, 72.0, 47.333333333333336, 64.0, 29.026666666666667]","[65.33333333333333, 42.0, 76.66666666666667, 69.33333333333334, 78.0, 41.333333333333336, 77.33333333333333, 74.0, 50.0, 59.72]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649,0.0,25.996822118759155,26.052302598953247,26.36541748046875,26.277385711669922,26.26248574256897,0,0,0,0,0,0,0,0,0,0,0.04266953468322754,,,0
