,client_accuracy_3,client_accuracy_1,client_accuracy_2,client_accuracy_4,client_accuracy_0,client_attack_3,client_attack_1,client_attack_2,client_attack_4,client_attack_0,client_auc_3,client_auc_1,client_auc_2,client_auc_4,client_auc_0,server_attack,server_accuracy,server_auc,client_round_duration_3,client_round_duration_1,client_round_duration_2,client_round_duration_4,client_round_duration_0,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
0,12.568416784917899,13.095479424285426,10.966957226839652,10.176363267788364,13.257652544090817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13176298879001033,0.0,0.4645576477050781,0.47214841842651367,0.4795951843261719,0.47876977920532227,0.47476935386657715,0,0,0,0,0,0,0,0,0,0,0.026790618896484375,,,0
1,21.32576525440908,19.947293736063248,19.72430569633083,21.183863774579365,18.54855057774174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22592960477860438,0.0,0.48857641220092773,0.48314690589904785,0.4969918727874756,0.48700404167175293,0.48369693756103516,0,0,0,0,0,0,0,0,0,0,0.1279008388519287,,,0
2,27.934319886478814,29.434421244678692,28.36002432596797,25.116561929860126,28.46138252584634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100754765428095,0.0,0.49080944061279297,0.4908456802368164,0.4828178882598877,0.4886188507080078,0.4825713634490967,0,0,0,0,0,0,0,0,0,0,0.12747812271118164,,,0
3,33.54956415974053,36.36732211635921,34.01581187918102,32.35353740117575,37.016014595580785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3786462873244005,0.0,0.48380160331726074,0.48153257369995117,0.5064327716827393,0.48317623138427734,0.4878723621368408,0,0,0,0,0,0,0,0,0,0,0.11075997352600098,,,0
4,37.989053314413134,40.48246503142104,36.02270423677275,36.347050476383544,37.44171903506994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41643185826356655,0.0,0.48157715797424316,0.49010491371154785,0.4943246841430664,0.4901432991027832,0.4819610118865967,0,0,0,0,0,0,0,0,0,0,0.12426543235778809,,,0
5,40.806811271031826,41.71903506993716,44.86113926616663,40.806811271031826,41.55686195013177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4644071003358267,0.0,0.4889540672302246,0.4889261722564697,0.48152613639831543,0.48598265647888184,0.49297356605529785,0,0,0,0,0,0,0,0,0,0,0.02459883689880371,,,0
6,42.79343198864788,46.563957024123255,45.55037502533955,41.90147982971823,40.46219339144537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4822525389714378,0.0,0.48452162742614746,0.4874076843261719,0.47658586502075195,0.4926483631134033,0.4816455841064453,0,0,0,0,0,0,0,0,0,0,0.09477090835571289,,,0
7,47.861341982566394,46.54368538414758,46.23961078451247,48.347861341982565,42.915061828501926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5005709729514234,0.0,0.47336506843566895,0.48484230041503906,0.47934603691101074,0.48292994499206543,0.47795724868774414,0,0,0,0,0,0,0,0,0,0,0.09567809104919434,,,0
8,45.63146158524224,48.205959862152845,47.699168862761,49.584431380498685,46.86803162375836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5123485570263459,0.0,0.519296407699585,0.4620015621185303,0.5613069534301758,0.46936702728271484,0.4787633419036865,0,0,0,0,0,0,0,0,0,0,0.025130510330200195,,,0
9,46.80721670383134,48.91546726130144,50.71964321913642,48.02351510237178,49.84796270018245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5255518842107397,0.0,0.4603893756866455,0.5722775459289551,0.6216576099395752,0.49353814125061035,0.4862232208251953,0,0,0,0,0,0,0,0,0,0,0.11180806159973145,,,0
10,51.97648489762822,48.42894790188526,48.12487330225015,49.36144334076627,50.699371579160754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54212023541654,0.0,0.4833524227142334,0.48233866691589355,0.48705172538757324,0.47999000549316406,0.6377015113830566,0,0,0,0,0,0,0,0,0,0,0.09729576110839844,,,0
11,51.06426109872289,51.266977498479626,51.59132373809041,48.388404621933915,52.908980336509224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428027001277087,0.0,0.4876251220703125,0.48821520805358887,0.4898104667663574,0.48835158348083496,0.508732795715332,0,0,0,0,0,0,0,0,0,0,0.13083481788635254,,,0
12,53.88201905534158,52.26028785728766,52.17920129738496,54.18609365497669,52.300831137239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5580331502165643,0.0,0.48474788665771484,0.4823939800262451,0.4846992492675781,0.4720158576965332,0.4866831302642822,0,0,0,0,0,0,0,0,0,0,0.10238528251647949,,,0
