,client_accuracy_3,client_accuracy_0,client_accuracy_4,client_accuracy_1,client_accuracy_2,client_attack_3,client_attack_0,client_attack_4,client_attack_1,client_attack_2,client_auc_3,client_auc_0,client_auc_4,client_auc_1,client_auc_2,server_attack,server_accuracy,server_auc
0,35.30945363863069,33.767853094536385,33.257764679211064,33.81319428700974,34.583994559056904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19841877072175465,0.0
1,51.26955338925414,51.4282475629109,54.97619587395148,55.04420766266153,53.18521877125369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5950012751849018,0.0
2,57.29993198821129,71.65041940603038,69.40603037859896,72.33053729313082,65.77873498073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7620504973221117,0.0
3,73.1126728632963,79.2677397415552,83.20108818861937,68.09113579687146,74.52958512808887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525886253506758,0.0
4,69.99546588075266,77.3067331670823,72.98798458399456,83.80185898889141,75.60643844933122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8923743942871717,0.0
5,75.85581500793471,73.15801405576967,82.82702335071413,87.84856041713897,84.7766946270687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9232338689109921,0.0
6,86.61301292223985,90.36499659941056,78.96168669236002,89.34481976875992,89.9569258671503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9217036470288191,0.0
7,79.9705282248923,83.43912944910451,86.23894808433462,83.9718884606665,78.87100430741329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9413414945167049,0.0
8,90.69372024484244,86.34096576739968,81.27408750850147,64.6338698707776,83.08773520743595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466972711043101,0.0
9,87.28179551122194,86.47698934481977,83.54114713216958,85.11675357061891,88.61936068918612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466972711043101,0.0
10,88.5286783042394,89.0047608252097,89.43550215370665,84.28927680798004,89.35615506687826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477174190257588,0.0
11,80.31058716844252,87.95057810020404,85.6495125821809,90.0702788483337,90.75039673543415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9505228258097425,0.0
12,87.90523690773068,89.40149625935162,88.73271367036953,81.07005214237134,76.33189752890502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538383065544503,0.0
13,86.27295397868964,84.45930627975515,87.3271367036953,88.90274314214463,84.91271820448878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9530731956133639,0.0
14,90.0362729539787,88.48333711176603,90.29698481070052,84.31194740421674,92.76807980049875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9566437133384341,0.0
15,91.02244389027432,90.43300838812061,89.66220811607344,85.01473588755384,92.74540920426207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556235654169855,0.0
16,92.00861482656994,88.7780548628429,90.28564951258218,90.0702788483337,92.24665608705509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9561336393777098,0.0
17,94.58172749943323,88.73271367036953,92.20131489458173,85.94423033325776,91.045114486511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625095638867636,0.0
18,87.56517796418046,93.55021537066425,88.25663114939924,81.19474042167309,92.75674450238041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9530731956133639,0.0
19,90.25164361822716,94.4343686238948,81.84085241441849,92.42802085694854,90.71639084107912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584289722009691,0.0
20,90.89775561097257,90.24030832010882,89.5941963273634,92.97211516662888,91.09045567898436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958173935220607,0.0
21,88.07526637950578,89.77556109725685,90.41033779188392,88.06393108138744,90.41033779188392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9630196378474879,0.0
22,90.05894355021537,86.06891861255951,87.98458399455906,88.88007254590796,70.53956019043301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568987503187962,0.0
23,86.64701881659488,92.67739741555204,89.25413738381319,93.28950351394242,94.02629789163454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645498597296608,0.0
24,89.50351394241669,90.3196554069372,91.13579687145771,86.34096576739968,87.65586034912718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525631216526397,0.0
25,93.66356835184764,89.7868963953752,91.31716164135116,92.92677397415552,89.5941963273634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683754144350931,0.0
26,93.82226252550441,89.46950804806167,89.14078440262979,92.45069145318521,92.71140330990704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9617444529456771,0.0
27,89.40149625935162,92.68873271367038,93.66356835184764,87.53117206982543,93.28950351394242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96327467482785,0.0
28,91.54386760371797,93.7315801405577,91.14713216957607,87.98458399455906,93.58422126501928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686304514154552,0.0
29,89.3674903649966,93.91294491045115,93.17615053275901,92.7794150986171,87.98458399455906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969905636317266,0.0
30,94.58172749943323,91.78190886420313,83.31444116980276,92.18997959646339,91.41917932441623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959959194083142,0.0
31,92.41668555883021,92.63205622307866,90.21763772387213,87.51983677170709,90.6823849467241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653149706707472,0.0
32,87.51983677170709,91.84992065291317,93.34618000453412,94.49104511448651,92.14463840399002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653149706707472,0.0
33,95.59056903196554,84.87871231013375,95.03513942416686,91.43051462253457,90.10428474268873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9744963019637848,0.0
34,90.10428474268873,90.08161414645205,90.7390614373158,91.02244389027432,93.61822715937429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9671002295332823,0.0
35,92.7227386080254,91.6345499886647,93.7315801405577,90.50102017683065,89.93425527091362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714358581994389,0.0
36,88.48333711176603,93.70890954432102,90.85241441849921,89.7302199047835,82.75901156200408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688854883958173,0.0
37,92.62072092496034,93.47086828383586,94.78576286556336,91.80457946043981,92.643391521197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9668451925529201,0.0
38,94.17365676717297,90.9090909090909,91.31716164135116,91.30582634323284,82.82702335071413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964804896710023,0.0
39,93.45953298571752,93.40285649512582,96.46338698707775,91.66855588301972,94.24166855588302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9737311910226983,0.0
40,95.17116300158695,91.11312627522103,90.13829063704375,90.51235547494899,84.79936522330537,49.152542372881356,49.152542372881356,50.282485875706215,49.43502824858757,51.12994350282486,49.152542372881356,49.15254237288135,50.282485875706215,49.43502824858757,51.12994350282487,50.266379505781,0.9706707472583525,50.266379505781
41,91.9972795284516,95.28451598277034,90.13829063704375,93.3121741101791,91.44184992065291,50.56497175141242,48.87005649717514,50.56497175141242,50.847457627118644,50.56497175141242,50.564971751412436,48.87005649717514,50.564971751412436,50.847457627118644,50.564971751412436,50.374064837905244,0.9676103034940067,50.37406483790523
42,91.60054409430968,90.56903196554069,94.35502153706643,82.88369984130583,88.01858988891408,49.43502824858757,49.717514124293785,50.847457627118644,51.12994350282486,50.56497175141242,49.43502824858758,49.717514124293785,50.847457627118644,51.12994350282486,50.564971751412436,50.34005894355021,0.9701606732976281,50.34005894355021
43,96.71276354568124,92.40535026071186,93.89027431421447,93.25549761958739,93.15347993652233,49.152542372881356,51.41242937853108,49.717514124293785,50.847457627118644,49.717514124293785,49.152542372881356,51.41242937853108,49.717514124293785,50.847457627118644,49.717514124293785,50.31738834731353,0.9683754144350931,50.31738834731354
44,94.4003627295398,92.93810927227386,93.5955565631376,92.59805032872364,88.2793017456359,50.282485875706215,49.43502824858757,50.847457627118644,49.43502824858757,50.847457627118644,50.282485875706215,49.435028248587564,50.847457627118644,49.43502824858757,50.847457627118644,50.24370890954432,0.9691405253761796,50.243708909544324
