,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_loss_2,client_loss_0,client_loss_1,client_loss_4,client_loss_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_loss_per_epoch2,client_loss_per_epoch0,client_loss_per_epoch1,client_loss_per_epoch4,client_loss_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_layer_leakage_2,client_layer_leakage_0,client_layer_leakage_1,client_layer_leakage_4,client_layer_leakage_3,server_layer_leakage,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
10,10,10,10,10,10,10,10,10,10,1.0987210145055983,0.4357031917759713,4.747783508474494,6.126150096961868,4.666696600543546,1.819873860007838,1.8346507862994543,1.871151048258732,1.8114770751250413,1.8097270325610515,"[36.666666666666664, 36.666666666666664, 43.333333333333336, 42.0, 37.62666666666667]","[38.666666666666664, 40.666666666666664, 40.0, 33.33333333333333, 33.986666666666665]","[39.33333333333333, 38.0, 44.0, 38.666666666666664, 37.81333333333333]","[41.333333333333336, 40.666666666666664, 40.0, 42.66666666666667, 40.74666666666666]","[34.66666666666667, 38.666666666666664, 34.66666666666667, 37.333333333333336, 39.04]","[1.8424498093755621, 1.8259070233294838, 1.8106852769851685, 1.8108721093127602, 1.8094550810362164]","[1.8645230217983848, 1.8089506312420494, 1.8550104028300236, 1.8351159283989353, 1.8096539472278796]","[1.8671378963872005, 1.8660552501678467, 1.8754123449325562, 1.8600705171886243, 1.8870792326174284]","[1.8207290674510754, 1.7998392519197965, 1.8164274755277132, 1.8143501093513088, 1.8060394713753147]","[1.8270534339704012, 1.8145713743410612, 1.794071774733694, 1.8061954159485667, 1.806743163811533]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4185,0.0,{},{},{},{},{},{},16.463656425476074,16.28708004951477,16.59614610671997,16.424522638320923,16.5969295501709,0,0,0,0,0,0,0,0,0,0,0.5199069976806641,,,0
11,11,11,11,11,11,11,11,11,11,3.13872101450559,2.3886597441660204,7.414450175141151,5.886150096961875,5.546696600543551,1.7946682214736938,1.7950691838013495,1.836951555703816,1.8012357774533725,1.8343662462736432,"[46.666666666666664, 45.33333333333333, 42.66666666666667, 44.0, 39.666666666666664]","[29.333333333333332, 32.0, 28.000000000000004, 30.666666666666664, 37.480000000000004]","[42.0, 39.33333333333333, 40.666666666666664, 39.33333333333333, 40.48]","[37.333333333333336, 35.333333333333336, 39.33333333333333, 36.0, 40.50666666666667]","[44.0, 38.0, 42.0, 40.0, 39.92]","[1.8011215423282825, 1.8084532022476196, 1.7951378006684153, 1.7870279989744489, 1.7816005631497032]","[1.8211181979430349, 1.7785077032290006, 1.7989988577993292, 1.7972764341454757, 1.7794447258899087]","[1.829083800315857, 1.8677435234973305, 1.8203398177498264, 1.8337297314091732, 1.833860905546891]","[1.8211980367961682, 1.7752305018274408, 1.8209204548283626, 1.7992272251530697, 1.7896026686618203]","[1.8361121792542308, 1.8282541350314492, 1.828830267253675, 1.8421898076408787, 1.8364448421879818]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4194,0.0,{},{},{},{},{},{},16.596961736679077,16.70797848701477,16.367136001586914,16.594375371932983,16.575331449508667,0,0,0,0,0,0,0,0,0,0,0.4210665225982666,,,0
12,12,12,12,12,12,12,12,12,12,2.152054347838926,3.801993077499362,7.2144501751411525,6.206150096961875,6.146696600543545,1.7959356408370168,1.8077789369382355,1.8148268034583643,1.810377714508458,1.8037469048249093,"[43.333333333333336, 49.333333333333336, 45.33333333333333, 46.0, 38.68]","[34.0, 32.666666666666664, 33.33333333333333, 34.66666666666667, 38.89333333333334]","[42.66666666666667, 44.0, 41.333333333333336, 43.333333333333336, 40.28]","[42.66666666666667, 37.333333333333336, 39.33333333333333, 43.333333333333336, 40.82666666666667]","[38.666666666666664, 43.333333333333336, 40.0, 40.666666666666664, 40.52]","[1.834891482403404, 1.77592596882268, 1.8020121298338239, 1.7708096943403546, 1.7960389287848222]","[1.8277130064211393, 1.838057003523174, 1.7928280893125033, 1.7856171570326154, 1.7946794284017462]","[1.8164151216808118, 1.829365190706755, 1.8190763435865704, 1.7972875519802696, 1.8119898093374152]","[1.8248820242128874, 1.7917306485928988, 1.827827629290129, 1.7822047472000122, 1.8252435232463635]","[1.833255178049991, 1.8307940269771374, 1.767354588759573, 1.8019384459445351, 1.7853922843933105]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4213,0.0,{},{},{},{},{},{},16.570034742355347,15.771406412124634,17.125601291656494,16.967048168182373,16.79772925376892,0,0,0,0,0,0,0,0,0,0,0.4160599708557129,,,0
13,13,13,13,13,13,13,13,13,13,5.072054347838929,3.9886597441660223,8.027783508474482,6.286150096961868,5.893363267210209,1.8159063803522209,1.7839005909468,1.831653532228972,1.8113896683642736,1.7624281582079433,"[45.33333333333333, 38.666666666666664, 44.666666666666664, 43.333333333333336, 41.6]","[44.0, 41.333333333333336, 40.0, 38.0, 39.08]","[50.0, 40.0, 42.0, 42.66666666666667, 41.093333333333334]","[39.33333333333333, 41.333333333333336, 46.0, 35.333333333333336, 40.906666666666666]","[34.0, 36.0, 35.333333333333336, 33.33333333333333, 40.266666666666666]","[1.86470721897326, 1.8257854612250077, 1.7950754667583264, 1.7904560503206755, 1.8035077044838352]","[1.8245132471385754, 1.7788810102563155, 1.757726085813422, 1.7736209379999262, 1.78476167352576]","[1.8657311263837313, 1.8292143219395687, 1.8290049527820789, 1.8131398527245772, 1.821177407314903]","[1.8756230128438849, 1.795641026998821, 1.801391087080303, 1.797687342292384, 1.7866058726059764]","[1.7890727582730745, 1.7737077223627191, 1.7625528009314286, 1.7372173196391056, 1.74959018983339]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4269,0.0,{},{},{},{},{},{},17.299532890319824,16.975185871124268,16.872255086898804,16.870718479156494,16.808424472808838,0,0,0,0,0,0,0,0,0,0,0.3700554370880127,,,0
14,14,14,14,14,14,14,14,14,14,3.59205434783892,4.001993077499347,8.747783508474491,5.099483430295206,7.20002993387688,1.8204518694626657,1.8294243511400723,1.8051344658199109,1.7646493736066318,1.752752547515066,"[40.0, 49.333333333333336, 48.0, 40.666666666666664, 40.12]","[42.66666666666667, 32.666666666666664, 34.66666666666667, 38.666666666666664, 39.093333333333334]","[38.666666666666664, 37.333333333333336, 40.666666666666664, 38.666666666666664, 41.81333333333333]","[40.0, 38.0, 37.333333333333336, 37.333333333333336, 39.72]","[30.666666666666664, 32.0, 33.33333333333333, 34.0, 41.57333333333334]","[1.8947648374657882, 1.831299442993967, 1.7988530522898625, 1.8017344663017674, 1.7756075482619436]","[1.8821807597812854, 1.811536054862173, 1.8274555896457874, 1.821778749164782, 1.8041706022463346]","[1.8275392620187056, 1.7964411785728054, 1.7894936172585738, 1.8189305004320646, 1.7932677708174054]","[1.815009637882835, 1.7634751043821637, 1.7569230794906616, 1.757863672156083, 1.729975374121415]","[1.8133404505880255, 1.7615065825612921, 1.7437100222236233, 1.7286837540174786, 1.716521928184911]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4295,0.0,{},{},{},{},{},{},16.44466733932495,16.768974781036377,17.306148529052734,16.87925624847412,16.639911890029907,0,0,0,0,0,0,0,0,0,0,0.4256711006164551,,,0
15,15,15,15,15,15,15,15,15,15,5.592054347838934,7.468659744166023,8.534450175141156,6.686150096961878,8.066696600543546,1.777643858759027,1.7780891142393416,1.8177134865208675,1.76994717874025,1.7922546098106786,"[44.0, 44.666666666666664, 46.0, 43.333333333333336, 42.120000000000005]","[35.333333333333336, 35.333333333333336, 36.0, 30.0, 42.559999999999995]","[42.66666666666667, 41.333333333333336, 44.666666666666664, 46.666666666666664, 41.6]","[39.33333333333333, 40.666666666666664, 40.666666666666664, 36.666666666666664, 41.30666666666667]","[39.33333333333333, 38.0, 39.33333333333333, 40.0, 42.44]","[1.823386455837049, 1.7766841712750887, 1.7618676549509953, 1.7685641175822209, 1.7577168941497803]","[1.847674953310113, 1.767395251675656, 1.7703829564546283, 1.7368523321653668, 1.7681400775909424]","[1.8492432707234432, 1.819645266783865, 1.815093900028028, 1.8197289015117444, 1.7848560935572575]","[1.8174359610206203, 1.7965315141175922, 1.7302082965248509, 1.752748313703035, 1.7528118083351536]","[1.8603075491754633, 1.7850825410140188, 1.7821598241203709, 1.7736195074884515, 1.7601036272550885]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4361,0.0,{},{},{},{},{},{},16.90177822113037,16.837072610855103,16.86084294319153,16.656684160232544,17.2573299407959,0,0,0,0,0,0,0,0,0,0,0.419952392578125,,,0
16,16,16,16,16,16,16,16,16,16,4.352054347838928,7.188659744166027,9.294450175141154,5.619483430295209,6.933363267210216,1.7742988310362164,1.7834167078921666,1.8251134470889443,1.7917567052339252,1.805713046224494,"[35.333333333333336, 37.333333333333336, 35.333333333333336, 38.0, 40.88]","[48.66666666666667, 45.33333333333333, 44.666666666666664, 44.0, 42.28]","[49.333333333333336, 49.333333333333336, 44.666666666666664, 46.0, 42.36]","[44.0, 39.33333333333333, 39.33333333333333, 42.0, 40.239999999999995]","[38.666666666666664, 37.333333333333336, 34.66666666666667, 36.0, 41.30666666666667]","[1.8518001594041522, 1.7774173335025185, 1.746071972345051, 1.7544607990666439, 1.7417438908627159]","[1.8737616413518001, 1.7716825635809648, 1.7378498253069425, 1.7938718293842517, 1.7399176798368756]","[1.9518593988920514, 1.7655165885624133, 1.8220250292828208, 1.8039294983211316, 1.7822367203863043]","[1.8753328260622526, 1.8001562858882703, 1.7732245420154773, 1.758114124599256, 1.7519557476043701]","[1.8515740068335282, 1.8088653024874235, 1.799294208225451, 1.7954527390630621, 1.7733789745130037]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4394,0.0,{},{},{},{},{},{},17.105257749557495,16.88595414161682,16.798404693603516,16.546733856201172,17.15336036682129,0,0,0,0,0,0,0,0,0,0,0.4277586936950683,,,0
17,17,17,17,17,17,17,17,17,17,4.645387681172258,7.801993077499355,8.78778350847449,7.352816763628539,6.8666966005435475,1.849602576305992,1.7905811836844996,1.8472378906450773,1.833294286225972,1.8098919968856009,"[40.0, 39.33333333333333, 40.666666666666664, 38.666666666666664, 41.17333333333333]","[40.666666666666664, 41.333333333333336, 36.666666666666664, 42.66666666666667, 42.89333333333333]","[43.333333333333336, 38.666666666666664, 38.0, 37.333333333333336, 41.85333333333333]","[46.666666666666664, 45.33333333333333, 46.0, 44.666666666666664, 41.973333333333336]","[36.0, 39.33333333333333, 39.33333333333333, 32.0, 41.24]","[1.9444355462726794, 1.8077055027610378, 1.8966503707986129, 1.7790975884387368, 1.8201238732588918]","[1.946555727406552, 1.774297268767106, 1.7786302503786589, 1.733077099448756, 1.7203455724214252]","[1.9253760450764705, 1.8448367244318913, 1.8563005045840615, 1.7966221320001703, 1.8130540471327932]","[1.9415119070755809, 1.838979306973909, 1.7922307817559493, 1.7964541410145007, 1.7972952943099172]","[1.886484748438785, 1.8214115720046193, 1.76701946007578, 1.8020758064169633, 1.7724683974918567]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4381,0.0,{},{},{},{},{},{},16.939719438552856,17.46173882484436,17.166589498519897,16.82713794708252,17.277812480926514,0,0,0,0,0,0,0,0,0,0,0.4013888835906982,,,0
18,18,18,18,18,18,18,18,18,18,5.418721014505589,6.641993077499349,8.62778350847449,8.606150096961867,8.826696600543546,1.849422380798741,1.8462643610803704,1.819999968378168,1.7971223216307792,1.8148599637182128,"[48.0, 45.33333333333333, 46.666666666666664, 46.0, 41.946666666666665]","[37.333333333333336, 34.0, 38.0, 38.0, 41.733333333333334]","[42.0, 44.0, 42.0, 44.666666666666664, 41.693333333333335]","[40.0, 36.666666666666664, 39.33333333333333, 36.0, 43.22666666666667]","[36.666666666666664, 40.666666666666664, 41.333333333333336, 40.0, 43.2]","[1.9711913686049611, 1.867041173734163, 1.8187675789782876, 1.8120093722092478, 1.7781024104670475]","[1.9436416625976562, 1.8085523153606213, 1.8727122294275385, 1.7893827839901573, 1.817032814025879]","[1.9470855750535663, 1.8036666355634992, 1.8129067107250816, 1.7640163333792436, 1.7723245871694464]","[1.9234440389432406, 1.8009396728716398, 1.7654621350137811, 1.758978241368344, 1.7367875199568898]","[1.9397851605164378, 1.8092875104201467, 1.7798302738290084, 1.7757360621502525, 1.7696608116752224]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4438,0.0,{},{},{},{},{},{},16.765684843063354,16.91009545326233,16.27426290512085,16.91824197769165,16.976608276367188,0,0,0,0,0,0,0,0,0,0,0.4156134128570556,,,0
19,19,19,19,19,19,19,19,19,19,5.458721014505592,5.935326410832677,38.172588398056064,7.8994834302952075,6.986696600543545,1.8518382875542887,1.7989807041067825,1.819731325852244,1.8819481071672943,1.796384872888264,"[42.66666666666667, 46.666666666666664, 47.333333333333336, 46.0, 41.986666666666665]","[34.66666666666667, 32.666666666666664, 35.333333333333336, 34.0, 41.026666666666664]","[37.333333333333336, 38.0, 41.333333333333336, 35.333333333333336, 43.70666666666666]","[51.33333333333333, 50.0, 44.666666666666664, 53.333333333333336, 42.52]","[37.333333333333336, 40.0, 38.666666666666664, 39.33333333333333, 41.36]","[2.040187245921085, 1.8562694286045276, 1.7817899427915875, 1.7861402222984715, 1.7948045981557745]","[1.9345532216523822, 1.755408199209916, 1.806296938344052, 1.7690640123266923, 1.7295811490008706]","[1.9471033121410168, 1.809291965083072, 1.806168989131325, 1.76892646362907, 1.7671658992767334]","[2.049954797092237, 1.8573371736626876, 1.791533068606728, 1.8862946660895097, 1.8246208303853084]","[1.8802926979566876, 1.8231273324866044, 1.779423004702518, 1.7583684293847335, 1.7407128999107762]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4463,0.0,{},{},{},{},{},{},16.846858978271484,16.671990156173706,16.561192989349365,17.04377269744873,16.25805401802063,0,0,0,0,0,0,0,0,0,0,0.3102965354919433,,,0
20,20,20,20,20,20,20,20,20,20,5.73872101450559,8.108659744166022,9.401116841807823,9.179483430295203,8.840029933876878,1.8640084505081176,1.8482506275177,1.866471529006958,1.83648952308454,1.7931680252677515,"[43.333333333333336, 47.333333333333336, 44.666666666666664, 46.0, 42.266666666666666]","[39.33333333333333, 42.0, 44.0, 43.333333333333336, 43.2]","[38.666666666666664, 36.0, 38.666666666666664, 39.33333333333333, 42.46666666666667]","[38.0, 38.0, 38.666666666666664, 36.666666666666664, 43.8]","[41.333333333333336, 34.0, 38.0, 35.333333333333336, 43.21333333333333]","[2.032856822013855, 1.8521778897235268, 1.8435165693885402, 1.816852004904496, 1.7746389665101703]","[1.9487914223419993, 1.8358996792843467, 1.8165469295100163, 1.8229016943981773, 1.8171134120539616]","[2.024862621959887, 1.7854266605879132, 1.831249475479126, 1.8505147381832725, 1.8403041488245915]","[1.9806923489821584, 1.8269028789118718, 1.813558070283187, 1.7547947482058877, 1.8064995690395957]","[1.8742969036102295, 1.790723769288314, 1.7795411160117702, 1.7433936156724628, 1.7778847217559814]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4497,0.0,{},{},{},{},{},{},16.771034479141235,16.4093177318573,16.346243381500244,16.294397115707397,16.793235540390015,0,0,0,0,0,0,0,0,0,0,0.4187808036804199,,,0
21,21,21,21,21,21,21,21,21,21,6.192054347838926,8.588659744166025,38.23925506472275,8.499483430295207,9.17336326721021,1.8414232241479973,1.8348935227645071,1.887973790419729,1.8878986408835965,1.790306999808864,"[40.666666666666664, 40.0, 40.0, 38.666666666666664, 42.72]","[48.0, 48.66666666666667, 50.0, 48.66666666666667, 43.68]","[46.666666666666664, 44.666666666666664, 48.0, 46.0, 43.77333333333333]","[51.33333333333333, 50.0, 48.66666666666667, 51.33333333333333, 43.120000000000005]","[38.666666666666664, 39.33333333333333, 40.0, 37.333333333333336, 43.54666666666667]","[2.0003632934469926, 1.8549377855501676, 1.8302275130623264, 1.7813551300450374, 1.7402323986354626]","[1.9714594891196804, 1.877255640531841, 1.7666773043180768, 1.7893996113225032, 1.769675568530434]","[2.0133781558588932, 1.8387741289640729, 1.8593246748572902, 1.8619886950442666, 1.866403297374123]","[2.037260388073168, 1.8866535864378278, 1.8672810479214317, 1.8061403789018329, 1.842157803083721]","[1.885604136868527, 1.8249911509062116, 1.7881614471736706, 1.7377361435639231, 1.7150421205319857]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4549,0.0,{},{},{},{},{},{},16.742419481277466,16.81457781791687,16.556684970855713,16.685274600982666,16.81021285057068,0,0,0,0,0,0,0,0,0,0,0.4146335124969482,,,0
22,22,22,22,22,22,22,22,22,22,7.138721014505592,6.748659744166022,9.427783508474494,8.99281676362854,5.120029933876876,1.8971703052520752,1.865583146245856,1.887608213173716,1.836234164237976,1.8369867538150988,"[48.66666666666667, 48.66666666666667, 50.0, 49.333333333333336, 43.666666666666664]","[44.0, 42.66666666666667, 39.33333333333333, 42.0, 41.839999999999996]","[41.333333333333336, 39.33333333333333, 38.666666666666664, 37.333333333333336, 42.49333333333333]","[42.66666666666667, 40.666666666666664, 42.0, 42.0, 43.61333333333333]","[39.33333333333333, 44.0, 43.333333333333336, 41.333333333333336, 39.49333333333334]","[2.0198873469704077, 1.8834574536273354, 1.8842932174080296, 1.8666739902998273, 1.8315395179547762]","[1.9755272928037142, 1.8533191806391667, 1.8250857152436908, 1.8647443934490806, 1.809239149093628]","[2.0467118652243363, 1.864115834236145, 1.8876100653096248, 1.8486344563333612, 1.790968844765111]","[2.0013112519916736, 1.8084513388181989, 1.8170213636599089, 1.7960032914814197, 1.7583835752386796]","[2.009321357074537, 1.8059043947019076, 1.8312900819276507, 1.7759430094769126, 1.7624749258944863]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4469,0.0,{},{},{},{},{},{},17.477137327194214,16.92566442489624,16.72497582435608,16.413848638534546,16.296412467956543,0,0,0,0,0,0,0,0,0,0,0.4319252967834472,,,0
23,23,23,23,23,23,23,23,23,23,6.365387681172258,8.321993077499352,38.25258839805606,7.766150096961871,5.293363267210203,1.866795960225557,1.854012952352825,1.842885590854444,1.8550222070593585,1.8496171361521667,"[44.666666666666664, 45.33333333333333, 48.66666666666667, 48.66666666666667, 42.89333333333333]","[44.0, 46.666666666666664, 48.66666666666667, 48.66666666666667, 43.413333333333334]","[41.333333333333336, 41.333333333333336, 42.66666666666667, 43.333333333333336, 43.78666666666667]","[41.333333333333336, 44.666666666666664, 44.666666666666664, 44.666666666666664, 42.38666666666667]","[38.0, 34.0, 46.0, 36.0, 39.666666666666664]","[1.991086809258712, 1.8540191838615818, 1.8015042857119912, 1.8361531872498362, 1.8512163350456639]","[2.0332123605828536, 1.881503186727825, 1.8310515378650867, 1.7564228271183215, 1.7678748494700383]","[1.9751145839691162, 1.7983291149139404, 1.8108106600610834, 1.7828865364978188, 1.8472870588302612]","[1.9459147955241956, 1.8891221473091526, 1.840879383840059, 1.818163043574283, 1.7810316650491012]","[1.9507822802192287, 1.817886101572137, 1.8683633365129169, 1.8001319107256437, 1.8109220517309088]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4528,0.0,{},{},{},{},{},{},16.523244619369507,17.02094078063965,16.632415056228638,17.083168983459473,16.55697536468506,0,0,0,0,0,0,0,0,0,0,0.4075939655303955,,,0
24,24,24,24,24,24,24,24,24,24,6.405387681172266,9.161993077499355,23.776069311230522,9.059483430295208,0.0848554514314336,1.820400063615096,1.866220804264671,1.862800989652935,1.8588044266951715,1.8302356958389283,"[44.0, 42.0, 44.666666666666664, 44.0, 42.93333333333334]","[41.333333333333336, 42.66666666666667, 46.0, 44.666666666666664, 44.25333333333333]","[43.333333333333336, 45.33333333333333, 44.0, 42.66666666666667, 43.266666666666666]","[42.0, 43.333333333333336, 44.0, 40.666666666666664, 43.68]","[38.666666666666664, 38.666666666666664, 36.0, 38.666666666666664, 43.64]","[1.9337169747603566, 1.7905330156025134, 1.8420869864915546, 1.7571097863347906, 1.7785535548862659]","[2.0300520783976506, 1.9246278248335187, 1.8175378096731085, 1.7615482869901156, 1.7973380214289616]","[1.903269705019499, 1.9150405933982448, 1.8448423586393659, 1.8093301998941522, 1.8415220913134123]","[1.8869038757524992, 1.8880223537746228, 1.7945992381949174, 1.843590592083178, 1.8809060736706382]","[1.8983882477408962, 1.9036344979938709, 1.7670016853432906, 1.8093117224542719, 1.7728423256623118]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4522,0.0,{},{},{},{},{},{},16.346927165985107,16.53513216972351,16.707329988479614,16.343318462371826,16.935752153396606,0,0,0,0,0,0,0,0,0,0,0.4134712219238281,,,0
25,25,25,25,25,25,25,25,25,25,6.765387681172266,7.495326410832694,10.034538349034325,35.48152079614778,8.773363267210213,1.8545236813394643,1.877978925955923,1.8803851491526555,1.8704409574207503,1.862587272493463,"[44.0, 42.66666666666667, 42.66666666666667, 42.66666666666667, 43.29333333333334]","[40.666666666666664, 46.0, 44.0, 41.333333333333336, 42.586666666666666]","[42.66666666666667, 40.666666666666664, 38.666666666666664, 39.33333333333333, 43.17333333333334]","[44.0, 48.0, 45.33333333333333, 45.33333333333333, 44.026666666666664]","[49.333333333333336, 44.0, 48.0, 46.0, 43.14666666666667]","[1.9743143069116693, 1.8645352815326892, 1.875991049565767, 1.8020969315579063, 1.7556808371292918]","[2.079869031906128, 1.8902714315213656, 1.7978992587641667, 1.8112094151346307, 1.8106454924533242]","[2.0143469383842065, 1.8530565625742863, 1.8538694632680792, 1.8664557055423134, 1.8141970759943913]","[1.9919473936683254, 1.886883961526971, 1.8241617930562872, 1.8225162907650596, 1.82669534808711]","[1.9988216098986173, 1.8250091891539724, 1.8157697476838763, 1.8136165079317594, 1.8597193077990883]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4547,0.0,{},{},{},{},{},{},17.074827671051025,17.162353515625,18.047093391418457,17.564693212509155,17.27169132232666,0,0,0,0,0,0,0,0,0,0,0.2622628211975097,,,0
26,26,26,26,26,26,26,26,26,26,7.365387681172258,9.060814816263667,38.425921731389394,5.432816763628545,0.3515221180980958,1.8592941861403616,1.8453914391367057,1.862082950692428,1.8820460043455427,1.850460677397879,"[46.666666666666664, 48.66666666666667, 45.33333333333333, 46.666666666666664, 43.89333333333333]","[49.333333333333336, 48.66666666666667, 46.666666666666664, 47.333333333333336, 44.61333333333333]","[38.0, 38.0, 38.666666666666664, 38.0, 43.96]","[40.666666666666664, 40.0, 38.666666666666664, 39.33333333333333, 40.053333333333335]","[39.33333333333333, 40.666666666666664, 40.0, 40.666666666666664, 43.906666666666666]","[1.995838673491227, 1.8508470183924626, 1.8594317122509605, 1.8022106446717914, 1.7881428818953664]","[1.984044256963228, 1.8721515128487034, 1.804325781370464, 1.774779156634682, 1.7916564878664518]","[1.930030383561787, 1.892940502417715, 1.7979654387423867, 1.8544977087723582, 1.8349807199678922]","[2.0555871976049325, 1.9127377020685297, 1.8583115025570518, 1.8065038982190584, 1.7770897212781405]","[1.9563878398192556, 1.8640266468650417, 1.8171508186741878, 1.8001039090909456, 1.814634172539962]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4572,0.0,{},{},{},{},{},{},16.935666799545288,17.130797147750854,17.274933099746704,17.30073642730713,17.01034188270569,0,0,0,0,0,0,0,0,0,0,0.4190449714660644,,,0
27,27,27,27,27,27,27,27,27,27,6.938721014505585,7.6819930774993574,8.321116841807818,37.21794913229368,0.0715221180981018,1.8784723181473584,1.885808391320078,1.87992370505082,1.868146168558221,1.8339452128661309,"[40.666666666666664, 37.333333333333336, 43.333333333333336, 44.0, 43.46666666666666]","[45.33333333333333, 44.0, 44.0, 42.0, 42.77333333333333]","[46.0, 48.66666666666667, 46.0, 48.0, 41.38666666666666]","[44.0, 43.333333333333336, 46.666666666666664, 46.0, 44.84]","[44.666666666666664, 42.66666666666667, 45.33333333333333, 42.66666666666667, 43.62666666666667]","[1.9807564835799367, 1.9418230558696545, 1.8280018819005865, 1.821989749607287, 1.8197904197793258]","[1.9982637668910779, 1.8975656848204763, 1.865793830470035, 1.8454537705371254, 1.8219649038816754]","[2.003808485834222, 1.8875742146843357, 1.9012471061003835, 1.8193660158860057, 1.787622702749152]","[1.9881943087828786, 1.9106736622358624, 1.8655196679265875, 1.795361042022705, 1.780982161823072]","[1.9994811823493557, 1.845652605357923, 1.7977093332692196, 1.761783756707844, 1.7650991866463108]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4602,0.0,{},{},{},{},{},{},16.961534023284912,17.243577480316162,17.297506093978882,17.02556347846985,16.711389780044556,0,0,0,0,0,0,0,0,0,0,0.4423983097076416,,,0
28,28,28,28,28,28,28,28,28,28,7.1653876811722625,36.44343043164222,39.49258839805606,0.1829165295926813,38.35950672301527,1.8720909118652345,1.881879428813332,1.8328457506079423,1.8686181946804648,1.8386841472826505,"[35.333333333333336, 37.333333333333336, 38.0, 37.333333333333336, 43.693333333333335]","[54.0, 49.333333333333336, 50.0, 44.0, 45.13333333333333]","[48.0, 49.333333333333336, 49.333333333333336, 49.333333333333336, 45.026666666666664]","[51.33333333333333, 50.0, 47.333333333333336, 50.66666666666667, 44.24]","[38.666666666666664, 39.33333333333333, 40.666666666666664, 40.666666666666664, 44.64]","[1.9781922352941412, 1.8838698173824109, 1.8000433068526418, 1.8807823657989502, 1.8175668339980275]","[2.1080756124697233, 1.8945586555882503, 1.834006993394149, 1.787848616901197, 1.7849072657133405]","[1.9209626411136829, 1.851784856695878, 1.8013288033635992, 1.7830589821464138, 1.8070934697201377]","[1.9876088594135486, 1.8991886440076327, 1.774170800259239, 1.8990082113366378, 1.7831144583852667]","[1.9993577066220736, 1.8028020419572528, 1.7966403271022595, 1.812125758120888, 1.7824949026107788]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4654,0.0,{},{},{},{},{},{},16.884729623794556,17.3334481716156,17.48145079612732,17.2071852684021,17.45173931121826,0,0,0,0,0,0,0,0,0,0,0.4348347187042236,,,0
