,Unnamed: 0,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_loss_2,client_loss_0,client_loss_1,client_loss_4,client_loss_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_loss_per_epoch2,client_loss_per_epoch0,client_loss_per_epoch1,client_loss_per_epoch4,client_loss_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_layer_leakage_2,client_layer_leakage_0,client_layer_leakage_1,client_layer_leakage_4,client_layer_leakage_3,server_layer_leakage,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
10,10,41.30308611297056,42.71850973714504,45.028255695731794,42.00464709798387,40.37478910727905,1.3577336750532452,1.335315842377512,1.3369143843650817,1.3471520580743488,1.3261273967592335,"[61.33333333333333, 64.66666666666666, 64.66666666666666, 63.33333333333333, 62.08]","[57.99999999999999, 62.66666666666667, 68.0, 66.66666666666666, 61.653333333333336]","[58.666666666666664, 70.0, 64.66666666666666, 70.0, 63.26666666666667]","[54.0, 54.666666666666664, 57.99999999999999, 64.0, 60.266666666666666]","[64.0, 67.33333333333333, 68.66666666666667, 61.33333333333333, 60.78666666666667]","[1.5113400409096165, 1.3928719696245695, 1.3718117224542719, 1.2677022218704224, 1.2449424204073454]","[1.5116487678728605, 1.4135126502890336, 1.3327266228826422, 1.200466463440343, 1.218224707402681]","[1.5688273530257375, 1.3955394782518085, 1.2754997360078912, 1.2607231265620182, 1.1839822279779535]","[1.5784410740199841, 1.395758729231985, 1.3207213251214278, 1.2383158959840472, 1.2025232660143]","[1.4550339673694812, 1.3675202695946944, 1.3038671048063981, 1.2459999542487294, 1.2582156877768667]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466,0.0,{},{},{},{},{},{},16.111605882644653,16.89842915534973,15.559443950653076,16.106024742126465,16.489811658859253,0,0,0,0,0,0,0,0,0,0,0.5378603935241699,,,0
11,11,40.436419446303894,44.058509737145044,43.506033473509554,44.302424875761645,41.33923355172349,1.3377155874904834,1.3216246228469046,1.3390967086741798,1.3748679631634764,1.283759327938682,"[57.99999999999999, 62.66666666666667, 63.33333333333333, 64.0, 61.21333333333333]","[60.0, 67.33333333333333, 66.0, 66.66666666666666, 62.89333333333333]","[61.33333333333333, 59.333333333333336, 64.66666666666666, 64.0, 61.73333333333333]","[73.33333333333333, 73.33333333333333, 70.66666666666667, 77.33333333333333, 62.653333333333336]","[64.0, 68.0, 70.66666666666667, 74.0, 61.760000000000005]","[1.4838590308239585, 1.3735582703038265, 1.3076015208896838, 1.313491231516788, 1.2100678839181598]","[1.502636338535108, 1.3697749188071804, 1.2869902817826522, 1.254987164547569, 1.1937344105620133]","[1.514711016102841, 1.3938282853678654, 1.341079084496749, 1.2213566397365772, 1.2245085176668669]","[1.5268420169228, 1.3750025347659462, 1.3876007356141742, 1.3229456387068097, 1.261948889807651]","[1.410865777417233, 1.3039684797588147, 1.270506291013015, 1.2050463023938631, 1.2284097891104848]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464,0.0,{},{},{},{},{},{},15.484952688217165,16.003093242645264,16.084100484848022,15.82555341720581,15.71262001991272,0,0,0,0,0,0,0,0,0,0,0.518312931060791,,,0
12,12,40.94308611297056,51.09850973714505,45.06603347350956,44.27242487576165,40.06923355172348,1.3271829172184593,1.2926593774243404,1.299021257852253,1.29602612445229,1.270572876930237,"[58.666666666666664, 63.33333333333333, 60.0, 68.0, 61.72]","[68.66666666666667, 66.66666666666666, 63.33333333333333, 65.33333333333333, 59.93333333333334]","[71.33333333333334, 69.33333333333334, 66.66666666666666, 72.66666666666667, 63.29333333333334]","[65.33333333333333, 60.0, 68.0, 70.0, 62.57333333333334]","[72.0, 68.66666666666667, 68.0, 72.66666666666667, 60.480000000000004]","[1.4761189096852352, 1.3520167219011408, 1.2357895813490216, 1.342390072973151, 1.229599300183748]","[1.3966803425236751, 1.290113157347629, 1.2777905809251886, 1.237433295500906, 1.2612795108243038]","[1.4480185383244564, 1.2747491284420616, 1.2891500780456944, 1.240064561367035, 1.2431239830820184]","[1.4804331566158093, 1.3313004060795433, 1.2686713306527388, 1.243800489526046, 1.1559252393873114]","[1.3468289532159503, 1.2822579741477966, 1.2363058203145076, 1.2422927210205479, 1.2451789159523814]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6586,0.0,{},{},{},{},{},{},15.672789573669434,15.955315828323364,16.242534160614014,15.710687160491943,15.998684644699097,0,0,0,0,0,0,0,0,0,0,0.4169449806213379,,,0
13,13,42.778641668526134,44.35073195936728,45.58603347350956,45.72242487576165,42.469233551723484,1.2368390353102432,1.254827430373744,1.2613523533469753,1.273097406563006,1.183708063552254,"[63.33333333333333, 64.66666666666666, 62.0, 58.666666666666664, 63.66666666666667]","[62.0, 64.0, 65.33333333333333, 60.0, 63.18666666666667]","[69.33333333333334, 62.66666666666667, 68.66666666666667, 68.0, 63.81333333333333]","[72.66666666666667, 73.33333333333333, 71.33333333333334, 73.33333333333333, 63.973333333333336]","[66.66666666666666, 66.0, 64.66666666666666, 64.66666666666666, 62.88]","[1.4061143241430585, 1.215972596093228, 1.2174699902534485, 1.1859626268085681, 1.1586756392529136]","[1.4167515290410895, 1.2732239491061161, 1.2120512253359745, 1.153677319225512, 1.2184331291600277]","[1.3898700350209285, 1.264238388914811, 1.2750880216297351, 1.2288593085188615, 1.14870601265054]","[1.4337490232367265, 1.3147180707831132, 1.2542614685861688, 1.1643917246868736, 1.1983667455221478]","[1.3264251257243909, 1.2459693331467478, 1.1612411329620762, 1.129785352631619, 1.0551193732964366]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593,0.0,{},{},{},{},{},{},15.524792432785034,15.57764458656311,15.50981616973877,16.004465579986572,15.91531491279602,0,0,0,0,0,0,0,0,0,0,0.4373829364776611,,,0
14,14,42.62308611297056,43.39073195936729,45.30603347350956,43.25464709798388,43.80256688505682,1.2816718004251784,1.2595607588165685,1.248251354066949,1.1923723440421254,1.149345710403041,"[64.66666666666666, 62.66666666666667, 61.33333333333333, 66.0, 63.4]","[73.33333333333333, 62.0, 74.66666666666667, 68.0, 62.22666666666667]","[63.33333333333333, 64.66666666666666, 63.33333333333333, 61.33333333333333, 63.53333333333333]","[65.33333333333333, 65.33333333333333, 68.0, 63.33333333333333, 61.50666666666667]","[66.66666666666666, 66.66666666666666, 63.33333333333333, 67.33333333333333, 64.21333333333334]","[1.450007909222653, 1.3831892672337984, 1.2190834723020856, 1.180895143433621, 1.1751832099337327]","[1.378961349788465, 1.3305545857078152, 1.2113156381406283, 1.1754700949317531, 1.2015021255141811]","[1.3927899975525706, 1.291994703443427, 1.1969941728993465, 1.197593469368784, 1.1618844270706177]","[1.342695038569601, 1.2154992097302486, 1.189035045473199, 1.1373156591465599, 1.0773167672910189]","[1.3097704460746364, 1.1841479037937366, 1.0647349922280562, 1.1249766381163346, 1.0630985718024404]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6589,0.0,{},{},{},{},{},{},15.737669229507446,15.975764274597168,16.13144874572754,15.777721405029297,15.865937232971191,0,0,0,0,0,0,0,0,0,0,0.5209333896636963,,,0
15,15,40.92864166852611,41.57850973714504,45.06603347350956,45.22909154242831,40.14478910727905,1.1923300303910909,1.1813325336104945,1.2255469717477498,1.2152205617804277,1.1801580761608323,"[66.66666666666666, 62.0, 68.0, 68.0, 61.70666666666666]","[67.33333333333333, 62.66666666666667, 66.0, 63.33333333333333, 60.41333333333333]","[70.0, 71.33333333333334, 69.33333333333334, 70.0, 63.29333333333334]","[74.0, 74.0, 74.66666666666667, 74.0, 63.480000000000004]","[67.33333333333333, 68.0, 65.33333333333333, 68.0, 60.66666666666667]","[1.3601889923999184, 1.2627341527687876, 1.1357525304744118, 1.1385740731891834, 1.0644004031231529]","[1.292660697510368, 1.2370210478180332, 1.1925461386379443, 1.1531342142506649, 1.031300569835462]","[1.393894048113572, 1.2769998123771267, 1.1875198232500177, 1.1418487962923551, 1.1274723787056773]","[1.3866164590183057, 1.2506523947966726, 1.1551884663732428, 1.179944794428976, 1.103700694284941]","[1.3899170097551847, 1.1692125734529997, 1.1383135005047447, 1.1147886514663696, 1.0885586456248635]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663,0.0,{},{},{},{},{},{},16.805655241012573,15.970641613006592,16.029988527297974,15.956092357635498,15.849608182907104,0,0,0,0,0,0,0,0,0,0,0.4268527030944824,,,0
16,16,42.448641668526136,43.47073195936727,43.786033473509555,45.57464709798388,42.09478910727905,1.2607376951920355,1.191385919169376,1.2090267821362144,1.1477667717557205,1.1417783034475226,"[69.33333333333334, 69.33333333333334, 68.0, 69.33333333333334, 63.22666666666667]","[63.33333333333333, 70.66666666666667, 72.66666666666667, 72.66666666666667, 62.306666666666665]","[64.66666666666666, 66.0, 63.33333333333333, 65.33333333333333, 62.01333333333333]","[69.33333333333334, 68.0, 70.66666666666667, 68.66666666666667, 63.82666666666667]","[66.66666666666666, 66.66666666666666, 64.0, 64.66666666666666, 62.50666666666667]","[1.4730430621849864, 1.2906412450890792, 1.1860182379421436, 1.1985799419252496, 1.1554059888187207]","[1.2869023523832623, 1.2263763358718471, 1.2367667587179887, 1.1194739498590167, 1.087410199014764]","[1.356379697197362, 1.2270265064741437, 1.2148553697686446, 1.1158391143146313, 1.1310332229262905]","[1.3445800699685748, 1.1418032363841408, 1.1259912722989132, 1.09096297621727, 1.0354963039097034]","[1.3936930612513894, 1.1371854480944181, 1.0648304976915057, 1.0690841800288151, 1.0440983301714848]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579,0.0,{},{},{},{},{},{},16.312426805496216,16.15634846687317,16.206029415130615,16.77513837814331,16.091114044189453,0,0,0,0,0,0,0,0,0,0,0.4370248317718506,,,0
17,17,40.70308611297056,42.69073195936727,43.278255695731794,42.17464709798386,41.37478910727905,1.1930266631276985,1.1310811300026742,1.1821031953159131,1.1878374620487815,1.1241822330575242,"[60.66666666666667, 65.33333333333333, 65.33333333333333, 65.33333333333333, 61.480000000000004]","[68.66666666666667, 72.66666666666667, 72.0, 68.0, 61.626666666666665]","[64.66666666666666, 62.66666666666667, 62.0, 60.0, 61.50666666666667]","[70.0, 71.33333333333334, 74.0, 72.0, 60.42666666666666]","[72.0, 69.33333333333334, 70.0, 70.66666666666667, 61.78666666666667]","[1.394294836019215, 1.2746672316601402, 1.1101075442213761, 1.102857181900426, 1.0832065218373348]","[1.2667905782398425, 1.1682151681498478, 1.0913765995126021, 1.0922635229010331, 1.036759781210046]","[1.3560500395925421, 1.169487664574071, 1.1183469420985173, 1.1207297601197894, 1.145901570194646]","[1.382315196489033, 1.194973399764613, 1.1516493998075787, 1.106474901500501, 1.103774412682182]","[1.236828022881558, 1.1289872966314618, 1.1169583264150118, 1.0231035947799683, 1.1150339245796204]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621,0.0,{},{},{},{},{},{},16.037659883499146,16.121877431869507,15.869520425796509,16.439959049224854,16.39057683944702,0,0,0,0,0,0,0,0,0,0,0.4236264228820801,,,0
18,18,42.22308611297056,42.285176403811704,45.322700140176224,47.49464709798388,41.84256688505682,1.15166340250718,1.1064602638545789,1.1271752897061798,1.1926271739758942,1.0898298809402869,"[62.0, 59.333333333333336, 59.333333333333336, 57.333333333333336, 63.0]","[70.0, 68.0, 70.0, 67.33333333333333, 61.12]","[68.0, 67.33333333333333, 69.33333333333334, 66.0, 63.56]","[70.66666666666667, 73.33333333333333, 68.66666666666667, 66.66666666666666, 65.74666666666667]","[68.66666666666667, 66.66666666666666, 70.0, 66.66666666666666, 62.25333333333334]","[1.3476345570463883, 1.1415440189210992, 1.1398646737399853, 1.1471398347302486, 0.9821339280981767]","[1.3384848738971509, 1.105920280280866, 1.0768182654129832, 1.0317171435607106, 0.9793607561211837]","[1.3213975398164046, 1.1631282222898383, 1.0912270294992548, 1.0797211088632281, 0.980402548062174]","[1.433839035661597, 1.1977794107637907, 1.155461361533717, 1.088153876756367, 1.0879021851639998]","[1.3578256745087474, 1.1984913819714595, 1.0260755168764215, 0.9399797759558025, 0.9267770553890028]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6614,0.0,{},{},{},{},{},{},15.660930156707764,15.595065593719482,16.328585863113403,15.714779376983644,16.330368518829346,0,0,0,0,0,0,0,0,0,0,0.4299306869506836,,,0
19,19,41.60864166852613,44.565176403811705,41.98603347350956,46.12242487576164,42.48256688505681,1.160085617868524,1.080839665939933,1.1864578447843852,1.1151970345723003,1.0249881725562249,"[73.33333333333333, 70.66666666666667, 72.0, 70.0, 62.38666666666667]","[65.33333333333333, 64.0, 68.66666666666667, 67.33333333333333, 63.4]","[70.0, 75.33333333333333, 69.33333333333334, 70.0, 60.21333333333333]","[66.0, 66.0, 66.0, 68.66666666666667, 64.37333333333333]","[66.66666666666666, 70.66666666666667, 68.0, 67.33333333333333, 62.89333333333333]","[1.2900798101174205, 1.1703051924705505, 1.1393237427661294, 1.0983304193145351, 1.102388924673984]","[1.2282941121804087, 1.1143591435332048, 1.0606917613431026, 1.0188044937033403, 0.9820488189396105]","[1.3407065805635954, 1.219028774060701, 1.1389751685293097, 1.1416525150600232, 1.091926185708297]","[1.2564267767103094, 1.1159332739679437, 1.1060932404116581, 1.0360772452856366, 1.0614546364859532]","[1.2372839262610988, 1.074534242090426, 1.034185335824364, 0.9201495020013106, 0.8587878566039236]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6637,0.0,{},{},{},{},{},{},15.763871431350708,16.467317819595337,16.07285714149475,16.221421480178833,16.315110683441162,0,0,0,0,0,0,0,0,0,0,0.4217991828918457,,,0
20,20,42.70308611297056,42.670731959367274,47.2982556957318,44.27242487576165,41.77478910727905,1.135800646480761,1.0709632384149652,1.152810375941427,1.1342483821668123,1.0679669148043582,"[68.0, 70.0, 62.66666666666667, 65.33333333333333, 63.480000000000004]","[62.0, 62.66666666666667, 65.33333333333333, 66.66666666666666, 61.50666666666667]","[67.33333333333333, 74.66666666666667, 69.33333333333334, 71.33333333333334, 65.54666666666667]","[68.66666666666667, 64.0, 68.0, 65.33333333333333, 62.57333333333334]","[76.0, 70.66666666666667, 70.66666666666667, 74.66666666666667, 62.18666666666667]","[1.3090024904200905, 1.1741831553609747, 1.1342035563368547, 1.0650482271846973, 0.9965658031011883]","[1.2512502544804622, 1.160257013220536, 1.0360802380662215, 0.986994489243156, 0.9202341970644499]","[1.2842910697585659, 1.2117467459879423, 1.1007738082032454, 1.0508114350469488, 1.1164288207104331]","[1.2622585484856053, 1.2166823180098283, 1.1025252373594987, 1.0471030348225643, 1.0426727721565647]","[1.2758196372734874, 1.1158730324945951, 1.0055876217390363, 0.9726981489281905, 0.969856133586482]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666,0.0,{},{},{},{},{},{},16.394361972808838,16.34773278236389,16.364708185195923,16.24876570701599,16.35376262664795,0,0,0,0,0,0,0,0,0,0,0.5291967391967773,,,0
21,21,43.30308611297056,44.51073195936726,45.91825569573178,45.68242487576164,42.814789107279054,1.1027408734748236,1.0521525558672455,1.119724000127692,1.1164998763485958,1.0235947132110597,"[68.0, 70.0, 70.66666666666667, 72.66666666666667, 64.08]","[68.0, 68.66666666666667, 68.66666666666667, 70.66666666666667, 63.346666666666664]","[68.0, 72.0, 71.33333333333334, 72.66666666666667, 64.14666666666666]","[75.33333333333333, 70.0, 74.66666666666667, 67.33333333333333, 63.93333333333333]","[70.66666666666667, 69.33333333333334, 70.66666666666667, 69.33333333333334, 63.22666666666667]","[1.2999258323719627, 1.2288431744826467, 1.0151477361980237, 1.0379860683491355, 0.9318015559723503]","[1.200929792303788, 1.0805562138557434, 1.0214319919285022, 1.0027939175304614, 0.9550508637177316]","[1.2677159027049416, 1.26350715599562, 1.1001510337779397, 1.015894221632104, 0.9513516865278545]","[1.312644600868225, 1.1627187728881836, 1.0619162572057623, 1.040294537418767, 1.0049252133620412]","[1.2021727781546743, 1.0774919233824078, 0.9547715971344396, 0.9556144224969965, 0.9279228448867798]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6661,0.0,{},{},{},{},{},{},15.782047748565674,15.985790491104126,15.629806518554688,15.694098234176636,15.821026086807253,0,0,0,0,0,0,0,0,0,0,0.510918378829956,,,0
22,22,42.756419446303894,44.68517640381171,45.77270014017623,46.14909154242831,42.44478910727905,1.1039400662246504,1.037403550900911,1.0296005258434695,1.0784253854500618,1.0223780991215454,"[66.0, 66.66666666666666, 63.33333333333333, 64.0, 63.53333333333333]","[68.66666666666667, 69.33333333333334, 70.0, 72.66666666666667, 63.519999999999996]","[70.66666666666667, 70.66666666666667, 72.0, 70.66666666666667, 64.0]","[72.66666666666667, 70.66666666666667, 72.0, 70.66666666666667, 64.4]","[66.0, 68.0, 70.66666666666667, 68.66666666666667, 62.866666666666674]","[1.259935460592571, 1.1481246038487083, 1.1395513540820073, 1.0169182529574947, 0.9551706596424705]","[1.294620526464362, 1.1008000169929706, 0.9745262484801444, 0.9442513083156786, 0.8728196542513998]","[1.1903255581855774, 1.0810339952770032, 1.05341174727992, 0.9627105938760858, 0.8605207345987621]","[1.2739491839157908, 1.1402623214219745, 1.0273086616867466, 1.0538061010210138, 0.8968006592047842]","[1.2794081192267568, 1.0964468497979014, 0.9579936265945435, 0.9023192336684779, 0.8757226663200479]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718,0.0,{},{},{},{},{},{},15.618117570877075,16.07381010055542,15.512664794921877,16.194712162017822,15.985187530517578,0,0,0,0,0,0,0,0,0,0,0.5164172649383545,,,0
23,23,41.173086112970566,44.11517640381172,46.53270014017622,44.56242487576164,45.02923355172348,1.0647759456383554,1.0398833754815553,1.063675873844247,1.1060699061343544,0.9765793386258576,"[64.66666666666666, 70.0, 66.66666666666666, 70.66666666666667, 61.96]","[70.0, 72.0, 77.33333333333333, 72.66666666666667, 62.96000000000001]","[66.66666666666666, 76.66666666666667, 70.0, 76.0, 64.75999999999999]","[62.66666666666667, 68.0, 69.33333333333334, 68.66666666666667, 62.81333333333333]","[67.33333333333333, 74.0, 68.0, 69.33333333333334, 65.44]","[1.2375410857953524, 1.0929532615762008, 1.0298294566179578, 1.034247288578435, 0.9293086356238315]","[1.2327896168357448, 1.0421922771554244, 1.0402044277442128, 0.9798937863425204, 0.9043367693298742]","[1.271466402631057, 1.1192553294332404, 1.0244484010495638, 1.0163453142893941, 0.8868639218179803]","[1.3088222679338957, 1.158227120575152, 1.106732688452068, 0.9900012737826297, 0.9665661799280267]","[1.1851194093101902, 1.0284589685891803, 0.9362795164710597, 0.870394113816713, 0.8626446849421451]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736,0.0,{},{},{},{},{},{},15.617314338684082,15.902217388153076,16.132901668548584,16.074602127075195,16.132423162460327,0,0,0,0,0,0,0,0,0,0,0.412816047668457,,,0
24,24,41.62308611297056,45.698509737145045,46.09270014017623,45.66909154242831,45.32256688505681,1.0468639875713148,1.0201574984349704,0.997416447338305,1.0482521119870638,0.9660037856352957,"[71.33333333333334, 68.66666666666667, 68.0, 67.33333333333333, 62.4]","[67.33333333333333, 68.66666666666667, 71.33333333333334, 68.0, 64.53333333333333]","[66.66666666666666, 64.66666666666666, 66.0, 66.66666666666666, 64.32]","[72.0, 70.66666666666667, 70.0, 72.66666666666667, 63.92]","[72.0, 76.66666666666667, 68.66666666666667, 64.66666666666666, 65.73333333333333]","[1.1939451035700346, 1.134802896725504, 1.025865978316257, 0.9819994694308231, 0.8977064898139552]","[1.1778509491368343, 1.0333345563788163, 1.0386049339645786, 0.9481773878398695, 0.9028196648547524]","[1.2459163446175425, 0.9774482281584489, 0.9425093955115268, 0.9039314891162672, 0.9172767792877398]","[1.2688500410632084, 1.0783180249364752, 1.0301449330229508, 0.9529761452423898, 0.9109714156702945]","[1.1882703461145099, 0.9975861859949011, 0.9482088841890034, 0.8701109305808419, 0.825842581297222]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6805,0.0,{},{},{},{},{},{},15.845479249954224,15.68396806716919,16.13589382171631,15.710875749588013,15.962483644485474,0,0,0,0,0,0,0,0,0,0,0.516136884689331,,,0
25,25,43.63641944630389,45.925176403811705,47.272700140176234,46.06909154242831,43.602566885056824,1.0342500620766688,0.989791040985208,0.9594812154769896,1.0052665584965756,0.980632344358846,"[73.33333333333333, 67.33333333333333, 74.66666666666667, 74.66666666666667, 64.41333333333333]","[74.0, 75.33333333333333, 74.0, 73.33333333333333, 64.75999999999999]","[68.66666666666667, 70.0, 72.0, 69.33333333333334, 65.60000000000001]","[68.0, 71.33333333333334, 71.33333333333334, 70.0, 64.32]","[75.33333333333333, 75.33333333333333, 73.33333333333333, 72.0, 64.01333333333334]","[1.2485512338186566, 1.070875694877223, 1.0396888663894253, 0.8979245502697794, 0.9142099650282609]","[1.1985324527087964, 1.0595228672027588, 0.9500510504371241, 0.8542205628595854, 0.8866282717177743]","[1.1606991667496531, 0.9923966119163915, 0.8704534455349571, 0.883369759509438, 0.8904870936745092]","[1.2022070633737665, 1.0215741003814496, 0.9997001102096156, 0.9312742917161239, 0.8715772268019224]","[1.1641627675608586, 1.066249474098808, 0.9913979674640455, 0.8758834098514757, 0.8054681028190412]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808,0.0,{},{},{},{},{},{},15.978405475616457,15.927762985229492,15.969886541366575,16.109786987304688,16.05536389350891,0,0,0,0,0,0,0,0,0,0,0.4080193042755127,,,0
26,26,42.92864166852611,44.665176403811714,46.322700140176224,46.26242487576164,45.12256688505681,0.9799959076078316,0.9286067002697994,0.9177388997454392,0.9753299581377132,0.8778292966516394,"[68.66666666666667, 76.0, 74.0, 75.33333333333333, 63.70666666666666]","[72.66666666666667, 72.0, 71.33333333333334, 70.0, 63.6]","[69.33333333333334, 71.33333333333334, 69.33333333333334, 67.33333333333333, 64.56]","[68.0, 68.66666666666667, 70.66666666666667, 66.0, 64.61333333333333]","[72.0, 75.33333333333333, 72.0, 74.0, 65.53333333333333]","[1.133041799068451, 1.0610092282295227, 0.9696746029351887, 0.8809147273239336, 0.8553391804820613]","[1.1565593198726052, 0.9546861272109183, 0.8618691422437367, 0.8813509454852656, 0.7885679665364718]","[1.122210166956249, 0.9452363629090158, 0.88591237130918, 0.8040339805577931, 0.8313016169949582]","[1.222996943875363, 1.00809267320131, 0.9332245713786075, 0.8568863460892125, 0.8554492561440719]","[1.1412190261640047, 0.9309096869669462, 0.8233836167737058, 0.77412832410712, 0.7195058292464206]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6848,0.0,{},{},{},{},{},{},15.916346073150637,15.8247172832489,16.05044984817505,16.011420249938965,16.17234992980957,0,0,0,0,0,0,0,0,0,0,0.4246449470520019,,,0
27,27,44.423086112970566,45.285176403811704,47.312700140176226,44.54909154242831,44.02923355172348,0.9635210972083244,0.9906342782472312,0.9710278438894372,0.9583037867357856,0.9075036397105768,"[69.33333333333334, 72.0, 71.33333333333334, 71.33333333333334, 65.2]","[73.33333333333333, 77.33333333333333, 76.0, 74.0, 64.12]","[75.33333333333333, 76.66666666666667, 72.66666666666667, 76.0, 65.64]","[68.66666666666667, 66.66666666666666, 72.0, 68.66666666666667, 62.8]","[66.66666666666666, 73.33333333333333, 75.33333333333333, 72.0, 64.44]","[1.1801220743279708, 1.040462901717738, 0.972216220278489, 0.8469051248148868, 0.7778991649025365]","[1.182118246429845, 1.0418596612779718, 0.9553591703113756, 0.9163403856126886, 0.8574939276042738]","[1.2174569870296277, 1.0238614427415949, 0.874308506124898, 0.9216265333326239, 0.8178857502184416]","[1.2068104649844922, 1.023468858317325, 0.8903531338039198, 0.8676535894996241, 0.803232887073567]","[1.1365941951149388, 0.9512460670973125, 0.912903839036038, 0.8021966924792842, 0.734577404825311]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775,0.0,{},{},{},{},{},{},16.51649808883667,16.35149598121643,16.246726512908936,15.983675241470335,15.964971780776978,0,0,0,0,0,0,0,0,0,0,0.5268487930297852,,,0
28,28,45.063086112970566,46.29850973714504,47.172700140176225,47.29909154242831,45.374789107279064,0.9167372245537606,0.9369730212186512,0.9394611885673122,0.8959110143937563,0.8605731173565513,"[66.66666666666666, 71.33333333333334, 72.0, 70.0, 65.84]","[70.0, 70.66666666666667, 76.66666666666667, 72.66666666666667, 65.13333333333333]","[72.0, 72.66666666666667, 72.0, 72.66666666666667, 65.4]","[70.66666666666667, 71.33333333333334, 70.0, 70.0, 65.56]","[74.0, 70.66666666666667, 72.66666666666667, 74.0, 65.78666666666668]","[1.1428858261359365, 0.9800036706422505, 0.872261172846744, 0.8051805527586686, 0.7833549003852042]","[1.2314969740415875, 0.9793320282509452, 0.8931600953403273, 0.8131245970726013, 0.7677514113877949]","[1.1685125576822382, 0.9467002310250935, 0.9358781293818825, 0.826564864108437, 0.8196501606389096]","[1.0868531810609918, 1.0291162572408978, 0.8626084123787127, 0.7700201900381791, 0.73095703125]","[1.059785152736463, 0.9578753992130882, 0.8149279638340599, 0.7537258628167605, 0.716551208182385]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,0.0,{},{},{},{},{},{},16.566147565841675,16.745667934417725,16.129839181900024,16.287155866622925,16.440082788467407,0,0,0,0,0,0,0,0,0,0,0.5099525451660156,,,0
